--
-- author: haosun
   [88250] = "「若日后发现此魔女踪迹，我自会承担失察之责，并竭力将其诛杀，弥补过失。」",
   [88260] = "「……明、明白了。大……海、海因里希……后会无期——」",
   [88270] = "对面再无回应——",
   [88280] = "那夜，所有人都说海因里希大人处刑了一个魔女领袖。",
   [88290] = "而夜莺森林的魔女，也等来了要等的人。",
   [88300] = "支B-1《恶魔的交易》战前对话",
   [88310] = "漫天黄沙遮以烈日，黑云压境将原本一望无垠的荒漠吞入黑暗。几近无光的沙土之上一位年迈的老者正手持枯杖缓缓前行。",
   [88320] = "他已经走了一天一夜，无水无粮，但他依然这般行着——漫无目的，却又似有决断。因为他始终都向着更深的黑暗行去——",
   [88330] = "「就……就是这里了么……」",
   [88340] = "蹒跚的脚步停驻在此，高耸巨大的建筑虽然只能看到一个黑影，但那悲壮巍峨的断层却能让人感受到这里曾经的辉煌。",
   [88350] = "老者没有继续说话，而是再望了一眼高处。",
   [88360] = "砂砾触及膝盖的疼痛让他微微皱眉，可并未因此停下动作，手中的枯杖被摆到了地上。衣襟中不断闪耀着明辉，双手虔诚地将其取出奉于胸前——",
   [88370] = "「嘎嘎嘎！！！可笑！可笑的人类！！还妄图在这神罚之地祈祷，你可真是不怕被那群逻各斯的走狗鞭挞——」",
   [88380] = "「看什么看？难道我说得有错吗？就凭这通天塔被毁就足以证明你所跪拜的神灵，并不愿意接受你的朝拜。」",
   [88390] = "「恶魔——就你也配在此亵渎神灵？滚开——」",
   [88400] = "「哈哈哈哈？真是可笑的人类，都说了这里是被神降罪的地方，你要祈祷应该换个地方去，来这里根本就是自寻死路。我看你也没带返程的食物——看来已经作好了将死的准备了。」",
   [88410] = "「那我就不客气了？！！！」",
   [88411] = "一道耀眼白光闪过，恶魔畏惧地后退了几步。",
   [88420] = "「等等！！！！这是什么东西？？？可恶——」",
   [88430] = "支B-1《恶魔的交易》战后对话",
   [88440] = "「这种地方竟然还能召唤神使力量的庇护，这老家伙到底是什么人！！！」",
   [88450] = "「不过也撑不了多久了——这幻影越来越模糊，力量看起来也在衰退——哈哈哈哈，只要再撑一会，这老头就是我的了……啊——！！！！」",
   [88460] = "一束金光洞穿了恶魔，将其彻底消灭，老者抬头望去，原本实实在在的神使的确正若隐若现如幻影一般——",
   [88470] = "「不——请等等！不要抛弃我，请泰……泰兰达尔大人回应，至少……至少……」",
   [88480] = "虚弱的身体再也支撑不住平衡，老者趔趄几步，狼狈地扑倒在地。",
   [88490] = "拼命伸向幻影的手，终究握不住归去的光明，最终——",
   [88500] = "「不——」",
   [88510] = "无尽的黑暗吞噬着灵魂，风沙的喧嚣不停地激荡耳膜——",
   [88520] = "「那、那个，你没事吧？老爷爷？」",
   [88530] = "孱弱的身体不堪这长久的脱水重负，有些恍惚，遁入绝望的神志也早已不愿去辨身边所出现的是人，还是魔。",
   [88540] = "「没有了，已经没有路了……」",
   [88550] = "女孩并没有催促或去搀扶几近瘫倒的老人，而是双手背身乖巧地站在一边，等待脚下的人恢复理智。",
   [88560] = "「你……是何人……为何来此……」",
   [88570] = "「老爷爷，你没事了吗？我叫安迪，本来是跟着父亲去圣摩拉城运货的，可不知道为什么突然出现了沙尘暴——就不小心和家人走散了。」",
   [88571] = "「本来以为要死在恶魔手里，没想到还能在这里遇到老爷爷你，你一定知道怎么去圣摩拉吧，只要去了那里，我们就安全了。」",
   [88580] = "「安全？我劝你远离它……别再靠近……」",
   [88590] = "「怎么了？圣摩拉发生了什么吗？那可是受到神庭庇佑的圣城啊。」",
   [88600] = "「庇佑……若有庇佑又怎会出现无法治愈的瘟疫，我走遍了整个诺塞司大陆，都没有找寻到可以救治的方法……眼下我已经控制不住了，无需多久圣摩拉一定会像哈提斯一样，成为一座死城。」",
   [88610] = "「哇哦，这么可怕的吗？？而且，您走遍了整个大陆都没有治疗的方法吗？我听说迪斯卡特共和国的科技十分发达，难道他们也没有治疗的办法？」",
   [88620] = "「如果有，我就不会来这里了。我走遍了整片大陆，去过了所有地方，这疫病绝不是人间之物，仅凭人力，是无法与之抗衡的。」",
   [88630] = "「哦——所以你才来这里想要寻求神使的帮助，但他们好像不想理你呢~~~老爷爷~~~」",
   [88640] = "「是……是啊……不愿回应……到底是为什么，究竟我们背离了怎样的神谕要遭受如此责罚……」",
   [88650] = "「这怎么能叫责罚呢~~~瘟疫听上去只是一件小事而已，最多也就灭一座城。这个世界上有这么多的城市，一座座地灭，一座座地建，诺塞司大陆不会有问题的。」",
   [88651] = "「可是嘻嘻，现在看上去它好像还不止这样，后面还有更可怕的事情将会发生吧？」",
   [88660] = "「什么意思？还有什么比灭一座城更可怕的事？？？」",
   [88670] = "「难道你没听说过一个有关灭世的预言吗？神庭终将厌烦身带原罪的人类，启印日将落之时，终世审判之际——瘟疫、饥荒、战争、死亡。一个都不会少呢……」",
   [88680] = "「人类将像那场大洪水一般，接受神庭无情的审判，没有人可以幸免于难。」",
   [88690] = "「不、不可能。神庭不会如此残忍，起码据我所知，有人活了下来，他带领着其他人，成就了新的诺塞司大陆。」",
   [88700] = "「这是因为那人仰仗了其他力量的指引，其他的——不同于神庭的力量。」",
   [88710] = "「力量虽然是在别人手中，但选择权……在你。」",
   [88720] = "「我来到这里是为了有所选择，但如今在我面前的……只有唯一的选择。」",
   [88730] = "小女孩怔了一下，随即勾起一抹微笑，眼中红光流转。",
   [88740] = "「所以你一开始来这里的目的，就不是寻求神使的回应，或者说，你早已经做好了迈出那一步的觉悟，看来我有些低估你了呢——」",
   [88750] = "「无论如何，我不能停下，哪怕……需要付出代价。」",
   [88760] = "「每一个愿望都是以灵魂为代价换来的——不过你的天秤的另一边可是一座城池，我还需要另外的筹码。」",
   [88770] = "「只、只要是我能够做到的……」",
   [88780] = "「不用太担心，一个很简单的小忙而已——我确实和人走散了，并且在寻找他，只是这寻找的范围稍微大了点。」",
   [88790] = "「找人吗……但你也看到了，以我现在的状态，恐怕并帮不了你多久。」",
   [88800] = "「要看日出必须守到拂晓。放心，你可以慢慢地，慢慢地找，不用急。」",
   [88810] = "话音刚落，老者投射在地上的伛偻身影逐渐高大挺拔了起来。",
   [88820] = "手上的皱纹消失不见，腰背变得挺拔，被沙尘摧残的衣服也换成了华丽神圣的服饰。",
   [88830] = "「这、这是？」",
   [88840] = "「这是一点小小的见面礼，你可以回去慢慢执行我的委托，更详细的描述我之后会告知你的——耀皇罗德里戈大人。」",
   [88850] = "「只要你好好履行对我的承诺，我可以保证，你和你的圣摩拉，还有城民们，可以永远在一起……永远——」",
   [88860] = "罗德里戈看着自己荣光重铸的身体，没有继续理会小女孩，转身望向塔外的远方，在那弥漫的沙尘中，似乎看到了正在逐渐恢复生机的圣摩拉……",
   [88970] = "支B-2《酒馆风波》战前对话",
   [88980] = "日暮时分的圣摩拉被夕阳镀上一层金色，街道间充斥着初夏独有的暖意。",
   [88990] = "街边几个孩子迎着落日追逐打闹，夜色即将降临，这座不想进入沉睡的圣城依旧沉沦于喧嚣中。",
   [89000] = "就在所有人享受着来之不易的和平及悠闲时，从远处走来一大一小两个身影。",
   [89010] = "「多亏你及时出手，否则今天我可能就没命回到圣摩拉了，哎呀~那可真是个相当厉害的恶魔呢！」",
   [89020] = "「得了吧，你只是想故意碰点伤，好申请休假然后出去鬼混！」",
   [89030] = "「别说得这么直接~我总不能一直坐着首领的位置，这些重任迟早要托付给你们的。」",
   [89040] = "「一脸笑嘻嘻的表情说要托付重任，可一点说服力都没有……」",
   [89050] = "「不过总有一天，我会变强，强到让你没有插科打诨的机会。」",
   [89060] = "「哦！那我可要好好期待了！」",
   [89070] = "约翰亚斯鼓励性地揉了揉少女的头发，被少女瞪了一眼后收回手大笑着迈步向前。",
   [89080] = "「你想去哪儿啊？先——生——？」",
   [89090] = "「当然是例行巡视啦，守护圣摩拉祥和宁静的每一天，也是我们星辰之环重要的职责之一！」",
   [89100] = "「维护秩序是骑士团的事，而且那边是商业区，转角就是你最喜欢的酒馆……」",
   [89110] = "「哎呀~小莎娜真是了解我啊，想喝酒吗？我请客！」",
   [89120] = "「你说谁小呢！」",
   [89130] = "莎娜在约翰亚斯身侧狠狠来了一拳。",
   [89140] = "「嗷嗷疼疼疼！！打到伤口了！」",
   [89150] = "「伤口在另一只胳膊，别装了。」",
   [89160] = "「……莎娜，你有没有觉得，作为一个女孩子，你会不会太不温柔了一点？」",
   [89170] = "「有么？我不觉得啊。还有，你有伤在身，不能喝酒。」",
   [89180] = "「小伤而已，不碍事不碍事~」",
   [89190] = "「那也不行——」",
   [89200] = "看着少女坚持的眼神，约翰亚斯只好妥协……是不可能妥协的。",
   [89210] = "「一杯，喝一杯我就回去！」",
   [89220] = "「真的，只有一杯？」",
   [89230] = "「真的！我拿我星辰之环首领的名誉发誓！」",
   [89240] = "「换一个吧，你的名誉已经烂透了~~」",
   [89250] = "「那……那用光头仔的名誉发誓？」",
   [89260] = "「…………」",
   [89270] = "「你还记得自己多少次在酒馆喝得烂醉，事后是我把你拖回去的吗？」",
   [89280] = "约翰亚斯吹着口哨避开视线，莎娜知道劝不住约翰亚斯，只能无奈地叹了口气。",
   [89290] = "「唉，为什么身为下属的我要帮你善后这种事情啊……事先说好，不准多喝！」",
   [89300] = "「啊哈哈哈~放心放心，这次不会的~~」",
   [89310] = "一如往常，约翰亚斯「说服」了莎娜，又一次顺利地来到了心心念念的酒馆。",
   [89320] = "酒馆内外都是一片喧闹的景象，只是昏暗的光线已经不足以点亮逐渐变暗的夜色。几个醉汉倚着门框有说有笑，角落里还有人在呕吐。除了挥之不去的酒气，无处不是烟雾缭绕。烟草的气味有些呛鼻，莎娜不禁皱了皱眉。",
   [89330] = "「虽然这里给我的印象一直比较乱……但这次……咳咳！」",
   [89340] = "「最近圣摩拉确实‘热闹’了很多，而且光头仔的部队似乎都很忙的样子。」",
   [89350] = "「先生，难道你这次来这里，其实是打探情报的？」",
   [89360] = "「我好伤心啊，小莎娜，在你眼里我就这么地不务正业吗？这么地……」",
   [89370] = "「呦！这不是约翰亚斯吗，今天想喝点什么？店里刚到了一批新货，绝对够你喝的！」",
   [89380] = "「哦！太棒了！赶紧给我来两桶！」",
   [89390] = "「咳！先生！」",
   [89400] = "「咳……我的意思是，那两桶先给我留着，下次，下次。」",
   [89410] = "「那你可要快点喽~最近来这里喝酒的人有点多，都要供不应求了呢。」",
   [89420] = "「对了，刚才我就想问你一下，今天酒馆里似乎多了很多生面孔，可他们看起来又不像是商人，倒更像是……」",
   [89430] = "「像什么都无所谓，只要他们愿意买我的酒，而且不惹是生非——」",
   [89440] = "生意兴隆的酒馆，每天都有各种各样的顾客，对于老板来说，早就见怪不怪了，随着大厅中一声呼喊，老板立刻端着酒离开了吧台。",
   [89450] = "「问她——你还不如问我，进门的时候我就看他们有些异常，走近才确定——他们很可能曾经是囚犯。」",
   [89460] = "「哦？说说你的依据。」",
   [89470] = "「手腕脚踝处有勒痕，很像是镣铐留下的；而且他们的身上，有一股地牢特有的霉味……」",
   [89480] = "「分析得不错啊~小莎娜~」",
   [89490] = "「不许说我小！」",
   [89500] = "「好好好！知道——大莎娜！（小声）霉味……吗……」",
   [89510] = "「先生你说什么？」",
   [89520] = "「没什么……老板！再来一杯！」",
   [89530] = "「来了来了~」",
   [89540] = "「你什么时候？不许喝了！把酒杯放下！」",
   [89550] = "约翰亚斯伸手按住莎娜的脑袋，避开她的视线迅速接过酒杯。",
   [89560] = "「咕咚……咕咚……」",
   [89570] = "「先生，请把您的手从我头上拿开，并且停止您的无赖行为，否则您私藏在房间里的那些酒绝对见不到明天的太阳~~！」",
   [89580] = "「噗！你、你怎么知道我藏了酒？！」",
   [89590] = "「你究竟知道了多少我藏酒的地方？该不会全部都……」",
   [89600] = "「您猜猜看啊~猜错一次就少一半哦~」",
   [89610] = "「恶魔！你是恶魔吗！」",
   [89620] = "「竟然说别人是恶魔？真是暴殄天物啊！明明身边有一位这么可爱的小姐，你这个糟老头竟然只顾着喝酒，真是不解风情！」",
   [89630] = "「你说对吧~可爱的小姐~」",
   [89640] = "突然出现的男子自顾自说着，借着酒劲直接把手搭在了莎娜的肩膀上，强行挤到了两人中间。",
   [89650] = "「请你放手，我不想给海因里希大人和他的骑士们添麻烦。」",
   [89660] = "「诶~别这么冷淡嘛~来！喝点酒~喝了酒！我们去找乐子！别管这个寒酸的大叔！」",
   [89670] = "「说出来你肯定不信，我啊~可是从商队瘟疫里幸存下来的人，是被泰兰达尔大人赐福的神选者！嗝~」",
   [89680] = "「怎么样？要不要找个地方，我让、让你见识一下神迹？」",
   [89690] = "男子一副喋喋不休，毛手毛脚的样子，眼看着莎娜就要准备动手，约翰亚斯却突然开了口。",
   [89700] = "「小子，我劝你不要招惹她，不然你可能会后悔生下来——」",
   [89710] = "「瞧不起谁呢？不过是个小丫头，难道我还搞不定她？」",
   [89720] = "「好啊好啊——那我就来试试，看看谁搞定谁？（摩拳擦掌）」",
   [89730] = "「（使眼色）哎呀哎呀，这可是酒馆，打坏了东西谁赔？去后巷吧，我觉得那里就挺不错的。」",
   [89740] = "莎娜狠狠地瞪了约翰亚斯一眼，另一只手突然挽住醉汉的胳膊——",
   [89750] = "「好啊，好啊~~我倒是愿意看看接受了神迹和普通人有什么不同呢~~~走走走~~~这边——」",
   [89780] = "说罢，拉着对方就朝通往后巷的门走去，经过约翰亚斯身边的时候，还不忘对着他的腿狠狠来了一脚。",
   [89790] = "「嗷嗷！伤口！这次真的碰到伤口了！」",
   [89800] = "喧闹的酒馆里充斥着各种嘈杂的声音，根本没人注意到几人谈论了什么，准备去做什么。夕阳早已不见踪影，只剩下昏沉的夜色。街上行人零零落落，不再是白日里那样络绎不绝。",
   [89810] = "走出酒馆后周围突然安静了下来，空气里只剩下醉汉偶尔的几声憨笑。",
   [89820] = "约翰亚斯紧跟着两人来到了后巷，手往醉汉肩上一搭，没等对方反应过来，一阵拳打脚踢已经招呼了过去。",
   [89830] = "「你、你们干什么？劫财还是劫色？！」",
   [89840] = "「老兄，如果不想再吃拳头的话，就好好回答我们的问题。」",
   [89850] = "「你说你经历了瘟疫，然后只有你一个人活了下来？」",
   [89860] = "「瘟疫？对，就我活了下来，大家都死了，都得瘟疫死掉了！」",
   [89870] = "「你说自己的同伴都得瘟疫死掉了，而你又活了下来，明明应该是个病人，但为什么你手脚上会有地牢镣铐的痕迹？」",
   [89880] = "「嗯？你说这个？哦~原来那里是地牢啊~」",
   [89890] = "「谁知道那帮铁疙瘩为什么要带我去地牢，反正我挺、挺过了疫病，在泰兰达尔大人的祝福下活了下……嗝~」",
   [89900] = "「铁疙瘩？是谁带你去了地牢？你都看到了些什么？」",
   [89910] = "「一、一定是泰兰达尔大人选择了我！嗝……我将成为下一任耀皇的候选人！」",
   [89920] = "「胡言乱语……先生，我看他根本就是喝醉了在这里说大话吧，我们还是……」",
   [89930] = "没等莎娜把话说完，约翰亚斯将一瓶液体倒进了大喊大叫的醉汉口中。",
   [89940] = "「唔！这、这是……你给我喝了什么东西！好烫！好烫啊！！！」",
   [89950] = "「先生！就算他酒后对耀皇出言不逊，你也不至于……」",
   [89960] = "「别紧张，普通的圣水而已。」",
   [89970] = "「圣水？喝了圣水会有这么剧烈的反应，难道……」",
   [89980] = "「唔唔唔唔……酒！女人！金钱……权力！都……都是我的！唔唔！！！」",
   [89990] = "醉汉的胡言乱语变得愈发严重，一边嚎叫着，一边痛苦地捂住脑袋，撕扯头发，肢体跟随着动作……扭曲了起来。",
   [90000] = "「先生！」",
   [90010] = "「小心了！准备战斗！」",
   [90020] = "支B-2《酒馆风波》战后对话",
   [90030] = "「你下手会不会太重了？我还想看看能不能继续问话呢。」",
   [90040] = "「我已经手下留情了，谁知道他那么不禁揍。」",
   [90050] = "「……你下次动手温柔一点。老这么粗暴长大了会嫁不出……」",
   [90060] = "「您——说——什——么？」",
   [90070] = "「没、没什么……」",
   [90080] = "「说来也奇怪，他明明怎么看都是个普通人，为什么喝了圣水会变成怪物？简直就像……」",
   [90090] = "「简直就像被深渊侵蚀腐化了一样。」",
   [90100] = "「但是先生，这里可是圣摩拉啊，这未免……」",
   [90110] = "「虽然还不知道具体的原因，但能肯定的是，城中有邪恶的力量，如果这人是在外面被腐化的，走到这里早就暴露了，根本没时间让他在这里喝酒。」",
   [90120] = "「莎娜，去把这件事通知给光头仔的人。」",
   [90130] = "「那先生你呢？身为星辰之环首领的你去汇报，骑士团那边应该会更加重视吧。」",
   [90140] = "「你觉得我真的是让你去通知的吗？」",
   [90150] = "「诶？」",
   [90160] = "「说句难听的，这几天骑士团异样地忙碌，你可能也注意到了，无论汇报的人是你还是我，恐怕都不会有多大区别。」",
   [90170] = "「你去走个程序，做个样子给他们看就好了，结束后回星辰之环待命，我这边有其他的事要处理。」",
   [90180] = "「先生，你的意思是？」",
   [90190] = "「执行命令，莎娜，这次……我可不是在开玩笑。」",
   [90200] = "「…………」",
   [90210] = "「回答。」",
   [90220] = "「是！」",
   [90230] = "支B-3《来自恶魔的治疗》战前对话",
   [90240] = "入夜，即使是繁华的圣摩拉，此刻也该迎来属于它的寂静。地牢门前的守卫正交接换岗，一道人影却在此时翻墙掠过。",
   [90250] = "月色被暗影阻拦，漆黑的地牢过道密不透风，墙壁上偶尔有一些蜡烛照亮四周，火舌跳动，光影摇曳。",
   [90260] = "「最近光头仔以任务为由调走了很多星辰之环的人，现在地牢里恐怕只剩他麾下的骑士了，要小心点才行……」",
   [90270] = "「不对，这破地牢虽然防备一向不怎么样，但今天也太松懈了点吧，这可不像光头仔的作风啊。」",
   [90280] = "昏暗的环境增强了嗅觉，那股和醉汉身上一样，连酒味都无法彻底遮盖的霉味缭绕四周，漫无边际，似乎充斥着整个地牢。",
   [90290] = "前方隐隐出现了一道亮光，光线伴随着脚步声有规律地晃动着。",
   [90300] = "放缓脚步，慢慢靠近，周围的牢房里关着囚犯，一个个坐在如深渊般的黑影中，喘息着、低吼着，满溢着死亡的气息。",
   [90310] = "一个伛偻的黑影正手持玻璃瓶，将里面的神秘液体挨个喂给附近牢房的囚犯，每个喝过的人都立刻安静了下来，只是目光呆滞涣散，口中不断低语着内心的欲望。",
   [90320] = "「别动！你不是骑士团的人……不对，你——不是人。」",
   [90330] = "「呵，深渊么——是谁带你进来这里的？目的是什么？」",
   [90340] = "「愚蠢无知的人类，我劝你不要多管闲事。」",
   [90350] = "「这可不是闲事，你玷污了这座城市，害我今天在酒馆可是拿腐臭味下酒的，你知道我当时有多辛苦吗？」",
   [90360] = "「哼哼……哈哈哈！玷污？你们被自己信仰的神抛弃了，现在连命都快保不住，你还想跟我谈玷污？」",
   [90370] = "「省省吧，人类。现在瘟疫还在城中扩散，而能为你们提供希望的，只有我们！」",
   [90380] = "「用虚假的希望欺骗被死亡和恐惧追赶的人类，然后将他们引入早已砌好的墓地。救人？只是一层糖衣罢了！」",
   [90390] = "「感染瘟疫而死的人，至少灵魂还是纯净的，可以进入轮回。但被你们‘救’下的人，却只会被引上万劫不复的路。」",
   [90400] = "「人类——你似乎很了解恶魔啊。」",
   [90410] = "「略懂一点，只是见得多了之后，心里有数罢了。」",
   [90420] = "「那你又怎么知道，恶魔便不能带来庇护？」",
   [90430] = "「你看看他们，看看那些在沙漠中惨死的人，看看到处是尸体和血腥的荒原，你以为自己还有什么资格谈条件？」",
   [90440] = "「连耀皇都已经归顺于恶魔，开始借助深渊的力量——」",
   [90450] = "「你说耀皇？？？这可不能乱说，恶魔。这要是被某个光头听见，你会死得很难看的。」",
   [90460] = "「你也是耀皇的手下，既然你们的耀皇都信仰了我们，不如你也归顺恶魔吧，我看你还挺有成为恶魔的潜力的，你身上的杀气……很重呢。」",
   [90470] = "「杀气重吗？大概是刚才喝多了，手有点抖，不知道什么时候可能就会扣下去扳机，要求饶的话最好快点哦~」",
   [90480] = "「哼！杀了我，就杀了圣摩拉最后的希望，你可要想清楚——」",
   [90490] = "「那个什么泰兰达尔早就不再给予你们耀皇任何回应了。圣摩拉已经无药可救了，如今唯一可以依靠的，是深渊！」",
   [90500] = "「拜托~依靠你们深渊有什么好处？喝不完的美酒？怕不是只有臭水吧。」",
   [90510] = "「而且啊，所谓信仰，就像酒一样，哪怕握在手里给自己陪葬，也不该倒进下水道吧，说不定以后谁捡到了，还能喝呢？」",
   [90520] = "「无聊的酒鬼！面对这场瘟疫，你们等来的，只有死亡！」",
   [90530] = "「那又如何？让这些灵魂自由纯净地进入轮回，总好过便宜了你们吧。」",
   [90540] = "「你大概不知道，对付你们这些家伙的时候，我最喜欢做损人不利己的事了。」",
   [90550] = "「这可是你们耀皇的决定，作为下属，你应该听命于他！」",
   [90560] = "「听他的？凭什么？他可从来没替我付过酒钱。」",
   [90570] = "「有趣~原来还有不听从那老东西的人在。」",
   [90580] = "「既然这样，我也不介意代替他管教一下不服从命令的下属。」",
   [90590] = "支B-3《来自恶魔的治疗》战后对话",
   [90600] = "「呵，我倒想知道，被神遗弃的圣摩拉若是没有恶魔的帮扶，究竟能撑过几日。」",
   [90610] = "「这就不劳您费心了。」",
   [90620] = "「你太天真了，人类。你对深渊根本一无所知！已经晚了，你是阻挡不了我们的，哈哈哈！」",
   [90630] = "「恶魔早已遍布圣摩拉。何况，真正的邪恶就源自于圣摩拉。」",
   [90640] = "「总有一天你会明白，那些神使与恶魔并无区别，他们也只是在利用你们获得信仰罢了！」",
   [90650] = "「这些就是你的遗言？」",
   [90660] = "「不要以为短暂的胜利能挽回什么，深渊的力量即将降临，你的死期也不远了！」",
   [90670] = "「而你的死期就在今日。」",
   [90680] = "约翰亚斯扣动扳机，弩箭射穿了早已经奄奄一息的恶魔信从。墨黑的影子黯淡下去，直到与其相随的深渊之力全部散尽。",
   [90690] = "地牢中的火烛顿时比先前明亮了不少，但明亮并没有带来希望，只是让一个个漆黑牢房中身患瘟疫的人显得更为面目狰狞。",
   [90700] = "「很抱歉，我无法救你们脱离病痛，但我至少能让你们的灵魂得到自由。」",
   [90710] = "「虽然我没有资格给你们这样的祝福，但总之……」",
   [90720] = "「愿神与你们同在，还有美酒~」",
   [90730] = "支B-4《地牢里的封印》战前对话",
   [90740] = "地牢里漫长的通道仿佛永无止境，在烛火微弱的光线中，守卫隐藏在各个角落。",
   [90750] = "少女在守卫背过身的一瞬间敏捷地走过暗门，顺着细长的甬道向前走去。",
   [90760] = "「终于找到你了！！」",
   [90770] = "「先生，你不该擅自涉险。」",
   [90780] = "「？？？」",
   [90790] = "「莎娜，你是怎么找过来的？你该不会在我身上用了什么追踪道具吧？」",
   [90800] = "「自从酒馆外那个醉鬼说了‘地牢’两个字后，你的神色就不太对劲了~~~所以地牢里有什么值得先生来探查的？」",
   [90810] = "「你还是不要介入为好，这件事牵涉太广。」",
   [90820] = "「莎娜，你先回星辰之环，不必跟着。这件事，我要单独去做。」",
   [90830] = "「什么事这么神秘兮兮的？我也是星辰之环的~~~有什么是我不能知道的吗？不行！不告诉我就休想甩开我！！」",
   [90840] = "「胡闹！这里是地牢，不是星辰之环，赶紧回去！这是命令——」",
   [90850] = "就在约翰亚斯要赶人的时候，不远处传来一阵杂乱的脚步声。",
   [90860] = "（小声）「嘿~！来得正是时候！！」",
   [90870] = "「……」",
   [90880] = "（小声）「臭丫头——你引来的？」",
   [90890] = "（小声）「怎么可能！？我的潜行技术可是先生你亲手教的~~~怎么？对你自己一点都不自信了吗？」",
   [90900] = "「……」",
   [90910] = "「是谁在那边！我已经看见你们了。」",
   [90920] = "（小声）「这地牢的骑士警惕性不错，但眼力劲不太行啊——」",
   [90930] = "（小声）「是啊，我们明明在左边他却朝右边看，看个头啊……不过这样下去一时半会他恐怕也不会走的。」",
   [90940] = "「那就在他引来更多守卫之前——解决掉。」",
   [90950] = "就在说最后三个字的时候，约翰亚斯故意提高了声音，引起了守卫的注意。",
   [90960] = "「你们是什么人？？？！！为何擅闯地牢？！」",
   [90970] = "「前面就是禁区——你们难道是为救他而来……」",
   [90980] = "「他？他是谁？」",
   [90990] = "「没有目的胆敢闯地牢？明知故问——耀皇严令，擅闯者，格杀勿论！」",
   [91000] = "支B-4《地牢里的封印》战后对话",
   [91010] = "「可惜了……这身手还挺利索——」",
   [91020] = "「又不是打死了。没事，一会儿就醒了。」",
   [91030] = "「你以为都跟你一样扛揍么？」",
   [91040] = "「唉，你什么时候才能对你的团长大人尊重一点呢？」",
   [91050] = "「回归正题——究竟发生了什么？地牢里到底有什么？」",
   [91060] = "面对眼前少女坚定的眼神，约翰亚斯的犹豫被动摇了，看了看脚下已陷入昏迷的守卫骑士。怕是再耽搁下去，反而节外生枝——",
   [91070] = "「好吧，我可以告诉你。但你必须答应，后续行动一切听我的命令——」",
   [91080] = "「行行行！约翰亚斯先生的话我怎么能不听！你肩负星辰之环和雇佣兵军团双份团长的头衔呢——我一个小小斥候哪敢不听命啊！」",
   [91090] = "「废话少说，要听就闭嘴！」（少女古灵精怪的回答，让约翰亚斯的白眼快翻到了后脑勺。）",
   [91100] = "「咳——我的确发现恶魔进入了圣摩拉，并开始腐化这里的灵魂。并且我还断定，他们如此横行，很可能是得到了耀皇的授意。」",
   [91110] = "「耀皇——被恶魔蛊惑了？」",
   [91120] = "「如果只是蛊惑那还好办，但眼下的证据证明，共谋或者说已为一派的可能性更大——」",
   [91130] = "「与恶魔为伍？！！！只有疯子才会这么做吧？！！！」",
   [91140] = "「疯子和天才本来就是一线之隔，罗德里戈能从小小的信从做到如今的耀皇也算天才行径——他的确有这个资格成为疯子。」",
   [91150] = "「先生你准备怎么做？」",
   [91160] = "「他是圣摩拉的信仰，他若堕落，便是全城沦陷——那只能铲除了。」",
   [91170] = "「……铲、铲除？！！你、你、你也疯了么？先不说他是我们的耀皇，他身边有那么多人保护！！！而且我们还是隶属于海因里希大人麾下的星辰之环，这是叛国罪——不行，我不能允许你这样做！！」",
   [91180] = "「别忘记你刚才答应了我什么，说到就要做到哦~莎娜斥候。」",
   [91190] = "「可是……」",
   [91200] = "「放心好了，如果到时候发现只是被蛊惑了，我也是救援有功。而如果万一是后者——」",
   [91210] = "「你觉得我一个人的叛国，和整个圣摩拉的灭国，哪个更惨一些？」",
   [91220] = "「先生！这不是什么简单的取舍问题！」",
   [91230] = "「不管简单还是复杂，我们现在不能坐以待毙，至少要行动起来，才能有真的希望，别再说了，走……嗯？」",
   [91240] = "突然，窄小的甬道里不断传来铜铁刮过泥土的细碎声响，如果仔细观察，可以清楚看到一个小洞逐渐出现在泥墙上。刮蹭的声音不断递增加快，昭示着小洞之后的人是何等急切。",
   [91250] = "「挖了这么久才看到光亮……这地牢的墙是有多厚？照这样下去，什么时候才能离开这个鬼地方！！！」",
   [91260] = "「该死的罗德里戈！！！！！」",
   [91270] = "痛骂伴随着挖掘的声响，频率变高，很快将小洞扩大成了拳头的大小。",
   [91280] = "一只脚在洞口使劲地踢了几下，黄色的土不断掉落，约翰亚斯和莎娜同时压低了声音，并没有惊动到挖洞的人。",
   [91290] = "「嘉波？他怎么会在这里……」",
   [91300] = "「上一任耀皇嘉波？他不是因为谋逆罪被耀皇大人处死了吗？」",
   [91310] = "「看来耀皇骗了我们所有人。」",
   [91320] = "「他身上，也有恶魔的气息，奇怪……」",
   [91330] = "「话说，他……这是要越狱吗？」",
   [91340] = "「嘘……让他慢慢挖。」",
   [91350] = "「这样真的好么？」",
   [91360] = "「可恶！！圣摩拉条件什么时候变得这么好了？一个破地牢的墙那么厚！！！！！」",
   [91370] = "墙上的洞口被越挖越大，最后一个脑袋率先从洞口里探了出来。",
   [91380] = "「终于可以离开这破地方了！！！！」",
   [91390] = "「其实还不可以哟~~~」",
   [91400] = "「！！！！」",
   [91410] = "「你们、你们是谁？！！！」",
   [91420] = "（缓慢蹲下冲他笑了笑）「反正不是来救你的~~~」",
   [91430] = "「……我不认识你们，不要多管闲事！」",
   [91440] = "「莎娜，退后。」",
   [91450] = "「遵命，先生！」",
