序号,关卡ID,怪物ID,次数,ai文件
908,200005,30010003,22,fightData/AI/EDay01_01/E1/R21
909,200005,30010003,23,fightData/AI/EDay01_01/E1/R22
910,200005,30010003,24,fightData/AI/EDay01_01/E1/R23
911,200005,30010003,25,fightData/AI/EDay01_01/E1/R24
912,200005,30010003,26,fightData/AI/EDay01_01/E1/R25
913,200005,30010003,27,fightData/AI/EDay01_01/E1/R26
914,200005,30010003,28,fightData/AI/EDay01_01/E1/R27
915,200005,30010003,29,fightData/AI/EDay01_01/E1/R28
916,200005,30010003,30,fightData/AI/EDay01_01/E1/R29
917,200005,30010003,31,fightData/AI/EDay01_01/E1/R30
918,200005,30010003,32,fightData/AI/EDay01_01/E1/R31
919,200005,30010003,33,fightData/AI/EDay01_01/E1/R32
920,200005,30010003,34,fightData/AI/EDay01_01/E1/R33
921,200005,30010003,35,fightData/AI/EDay01_01/E1/R34
922,200005,30010003,36,fightData/AI/EDay01_01/E1/R35
923,200005,30010003,37,fightData/AI/EDay01_01/E1/R36
924,200005,30010003,38,fightData/AI/EDay01_01/E1/R37
925,200005,30010003,39,fightData/AI/EDay01_01/E1/R42
926,200005,30010003,40,fightData/AI/EDay01_01/E1/R43
927,200005,30010003,41,fightData/AI/EDay01_01/E1/R44
928,200005,30010003,42,fightData/AI/EDay01_01/E1/R45
929,200005,30010004,1,fightData/AI/EDay01_01/E2/R0
930,200005,30010004,2,fightData/AI/EDay01_01/E2/R1
931,200005,30010004,3,fightData/AI/EDay01_01/E2/R2
932,200005,30010004,4,fightData/AI/EDay01_01/E2/R3
933,200005,30010004,5,fightData/AI/EDay01_01/E2/R4
934,200005,30010004,6,fightData/AI/EDay01_01/E2/R5
935,200005,30010004,7,fightData/AI/EDay01_01/E2/R6
936,200005,30010004,8,fightData/AI/EDay01_01/E2/R7
937,200005,30010004,9,fightData/AI/EDay01_01/E2/R8
938,200005,30010004,10,fightData/AI/EDay01_01/E2/R9
939,200005,30010004,11,fightData/AI/EDay01_01/E2/R10
940,200005,30010004,12,fightData/AI/EDay01_01/E2/R11
941,200005,30010004,13,fightData/AI/EDay01_01/E2/R12
942,200005,30010004,14,fightData/AI/EDay01_01/E2/R13
943,200005,30010004,15,fightData/AI/EDay01_01/E2/R14
944,200005,30010004,16,fightData/AI/EDay01_01/E2/R15
945,200005,30010004,17,fightData/AI/EDay01_01/E2/R16
946,200005,30010004,18,fightData/AI/EDay01_01/E2/R17
947,200005,30010004,19,fightData/AI/EDay01_01/E2/R18
948,200005,30010004,20,fightData/AI/EDay01_01/E2/R19
949,200005,30010004,21,fightData/AI/EDay01_01/E2/R20
950,200005,30010004,22,fightData/AI/EDay01_01/E2/R21
951,200005,30010004,23,fightData/AI/EDay01_01/E2/R22
952,200005,30010004,24,fightData/AI/EDay01_01/E2/R23
953,200005,30010004,25,fightData/AI/EDay01_01/E2/R24
954,200005,30010004,26,fightData/AI/EDay01_01/E2/R25
955,200005,30010004,27,fightData/AI/EDay01_01/E2/R26
956,200005,30010004,28,fightData/AI/EDay01_01/E2/R27
957,200005,30010004,29,fightData/AI/EDay01_01/E2/R28
958,200005,30010004,30,fightData/AI/EDay01_01/E2/R29
959,200005,30010004,31,fightData/AI/EDay01_01/E2/R30
960,200005,30010004,32,fightData/AI/EDay01_01/E2/R31
961,200005,30010004,33,fightData/AI/EDay01_01/E2/R32
962,200005,30010004,34,fightData/AI/EDay01_01/E2/R33
963,200005,30010004,35,fightData/AI/EDay01_01/E2/R34
964,200005,30010004,36,fightData/AI/EDay01_01/E2/R35
965,200005,30010004,37,fightData/AI/EDay01_01/E2/R36
966,200005,30010004,38,fightData/AI/EDay01_01/E2/R37
967,200005,30010004,39,fightData/AI/EDay01_01/E2/R42
968,200005,30010004,40,fightData/AI/EDay01_01/E2/R43
969,200005,30010004,41,fightData/AI/EDay01_01/E2/R44
970,200005,30010004,42,fightData/AI/EDay01_01/E2/R45
971,200005,30010005,1,fightData/AI/EDay01_01/E3/R0
972,200005,30010005,2,fightData/AI/EDay01_01/E3/R1
973,200005,30010005,3,fightData/AI/EDay01_01/E3/R2
974,200005,30010005,4,fightData/AI/EDay01_01/E3/R3
975,200005,30010005,5,fightData/AI/EDay01_01/E3/R4
976,200005,30010005,6,fightData/AI/EDay01_01/E3/R5
977,200005,30010005,7,fightData/AI/EDay01_01/E3/R6
978,200005,30010005,8,fightData/AI/EDay01_01/E3/R7
979,200005,30010005,9,fightData/AI/EDay01_01/E3/R8
980,200005,30010005,10,fightData/AI/EDay01_01/E3/R9
981,200005,30010005,11,fightData/AI/EDay01_01/E3/R10
982,200005,30010005,12,fightData/AI/EDay01_01/E3/R11
983,200005,30010005,13,fightData/AI/EDay01_01/E3/R12
984,200005,30010005,14,fightData/AI/EDay01_01/E3/R13
985,200005,30010005,15,fightData/AI/EDay01_01/E3/R14
986,200005,30010005,16,fightData/AI/EDay01_01/E3/R15
987,200005,30010005,17,fightData/AI/EDay01_01/E3/R16
988,200005,30010005,18,fightData/AI/EDay01_01/E3/R17
989,200005,30010005,19,fightData/AI/EDay01_01/E3/R18
990,200005,30010005,20,fightData/AI/EDay01_01/E3/R19
991,200005,30010005,21,fightData/AI/EDay01_01/E3/R20
992,200005,30010005,22,fightData/AI/EDay01_01/E3/R21
993,200005,30010005,23,fightData/AI/EDay01_01/E3/R22
994,200005,30010005,24,fightData/AI/EDay01_01/E3/R23
995,200005,30010005,25,fightData/AI/EDay01_01/E3/R24
996,200005,30010005,26,fightData/AI/EDay01_01/E3/R25
997,200005,30010005,27,fightData/AI/EDay01_01/E3/R26
998,200005,30010005,28,fightData/AI/EDay01_01/E3/R27
999,200005,30010005,29,fightData/AI/EDay01_01/E3/R28
1000,200005,30010005,30,fightData/AI/EDay01_01/E3/R29
1001,200005,30010005,31,fightData/AI/EDay01_01/E3/R30
1002,200005,30010005,32,fightData/AI/EDay01_01/E3/R31
1003,200005,30010005,33,fightData/AI/EDay01_01/E3/R32
1004,200005,30010005,34,fightData/AI/EDay01_01/E3/R33
1005,200005,30010005,35,fightData/AI/EDay01_01/E3/R34
1006,200005,30010005,36,fightData/AI/EDay01_01/E3/R35
1007,200005,30010005,37,fightData/AI/EDay01_01/E3/R36
1008,200005,30010005,38,fightData/AI/EDay01_01/E3/R37
1009,200005,30010005,39,fightData/AI/EDay01_01/E3/R42
1010,200005,30010005,40,fightData/AI/EDay01_01/E3/R43
1011,200005,30010005,41,fightData/AI/EDay01_01/E3/R44
1012,200005,30010005,42,fightData/AI/EDay01_01/E3/R45
1013,200006,30010002,1,fightData/AI/EDay01_01/R0
1014,200006,30010002,2,fightData/AI/EDay01_01/R1
1015,200006,30010002,3,fightData/AI/EDay01_01/R2
1016,200006,30010002,4,fightData/AI/EDay01_01/R3
1017,200006,30010002,5,fightData/AI/EDay01_01/R4
1018,200006,30010002,6,fightData/AI/EDay01_01/R5
1019,200006,30010002,7,fightData/AI/EDay01_01/R6
1020,200006,30010002,8,fightData/AI/EDay01_01/R7
1021,200006,30010002,9,fightData/AI/EDay01_01/R8
1022,200006,30010002,10,fightData/AI/EDay01_01/R9
1023,200006,30010002,11,fightData/AI/EDay01_01/R10
1024,200006,30010002,12,fightData/AI/EDay01_01/R11
1025,200006,30010002,13,fightData/AI/EDay01_01/R12
1026,200006,30010002,14,fightData/AI/EDay01_01/R13
1027,200006,30010002,15,fightData/AI/EDay01_01/R14
1028,200006,30010002,16,fightData/AI/EDay01_01/R15
1029,200006,30010002,17,fightData/AI/EDay01_01/R16
1030,200006,30010002,18,fightData/AI/EDay01_01/R17
1031,200006,30010002,19,fightData/AI/EDay01_01/R18
1032,200006,30010002,20,fightData/AI/EDay01_01/R19
1033,200006,30010002,21,fightData/AI/EDay01_01/R20
1034,200006,30010002,22,fightData/AI/EDay01_01/R21
1035,200006,30010002,23,fightData/AI/EDay01_01/R22
1036,200006,30010002,24,fightData/AI/EDay01_01/R23
1037,200006,30010002,25,fightData/AI/EDay01_01/R24
1038,200006,30010002,26,fightData/AI/EDay01_01/R25
1039,200006,30010002,27,fightData/AI/EDay01_01/R26
1040,200006,30010002,28,fightData/AI/EDay01_01/R27
1041,200006,30010002,29,fightData/AI/EDay01_01/R28
1042,200006,30010002,30,fightData/AI/EDay01_01/R29
1043,200006,30010002,31,fightData/AI/EDay01_01/R30
1044,200006,30010002,32,fightData/AI/EDay01_01/R31
1045,200006,30010002,33,fightData/AI/EDay01_01/R32
1046,200006,30010002,34,fightData/AI/EDay01_01/R33
1047,200006,30010002,35,fightData/AI/EDay01_01/R34
1048,200006,30010002,36,fightData/AI/EDay01_01/R35
1049,200006,30010002,37,fightData/AI/EDay01_01/R36
1050,200006,30010002,38,fightData/AI/EDay01_01/R37
1051,200006,30010002,39,fightData/AI/EDay01_01/R42
1052,200006,30010002,40,fightData/AI/EDay01_01/R43
1053,200006,30010002,41,fightData/AI/EDay01_01/R44
1054,200006,30010002,42,fightData/AI/EDay01_01/R45
1055,200006,30010006,1,fightData/AI/EDay01_01/R38
1056,200006,30010006,2,fightData/AI/EDay01_01/R39
1057,200006,30010006,3,fightData/AI/EDay01_01/R40
1058,200006,30010006,4,fightData/AI/EDay01_01/R41
1059,200006,30010003,1,fightData/AI/EDay01_01/E1/R0
1060,200006,30010003,2,fightData/AI/EDay01_01/E1/R1
1061,200006,30010003,3,fightData/AI/EDay01_01/E1/R2
1062,200006,30010003,4,fightData/AI/EDay01_01/E1/R3
1063,200006,30010003,5,fightData/AI/EDay01_01/E1/R4
1064,200006,30010003,6,fightData/AI/EDay01_01/E1/R5
1065,200006,30010003,7,fightData/AI/EDay01_01/E1/R6
1066,200006,30010003,8,fightData/AI/EDay01_01/E1/R7
1067,200006,30010003,9,fightData/AI/EDay01_01/E1/R8
1068,200006,30010003,10,fightData/AI/EDay01_01/E1/R9
1069,200006,30010003,11,fightData/AI/EDay01_01/E1/R10
1070,200006,30010003,12,fightData/AI/EDay01_01/E1/R11
1071,200006,30010003,13,fightData/AI/EDay01_01/E1/R12
1072,200006,30010003,14,fightData/AI/EDay01_01/E1/R13
1073,200006,30010003,15,fightData/AI/EDay01_01/E1/R14
1074,200006,30010003,16,fightData/AI/EDay01_01/E1/R15
1075,200006,30010003,17,fightData/AI/EDay01_01/E1/R16
1076,200006,30010003,18,fightData/AI/EDay01_01/E1/R17
1077,200006,30010003,19,fightData/AI/EDay01_01/E1/R18
1078,200006,30010003,20,fightData/AI/EDay01_01/E1/R19
1079,200006,30010003,21,fightData/AI/EDay01_01/E1/R20
1080,200006,30010003,22,fightData/AI/EDay01_01/E1/R21
1081,200006,30010003,23,fightData/AI/EDay01_01/E1/R22
1082,200006,30010003,24,fightData/AI/EDay01_01/E1/R23
1083,200006,30010003,25,fightData/AI/EDay01_01/E1/R24
1084,200006,30010003,26,fightData/AI/EDay01_01/E1/R25
1085,200006,30010003,27,fightData/AI/EDay01_01/E1/R26
1086,200006,30010003,28,fightData/AI/EDay01_01/E1/R27
1087,200006,30010003,29,fightData/AI/EDay01_01/E1/R28
1088,200006,30010003,30,fightData/AI/EDay01_01/E1/R29
1089,200006,30010003,31,fightData/AI/EDay01_01/E1/R30
1090,200006,30010003,32,fightData/AI/EDay01_01/E1/R31
1091,200006,30010003,33,fightData/AI/EDay01_01/E1/R32
1092,200006,30010003,34,fightData/AI/EDay01_01/E1/R33
1093,200006,30010003,35,fightData/AI/EDay01_01/E1/R34
1094,200006,30010003,36,fightData/AI/EDay01_01/E1/R35
1095,200006,30010003,37,fightData/AI/EDay01_01/E1/R36
1096,200006,30010003,38,fightData/AI/EDay01_01/E1/R37
1097,200006,30010003,39,fightData/AI/EDay01_01/E1/R42
1098,200006,30010003,40,fightData/AI/EDay01_01/E1/R43
1099,200006,30010003,41,fightData/AI/EDay01_01/E1/R44
1100,200006,30010003,42,fightData/AI/EDay01_01/E1/R45
1101,200006,30010004,1,fightData/AI/EDay01_01/E2/R0
1102,200006,30010004,2,fightData/AI/EDay01_01/E2/R1
1103,200006,30010004,3,fightData/AI/EDay01_01/E2/R2
1104,200006,30010004,4,fightData/AI/EDay01_01/E2/R3
1105,200006,30010004,5,fightData/AI/EDay01_01/E2/R4
1106,200006,30010004,6,fightData/AI/EDay01_01/E2/R5
1107,200006,30010004,7,fightData/AI/EDay01_01/E2/R6
1108,200006,30010004,8,fightData/AI/EDay01_01/E2/R7
1109,200006,30010004,9,fightData/AI/EDay01_01/E2/R8
1110,200006,30010004,10,fightData/AI/EDay01_01/E2/R9
1111,200006,30010004,11,fightData/AI/EDay01_01/E2/R10
1112,200006,30010004,12,fightData/AI/EDay01_01/E2/R11
1113,200006,30010004,13,fightData/AI/EDay01_01/E2/R12
1114,200006,30010004,14,fightData/AI/EDay01_01/E2/R13
1115,200006,30010004,15,fightData/AI/EDay01_01/E2/R14
1116,200006,30010004,16,fightData/AI/EDay01_01/E2/R15
1117,200006,30010004,17,fightData/AI/EDay01_01/E2/R16
1118,200006,30010004,18,fightData/AI/EDay01_01/E2/R17
1119,200006,30010004,19,fightData/AI/EDay01_01/E2/R18
1120,200006,30010004,20,fightData/AI/EDay01_01/E2/R19
1121,200006,30010004,21,fightData/AI/EDay01_01/E2/R20
1122,200006,30010004,22,fightData/AI/EDay01_01/E2/R21
1123,200006,30010004,23,fightData/AI/EDay01_01/E2/R22
1124,200006,30010004,24,fightData/AI/EDay01_01/E2/R23
1125,200006,30010004,25,fightData/AI/EDay01_01/E2/R24
1126,200006,30010004,26,fightData/AI/EDay01_01/E2/R25
1127,200006,30010004,27,fightData/AI/EDay01_01/E2/R26
1128,200006,30010004,28,fightData/AI/EDay01_01/E2/R27
1129,200006,30010004,29,fightData/AI/EDay01_01/E2/R28
1130,200006,30010004,30,fightData/AI/EDay01_01/E2/R29
1131,200006,30010004,31,fightData/AI/EDay01_01/E2/R30
1132,200006,30010004,32,fightData/AI/EDay01_01/E2/R31
1133,200006,30010004,33,fightData/AI/EDay01_01/E2/R32
1134,200006,30010004,34,fightData/AI/EDay01_01/E2/R33
1135,200006,30010004,35,fightData/AI/EDay01_01/E2/R34
1136,200006,30010004,36,fightData/AI/EDay01_01/E2/R35
1137,200006,30010004,37,fightData/AI/EDay01_01/E2/R36
1138,200006,30010004,38,fightData/AI/EDay01_01/E2/R37
1139,200006,30010004,39,fightData/AI/EDay01_01/E2/R42
1140,200006,30010004,40,fightData/AI/EDay01_01/E2/R43
1141,200006,30010004,41,fightData/AI/EDay01_01/E2/R44
1142,200006,30010004,42,fightData/AI/EDay01_01/E2/R45
1143,200006,30010005,1,fightData/AI/EDay01_01/E3/R0
1144,200006,30010005,2,fightData/AI/EDay01_01/E3/R1
1145,200006,30010005,3,fightData/AI/EDay01_01/E3/R2
1146,200006,30010005,4,fightData/AI/EDay01_01/E3/R3
1147,200006,30010005,5,fightData/AI/EDay01_01/E3/R4
1148,200006,30010005,6,fightData/AI/EDay01_01/E3/R5
1149,200006,30010005,7,fightData/AI/EDay01_01/E3/R6
1150,200006,30010005,8,fightData/AI/EDay01_01/E3/R7
1151,200006,30010005,9,fightData/AI/EDay01_01/E3/R8
1152,200006,30010005,10,fightData/AI/EDay01_01/E3/R9
1153,200006,30010005,11,fightData/AI/EDay01_01/E3/R10
1154,200006,30010005,12,fightData/AI/EDay01_01/E3/R11
1155,200006,30010005,13,fightData/AI/EDay01_01/E3/R12
1156,200006,30010005,14,fightData/AI/EDay01_01/E3/R13
1157,200006,30010005,15,fightData/AI/EDay01_01/E3/R14
1158,200006,30010005,16,fightData/AI/EDay01_01/E3/R15
1159,200006,30010005,17,fightData/AI/EDay01_01/E3/R16
1160,200006,30010005,18,fightData/AI/EDay01_01/E3/R17
1161,200006,30010005,19,fightData/AI/EDay01_01/E3/R18
1162,200006,30010005,20,fightData/AI/EDay01_01/E3/R19
1163,200006,30010005,21,fightData/AI/EDay01_01/E3/R20
1164,200006,30010005,22,fightData/AI/EDay01_01/E3/R21
1165,200006,30010005,23,fightData/AI/EDay01_01/E3/R22
1166,200006,30010005,24,fightData/AI/EDay01_01/E3/R23
1167,200006,30010005,25,fightData/AI/EDay01_01/E3/R24
1168,200006,30010005,26,fightData/AI/EDay01_01/E3/R25
1169,200006,30010005,27,fightData/AI/EDay01_01/E3/R26
1170,200006,30010005,28,fightData/AI/EDay01_01/E3/R27
1171,200006,30010005,29,fightData/AI/EDay01_01/E3/R28
1172,200006,30010005,30,fightData/AI/EDay01_01/E3/R29
1173,200006,30010005,31,fightData/AI/EDay01_01/E3/R30
1174,200006,30010005,32,fightData/AI/EDay01_01/E3/R31
1175,200006,30010005,33,fightData/AI/EDay01_01/E3/R32
1176,200006,30010005,34,fightData/AI/EDay01_01/E3/R33
1177,200006,30010005,35,fightData/AI/EDay01_01/E3/R34
1178,200006,30010005,36,fightData/AI/EDay01_01/E3/R35
1179,200006,30010005,37,fightData/AI/EDay01_01/E3/R36
1180,200006,30010005,38,fightData/AI/EDay01_01/E3/R37
1181,200006,30010005,39,fightData/AI/EDay01_01/E3/R42
1182,200006,30010005,40,fightData/AI/EDay01_01/E3/R43
1183,200006,30010005,41,fightData/AI/EDay01_01/E3/R44
1184,200006,30010005,42,fightData/AI/EDay01_01/E3/R45
1185,200007,30010002,1,fightData/AI/EDay01_01/R0
1186,200007,30010002,2,fightData/AI/EDay01_01/R1
1187,200007,30010002,3,fightData/AI/EDay01_01/R2
1188,200007,30010002,4,fightData/AI/EDay01_01/R3
1189,200007,30010002,5,fightData/AI/EDay01_01/R4
1190,200007,30010002,6,fightData/AI/EDay01_01/R5
1191,200007,30010002,7,fightData/AI/EDay01_01/R6
1192,200007,30010002,8,fightData/AI/EDay01_01/R7
1193,200007,30010002,9,fightData/AI/EDay01_01/R8
1194,200007,30010002,10,fightData/AI/EDay01_01/R9
1195,200007,30010002,11,fightData/AI/EDay01_01/R10
1196,200007,30010002,12,fightData/AI/EDay01_01/R11
1197,200007,30010002,13,fightData/AI/EDay01_01/R12
1198,200007,30010002,14,fightData/AI/EDay01_01/R13
1199,200007,30010002,15,fightData/AI/EDay01_01/R14
1200,200007,30010002,16,fightData/AI/EDay01_01/R15
1201,200007,30010002,17,fightData/AI/EDay01_01/R16
1202,200007,30010002,18,fightData/AI/EDay01_01/R17
1203,200007,30010002,19,fightData/AI/EDay01_01/R18
1204,200007,30010002,20,fightData/AI/EDay01_01/R19
1205,200007,30010002,21,fightData/AI/EDay01_01/R20
1206,200007,30010002,22,fightData/AI/EDay01_01/R21
1207,200007,30010002,23,fightData/AI/EDay01_01/R22
1208,200007,30010002,24,fightData/AI/EDay01_01/R23
1209,200007,30010002,25,fightData/AI/EDay01_01/R24
1210,200007,30010002,26,fightData/AI/EDay01_01/R25
1211,200007,30010002,27,fightData/AI/EDay01_01/R26
1212,200007,30010002,28,fightData/AI/EDay01_01/R27
1213,200007,30010002,29,fightData/AI/EDay01_01/R28
1214,200007,30010002,30,fightData/AI/EDay01_01/R29
1215,200007,30010002,31,fightData/AI/EDay01_01/R30
1216,200007,30010002,32,fightData/AI/EDay01_01/R31
1217,200007,30010002,33,fightData/AI/EDay01_01/R32
1218,200007,30010002,34,fightData/AI/EDay01_01/R33
1219,200007,30010002,35,fightData/AI/EDay01_01/R34
1220,200007,30010002,36,fightData/AI/EDay01_01/R35
1221,200007,30010002,37,fightData/AI/EDay01_01/R36
1222,200007,30010002,38,fightData/AI/EDay01_01/R37
1223,200007,30010002,39,fightData/AI/EDay01_01/R42
1224,200007,30010002,40,fightData/AI/EDay01_01/R43
1225,200007,30010002,41,fightData/AI/EDay01_01/R44
1226,200007,30010002,42,fightData/AI/EDay01_01/R45
1227,200007,30010006,1,fightData/AI/EDay01_01/R38
1228,200007,30010006,2,fightData/AI/EDay01_01/R39
1229,200007,30010006,3,fightData/AI/EDay01_01/R40
1230,200007,30010006,4,fightData/AI/EDay01_01/R41
1231,200007,30010003,1,fightData/AI/EDay01_01/E1/R0
1232,200007,30010003,2,fightData/AI/EDay01_01/E1/R1
1233,200007,30010003,3,fightData/AI/EDay01_01/E1/R2
1234,200007,30010003,4,fightData/AI/EDay01_01/E1/R3
1235,200007,30010003,5,fightData/AI/EDay01_01/E1/R4
1236,200007,30010003,6,fightData/AI/EDay01_01/E1/R5
1237,200007,30010003,7,fightData/AI/EDay01_01/E1/R6
1238,200007,30010003,8,fightData/AI/EDay01_01/E1/R7
1239,200007,30010003,9,fightData/AI/EDay01_01/E1/R8
1240,200007,30010003,10,fightData/AI/EDay01_01/E1/R9
1241,200007,30010003,11,fightData/AI/EDay01_01/E1/R10
1242,200007,30010003,12,fightData/AI/EDay01_01/E1/R11
1243,200007,30010003,13,fightData/AI/EDay01_01/E1/R12
1244,200007,30010003,14,fightData/AI/EDay01_01/E1/R13
1245,200007,30010003,15,fightData/AI/EDay01_01/E1/R14
1246,200007,30010003,16,fightData/AI/EDay01_01/E1/R15
1247,200007,30010003,17,fightData/AI/EDay01_01/E1/R16
1248,200007,30010003,18,fightData/AI/EDay01_01/E1/R17
1249,200007,30010003,19,fightData/AI/EDay01_01/E1/R18
1250,200007,30010003,20,fightData/AI/EDay01_01/E1/R19
1251,200007,30010003,21,fightData/AI/EDay01_01/E1/R20
1252,200007,30010003,22,fightData/AI/EDay01_01/E1/R21
1253,200007,30010003,23,fightData/AI/EDay01_01/E1/R22
1254,200007,30010003,24,fightData/AI/EDay01_01/E1/R23
1255,200007,30010003,25,fightData/AI/EDay01_01/E1/R24
1256,200007,30010003,26,fightData/AI/EDay01_01/E1/R25
1257,200007,30010003,27,fightData/AI/EDay01_01/E1/R26
1258,200007,30010003,28,fightData/AI/EDay01_01/E1/R27
1259,200007,30010003,29,fightData/AI/EDay01_01/E1/R28
1260,200007,30010003,30,fightData/AI/EDay01_01/E1/R29
1261,200007,30010003,31,fightData/AI/EDay01_01/E1/R30
1262,200007,30010003,32,fightData/AI/EDay01_01/E1/R31
1263,200007,30010003,33,fightData/AI/EDay01_01/E1/R32
1264,200007,30010003,34,fightData/AI/EDay01_01/E1/R33
1265,200007,30010003,35,fightData/AI/EDay01_01/E1/R34
1266,200007,30010003,36,fightData/AI/EDay01_01/E1/R35
1267,200007,30010003,37,fightData/AI/EDay01_01/E1/R36
1268,200007,30010003,38,fightData/AI/EDay01_01/E1/R37
1269,200007,30010003,39,fightData/AI/EDay01_01/E1/R42
1270,200007,30010003,40,fightData/AI/EDay01_01/E1/R43
1271,200007,30010003,41,fightData/AI/EDay01_01/E1/R44
1272,200007,30010003,42,fightData/AI/EDay01_01/E1/R45
1273,200007,30010004,1,fightData/AI/EDay01_01/E2/R0
1274,200007,30010004,2,fightData/AI/EDay01_01/E2/R1
1275,200007,30010004,3,fightData/AI/EDay01_01/E2/R2
1276,200007,30010004,4,fightData/AI/EDay01_01/E2/R3
1277,200007,30010004,5,fightData/AI/EDay01_01/E2/R4
1278,200007,30010004,6,fightData/AI/EDay01_01/E2/R5
1279,200007,30010004,7,fightData/AI/EDay01_01/E2/R6
1280,200007,30010004,8,fightData/AI/EDay01_01/E2/R7
1281,200007,30010004,9,fightData/AI/EDay01_01/E2/R8
1282,200007,30010004,10,fightData/AI/EDay01_01/E2/R9
1283,200007,30010004,11,fightData/AI/EDay01_01/E2/R10
1284,200007,30010004,12,fightData/AI/EDay01_01/E2/R11
1285,200007,30010004,13,fightData/AI/EDay01_01/E2/R12
1286,200007,30010004,14,fightData/AI/EDay01_01/E2/R13
1287,200007,30010004,15,fightData/AI/EDay01_01/E2/R14
1288,200007,30010004,16,fightData/AI/EDay01_01/E2/R15
1289,200007,30010004,17,fightData/AI/EDay01_01/E2/R16
1290,200007,30010004,18,fightData/AI/EDay01_01/E2/R17
1291,200007,30010004,19,fightData/AI/EDay01_01/E2/R18
1292,200007,30010004,20,fightData/AI/EDay01_01/E2/R19
1293,200007,30010004,21,fightData/AI/EDay01_01/E2/R20
1294,200007,30010004,22,fightData/AI/EDay01_01/E2/R21
1295,200007,30010004,23,fightData/AI/EDay01_01/E2/R22
1296,200007,30010004,24,fightData/AI/EDay01_01/E2/R23
1297,200007,30010004,25,fightData/AI/EDay01_01/E2/R24
1298,200007,30010004,26,fightData/AI/EDay01_01/E2/R25
1299,200007,30010004,27,fightData/AI/EDay01_01/E2/R26
1300,200007,30010004,28,fightData/AI/EDay01_01/E2/R27
1301,200007,30010004,29,fightData/AI/EDay01_01/E2/R28
1302,200007,30010004,30,fightData/AI/EDay01_01/E2/R29
1303,200007,30010004,31,fightData/AI/EDay01_01/E2/R30
1304,200007,30010004,32,fightData/AI/EDay01_01/E2/R31
1305,200007,30010004,33,fightData/AI/EDay01_01/E2/R32
1306,200007,30010004,34,fightData/AI/EDay01_01/E2/R33
1307,200007,30010004,35,fightData/AI/EDay01_01/E2/R34
1308,200007,30010004,36,fightData/AI/EDay01_01/E2/R35
1309,200007,30010004,37,fightData/AI/EDay01_01/E2/R36
1310,200007,30010004,38,fightData/AI/EDay01_01/E2/R37
1311,200007,30010004,39,fightData/AI/EDay01_01/E2/R42
1312,200007,30010004,40,fightData/AI/EDay01_01/E2/R43
1313,200007,30010004,41,fightData/AI/EDay01_01/E2/R44
1314,200007,30010004,42,fightData/AI/EDay01_01/E2/R45
1315,200007,30010005,1,fightData/AI/EDay01_01/E3/R0
1316,200007,30010005,2,fightData/AI/EDay01_01/E3/R1
1317,200007,30010005,3,fightData/AI/EDay01_01/E3/R2
1318,200007,30010005,4,fightData/AI/EDay01_01/E3/R3
1319,200007,30010005,5,fightData/AI/EDay01_01/E3/R4
1320,200007,30010005,6,fightData/AI/EDay01_01/E3/R5
1321,200007,30010005,7,fightData/AI/EDay01_01/E3/R6
1322,200007,30010005,8,fightData/AI/EDay01_01/E3/R7
1323,200007,30010005,9,fightData/AI/EDay01_01/E3/R8
1324,200007,30010005,10,fightData/AI/EDay01_01/E3/R9
1325,200007,30010005,11,fightData/AI/EDay01_01/E3/R10
1326,200007,30010005,12,fightData/AI/EDay01_01/E3/R11
1327,200007,30010005,13,fightData/AI/EDay01_01/E3/R12
1328,200007,30010005,14,fightData/AI/EDay01_01/E3/R13
1329,200007,30010005,15,fightData/AI/EDay01_01/E3/R14
1330,200007,30010005,16,fightData/AI/EDay01_01/E3/R15
1331,200007,30010005,17,fightData/AI/EDay01_01/E3/R16
1332,200007,30010005,18,fightData/AI/EDay01_01/E3/R17
1333,200007,30010005,19,fightData/AI/EDay01_01/E3/R18
1334,200007,30010005,20,fightData/AI/EDay01_01/E3/R19
1335,200007,30010005,21,fightData/AI/EDay01_01/E3/R20
1336,200007,30010005,22,fightData/AI/EDay01_01/E3/R21
1337,200007,30010005,23,fightData/AI/EDay01_01/E3/R22
1338,200007,30010005,24,fightData/AI/EDay01_01/E3/R23
1339,200007,30010005,25,fightData/AI/EDay01_01/E3/R24
1340,200007,30010005,26,fightData/AI/EDay01_01/E3/R25
1341,200007,30010005,27,fightData/AI/EDay01_01/E3/R26
1342,200007,30010005,28,fightData/AI/EDay01_01/E3/R27
1343,200007,30010005,29,fightData/AI/EDay01_01/E3/R28
1344,200007,30010005,30,fightData/AI/EDay01_01/E3/R29
1345,200007,30010005,31,fightData/AI/EDay01_01/E3/R30
1346,200007,30010005,32,fightData/AI/EDay01_01/E3/R31
1347,200007,30010005,33,fightData/AI/EDay01_01/E3/R32
1348,200007,30010005,34,fightData/AI/EDay01_01/E3/R33
1349,200007,30010005,35,fightData/AI/EDay01_01/E3/R34
1350,200007,30010005,36,fightData/AI/EDay01_01/E3/R35
1351,200007,30010005,37,fightData/AI/EDay01_01/E3/R36
1352,200007,30010005,38,fightData/AI/EDay01_01/E3/R37
1353,200007,30010005,39,fightData/AI/EDay01_01/E3/R42
1354,200007,30010005,40,fightData/AI/EDay01_01/E3/R43
1355,200007,30010005,41,fightData/AI/EDay01_01/E3/R44
