id,显示掉落,可能掉落显示专用,掉落1,掉落2,掉落3,掉落4,掉落5,掉落6,掉落7,掉落8,掉落9,掉落10
212032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
212042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
212052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
212062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
212072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
212082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
113012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
113022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
113032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
113042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
113052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
113062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
113072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
113082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
213012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
213022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
213032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
213042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
213052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
213062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
213072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
213082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
114012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
114022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
114032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
114042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
114052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
114062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
114072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
114082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
214012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
214022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
214032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
214042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
214052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
214062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
214072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
214082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
115012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
115022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
115032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
115042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
115052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
115062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
115072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
115082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
215012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
215022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
215032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
215042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
215052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
215062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
215072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
215082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
116012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
116022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
116032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
116042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
116052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
116062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
116072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
116082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
216012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
216022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
216032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
216042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
216052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
216062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
216072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
216082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
117012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
117022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
117032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
117042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
117052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
117062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
117072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
117082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
217012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
217022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
217032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
217042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
217052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
217062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
217072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
217082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
118012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
118022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
118032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
118042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
118052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
118062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
118072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
118082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
218012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
218022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
218032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
218042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
218052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
218062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
218072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
218082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
119012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
119022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
119032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
119042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
119052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
119062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
119072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
119082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
219012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
219022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
219032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
219042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
219052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
219062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
219072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
219082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
120012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
120022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
120032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
120042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
120052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
120062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
120072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
120082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
220012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
220022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
220032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
220042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
220052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
220062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
220072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
220082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
230001,4&1000001&80000&0,-1,4&1000001&80000&80000&10000,-1,-1,-1,-1,-1,-1,-1,-1,-1
230002,4&1000001&20000&0|4&1000002&100&0,-1,4&1000001&20000&20000&10000,4&1000002&100&100&10000,-1,-1,-1,-1,-1,-1,-1,-1
230003,4&1000001&20000&0|4&7000007&1&0,-1,4&1000001&20000&20000&10000,4&7000007&1&1&10000,-1,-1,-1,-1,-1,-1,-1,-1
230004,4&1000001&80000&0,-1,4&1000001&80000&80000&10000,-1,-1,-1,-1,-1,-1,-1,-1,-1
230005,4&1000001&80000&0,-1,4&1000001&80000&80000&10000,-1,-1,-1,-1,-1,-1,-1,-1,-1
230006,4&1000001&20000&0|4&1000002&100&0,-1,4&1000001&20000&20000&10000,4&1000002&100&100&10000,-1,-1,-1,-1,-1,-1,-1,-1
230007,4&1000001&20000&0|4&7000007&1&0,-1,4&1000001&20000&20000&10000,4&7000007&1&1&10000,-1,-1,-1,-1,-1,-1,-1,-1
8000011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8000012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8000013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8000014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8000015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8000016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8000017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8000018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8000019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8000020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8000024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8000025,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8000026,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8000027,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8000028,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9100001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9100002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9100003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9100004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9100101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9100102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9100103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9100104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9100201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9100202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9100203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9100204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9100205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9100206,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9100301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9100401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9100501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33004001,4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&10000,4&1000001&1&1&10000,-1,-1,-1,-1,-1,-1
33004002,4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&10000,4&1000001&1&1&10000,4&1000001&1&1&6000,-1,-1,-1,-1,-1
33004003,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&6000,4&1000001&1&2&10000,4&1000001&1&1&8000|4&1000001&1&1&2000,4&1000001&1&1&4000|4&1000001&1&1&2000,-1,-1,-1,-1
33004004,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&8000,4&1000001&1&2&10000,4&1000001&1&1&6000|4&1000001&1&1&4000,4&1000001&1&1&2000|4&1000001&1&1&4000,-1,-1,-1,-1
33004005,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&6000,4&1000001&1&2&10000,4&1000001&1&1&8000|4&1000001&1&1&2000,4&1000001&1&1&4000|4&1000001&1&1&2000,-1,-1,-1,-1
33004006,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&8000,4&1000001&1&2&10000,4&1000001&1&1&6000|4&1000001&1&1&4000,4&1000001&1&1&3000|4&1000001&1&1&3000,-1,-1,-1,-1
33004007,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&10000,4&1000001&1&2&10000,4&1000001&1&1&4000|4&1000001&1&1&6000,4&1000001&1&1&2000|4&1000001&1&1&4000,-1,-1,-1,-1
33004008,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&4000,4&1000001&1&2&10000,4&1000001&1&1&8000|4&1000001&1&1&2000,4&1000001&1&1&4000|4&1000001&1&1&2000,-1,-1,-1,-1
33004009,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&5000,4&1000001&1&2&10000,4&1000001&1&1&7000|4&1000001&1&1&3000,4&1000001&1&1&4000|4&1000001&1&1&2000,-1,-1,-1,-1
33005001,4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&10000,4&1000001&1&1&10000,-1,-1,-1,-1,-1,-1
33005002,4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&10000,4&1000001&1&1&10000,4&1000001&1&1&6000,-1,-1,-1,-1,-1
33005003,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&6000,4&1000001&1&2&10000,4&1000001&1&1&8000|4&1000001&1&1&2000,4&1000001&1&1&4000|4&1000001&1&1&2000,-1,-1,-1,-1
33005004,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&8000,4&1000001&1&2&10000,4&1000001&1&1&6000|4&1000001&1&1&4000,4&1000001&1&1&2000|4&1000001&1&1&4000,-1,-1,-1,-1
33005005,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&6000,4&1000001&1&2&10000,4&1000001&1&1&8000|4&1000001&1&1&2000,4&1000001&1&1&4000|4&1000001&1&1&2000,-1,-1,-1,-1
33005006,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&8000,4&1000001&1&2&10000,4&1000001&1&1&6000|4&1000001&1&1&4000,4&1000001&1&1&3000|4&1000001&1&1&3000,-1,-1,-1,-1
33005007,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&10000,4&1000001&1&2&10000,4&1000001&1&1&4000|4&1000001&1&1&6000,4&1000001&1&1&2000|4&1000001&1&1&4000,-1,-1,-1,-1
33005008,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&4000,4&1000001&1&2&10000,4&1000001&1&1&8000|4&1000001&1&1&2000,4&1000001&1&1&4000|4&1000001&1&1&2000,-1,-1,-1,-1
33005009,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&5000,4&1000001&1&2&10000,4&1000001&1&1&7000|4&1000001&1&1&3000,4&1000001&1&1&4000|4&1000001&1&1&2000,-1,-1,-1,-1
33006001,4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&10000,4&1000001&1&1&10000,-1,-1,-1,-1,-1,-1
33006002,4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&10000,4&1000001&1&1&10000,4&1000001&1&1&6000,-1,-1,-1,-1,-1
33006003,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&6000,4&1000001&1&2&10000,4&1000001&1&1&8000|4&1000001&1&1&2000,4&1000001&1&1&4000|4&1000001&1&1&2000,-1,-1,-1,-1
33006004,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&8000,4&1000001&1&2&10000,4&1000001&1&1&6000|4&1000001&1&1&4000,4&1000001&1&1&2000|4&1000001&1&1&4000,-1,-1,-1,-1
33006005,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&6000,4&1000001&1&2&10000,4&1000001&1&1&8000|4&1000001&1&1&2000,4&1000001&1&1&4000|4&1000001&1&1&2000,-1,-1,-1,-1
33006006,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&8000,4&1000001&1&2&10000,4&1000001&1&1&6000|4&1000001&1&1&4000,4&1000001&1&1&3000|4&1000001&1&1&3000,-1,-1,-1,-1
33006007,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&10000,4&1000001&1&2&10000,4&1000001&1&1&4000|4&1000001&1&1&6000,4&1000001&1&1&2000|4&1000001&1&1&4000,-1,-1,-1,-1
33006008,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&4000,4&1000001&1&2&10000,4&1000001&1&1&8000|4&1000001&1&1&2000,4&1000001&1&1&4000|4&1000001&1&1&2000,-1,-1,-1,-1
33006009,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000099&10&10&10000,4&1000001&1000&1200&10000,4&1000001&1&2&5000,4&1000001&1&2&10000,4&1000001&1&1&7000|4&1000001&1&1&3000,4&1000001&1&1&4000|4&1000001&1&1&2000,-1,-1,-1,-1
33004101,4&1000001&0|4&1000001&0,-1,4&1000001&3&6&10000,4&1000001&2&3&10000,-1,-1,-1,-1,-1,-1,-1,-1
33004102,4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000001&4&6&10000,4&1000001&2&3&10000,4&1000001&2&3&8000,-1,-1,-1,-1,-1,-1,-1
33004103,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000001&2&4&8000,4&1000001&4&7&10000,4&1000001&1&2&8000,4&1000001&3&4&10000,4&1000001&1&2&6000,4&1000001&2&3&8000,-1,-1,-1,-1
33004104,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000001&2&5&8000,4&1000001&5&7&10000,4&1000001&1&2&8000,4&1000001&3&5&10000,4&1000001&1&2&6000,4&1000001&2&3&8000,-1,-1,-1,-1
33004105,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000001&2&4&8000,4&1000001&3&6&10000,4&1000001&1&2&8000,4&1000001&3&4&10000,4&1000001&1&2&6000,4&1000001&2&3&8000,-1,-1,-1,-1
33004106,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000001&2&5&8000,4&1000001&4&7&10000,4&1000001&1&2&8000,4&1000001&3&5&10000,4&1000001&1&2&6000,4&1000001&2&3&8000,-1,-1,-1,-1
33004107,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000001&3&5&8000,4&1000001&5&8&10000,4&1000001&1&2&8000,4&1000001&3&6&10000,4&1000001&1&2&6000,4&1000001&2&3&8000,-1,-1,-1,-1
33004108,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000001&2&3&7000,4&1000001&3&6&10000,4&1000001&1&2&6000,4&1000001&2&3&10000,4&1000001&1&1&4000,4&1000001&1&3&8000,-1,-1,-1,-1
33004109,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000001&3&4&8000,4&1000001&4&7&10000,4&1000001&1&3&7000,4&1000001&2&4&10000,4&1000001&1&1&4500,4&1000001&1&3&8000,-1,-1,-1,-1
33005101,4&1000001&0|4&1000001&0,-1,4&1000001&3&6&10000,4&1000001&2&3&10000,-1,-1,-1,-1,-1,-1,-1,-1
33005102,4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000001&4&6&10000,4&1000001&2&3&10000,4&1000001&2&3&8000,-1,-1,-1,-1,-1,-1,-1
33005103,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000001&2&4&8000,4&1000001&4&7&10000,4&1000001&1&2&8000,4&1000001&3&4&10000,4&1000001&1&2&6000,4&1000001&2&3&8000,-1,-1,-1,-1
33005104,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000001&2&5&8000,4&1000001&5&7&10000,4&1000001&1&2&8000,4&1000001&3&5&10000,4&1000001&1&2&6000,4&1000001&2&3&8000,-1,-1,-1,-1
33005105,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000001&2&4&8000,4&1000001&3&6&10000,4&1000001&1&2&8000,4&1000001&3&4&10000,4&1000001&1&2&6000,4&1000001&2&3&8000,-1,-1,-1,-1
33005106,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000001&2&5&8000,4&1000001&4&7&10000,4&1000001&1&2&8000,4&1000001&3&5&10000,4&1000001&1&2&6000,4&1000001&2&3&8000,-1,-1,-1,-1
33005107,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000001&3&5&8000,4&1000001&5&8&10000,4&1000001&1&2&8000,4&1000001&3&6&10000,4&1000001&1&2&6000,4&1000001&2&3&8000,-1,-1,-1,-1
33005108,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000001&2&3&7000,4&1000001&3&6&10000,4&1000001&1&2&6000,4&1000001&2&3&10000,4&1000001&1&1&4000,4&1000001&1&3&8000,-1,-1,-1,-1
33005109,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000001&3&4&8000,4&1000001&4&7&10000,4&1000001&1&3&7000,4&1000001&2&4&10000,4&1000001&1&1&4500,4&1000001&1&3&8000,-1,-1,-1,-1
33006101,4&1000001&0|4&1000001&0,-1,4&1000001&3&6&10000,4&1000001&2&3&10000,-1,-1,-1,-1,-1,-1,-1,-1
33006102,4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000001&4&6&10000,4&1000001&2&3&10000,4&1000001&2&3&8000,-1,-1,-1,-1,-1,-1,-1
33006103,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000001&2&4&8000,4&1000001&4&7&10000,4&1000001&1&2&8000,4&1000001&3&4&10000,4&1000001&1&2&6000,4&1000001&2&3&8000,-1,-1,-1,-1
33006104,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000001&2&5&8000,4&1000001&5&7&10000,4&1000001&1&2&8000,4&1000001&3&5&10000,4&1000001&1&2&6000,4&1000001&2&3&8000,-1,-1,-1,-1
33006105,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000001&2&4&8000,4&1000001&3&6&10000,4&1000001&1&2&8000,4&1000001&3&4&10000,4&1000001&1&2&6000,4&1000001&2&3&8000,-1,-1,-1,-1
33006106,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000001&2&5&8000,4&1000001&4&7&10000,4&1000001&1&2&8000,4&1000001&3&5&10000,4&1000001&1&2&6000,4&1000001&2&3&8000,-1,-1,-1,-1
33006107,4&1000001&0|4&1000001&0|4&1000001&0|4&1000001&0,-1,4&1000001&3&5&8000,4&1000001&5&8&10000,4&1000001&1&2&8000,4&1000001&3&6&10000,4&1000001&1&2&6000,4&1000001&2&3&8000,-1,-1,-1,-1
