武器id,武器名称,武器描述,英文名称,ICON资源,符石唯一icon,种类,品质,星级,等级上限,获得途径(需修改）,武器专属类型,武器可装备系,升级魂晶需求系数,升级经验系数,升级经验组,装备出售经验返还系数,装备出售返还魂晶系数,装备被吞转换经验,升星材料,属性,属性加持类型,用于强化的经验,等级属性开启,初始属性,等级成长系数,品质加成,升星突破系数,套装系别参数,装备技能组id（指向EquipTalent表中的技能组ID）,商店价格,出售价格,养成属性上限,点击音效
7771331,777130,766131,WTF,SR1,201,1,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,1,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,13,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771332,777131,766131,WTF,SR2,201,2,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,2,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,13,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771333,777132,766131,WTF,SR3,201,3,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,3,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,13,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771334,777133,766131,WTF,SR4,201,4,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,4,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,13,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771335,777134,766131,WTF,SR5,201,5,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,5,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,13,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771336,777135,766131,WTF,SR6,201,6,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,5,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,13,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771341,777130,766131,WTF,SSR1,201,1,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,1,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,13,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771342,777131,766131,WTF,SSR2,201,2,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,2,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,13,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771343,777132,766131,WTF,SSR3,201,3,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,3,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,13,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771344,777133,766131,WTF,SSR4,201,4,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,4,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,13,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771345,777134,766131,WTF,SSR5,201,5,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,5,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,13,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771346,777135,766131,WTF,SSR6,201,6,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,5,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,13,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771511,777150,766151,WTF,N1,202,1,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,1,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,15,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771512,777151,766151,WTF,N2,202,2,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,2,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,15,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771513,777152,766151,WTF,N3,202,3,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,3,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,15,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771514,777153,766151,WTF,N4,202,4,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,4,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,15,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771515,777154,766151,WTF,N5,202,5,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,5,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,15,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771516,777155,766151,WTF,N6,202,6,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,5,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,15,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771521,777150,766151,WTF,R1,202,1,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,1,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,15,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771522,777151,766151,WTF,R2,202,2,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,2,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,15,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771523,777152,766151,WTF,R3,202,3,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,3,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,15,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771524,777153,766151,WTF,R4,202,4,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,4,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,15,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771525,777154,766151,WTF,R5,202,5,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,5,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,15,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771526,777155,766151,WTF,R6,202,6,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,5,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,15,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771531,777150,766151,WTF,SR1,202,1,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,1,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,15,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771532,777151,766151,WTF,SR2,202,2,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,2,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,15,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771533,777152,766151,WTF,SR3,202,3,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,3,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,15,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771534,777153,766151,WTF,SR4,202,4,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,4,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,15,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771535,777154,766151,WTF,SR5,202,5,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,5,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,15,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771536,777155,766151,WTF,SR6,202,6,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,5,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,15,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771541,777150,766151,WTF,SSR1,202,1,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,1,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,15,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771542,777151,766151,WTF,SSR2,202,2,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,2,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,15,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771543,777152,766151,WTF,SSR3,202,3,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,3,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,15,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771544,777153,766151,WTF,SSR4,202,4,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,4,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,15,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771545,777154,766151,WTF,SSR5,202,5,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,5,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,15,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7771546,777155,766151,WTF,SSR6,202,6,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,5,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,15,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772011,777200,766201,WTF,N1,302,1,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,1,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,20,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772012,777201,766201,WTF,N2,302,2,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,2,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,20,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772013,777202,766201,WTF,N3,302,3,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,3,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,20,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772014,777203,766201,WTF,N4,302,4,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,4,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,20,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772015,777204,766201,WTF,N5,302,5,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,5,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,20,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772016,777205,766201,WTF,N6,302,6,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,5,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,20,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772021,777200,766201,WTF,R1,302,1,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,1,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,20,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772022,777201,766201,WTF,R2,302,2,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,2,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,20,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772023,777202,766201,WTF,R3,302,3,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,3,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,20,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772024,777203,766201,WTF,R4,302,4,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,4,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,20,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772025,777204,766201,WTF,R5,302,5,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,5,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,20,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772026,777205,766201,WTF,R6,302,6,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,5,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,20,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772031,777200,766201,WTF,SR1,302,1,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,1,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,20,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772032,777201,766201,WTF,SR2,302,2,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,2,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,20,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772033,777202,766201,WTF,SR3,302,3,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,3,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,20,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772034,777203,766201,WTF,SR4,302,4,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,4,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,20,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772035,777204,766201,WTF,SR5,302,5,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,5,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,20,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772036,777205,766201,WTF,SR6,302,6,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,5,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,20,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772041,777200,766201,WTF,SSR1,302,1,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,1,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,20,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772042,777201,766201,WTF,SSR2,302,2,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,2,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,20,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772043,777202,766201,WTF,SSR3,302,3,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,3,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,20,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772044,777203,766201,WTF,SSR4,302,4,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,4,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,20,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772045,777204,766201,WTF,SSR5,302,5,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,5,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,20,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772046,777205,766201,WTF,SSR6,302,6,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,5,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,20,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772111,777210,766211,WTF,N1,401,1,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,1,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,21,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772112,777211,766211,WTF,N2,401,2,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,2,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,21,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772113,777212,766211,WTF,N3,401,3,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,3,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,21,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772114,777213,766211,WTF,N4,401,4,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,4,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,21,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772115,777214,766211,WTF,N5,401,5,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,5,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,21,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772116,777215,766211,WTF,N6,401,6,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,5,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,21,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772121,777210,766211,WTF,R1,401,1,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,1,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,21,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
