对话ID,回看头像id,名称,表情设置,字出现速度
62730,-1,-1,-1,0.01
62740,10010001,安娜,6,0.01
62750,10010001,安娜,6,0.01
62760,101102,艾米,4,0.01
62770,10030001,希贝尔,4,0.01
62780,-1,-1,-1,0.01
62790,10104020,魔鬼骑士,-1,0.01
62800,10010001,安娜,14,0.01
62801,10104020,魔鬼骑士,-1,0.01
62802,10010001,安娜,14,0.01
62803,10104020,锡蒙利,-1,0.01
62804,10010001,安娜,6,0.01
62805,10104020,锡蒙利,-1,0.01
62806,10104020,锡蒙利,-1,0.01
62807,10010001,安娜,6,0.01
62808,2000,安利丝,-1,0.01
62809,10104020,锡蒙利,-1,0.01
62810,-1,-1,-1,0.01
62820,10104020,锡蒙利,-1,0.01
62830,10010001,安娜,6,0.01
62870,10104020,锡蒙利,-1,0.01
62880,10104020,锡蒙利,-1,0.01
63080,1000,我,-1,0.01
63090,10104020,锡蒙利,-1,0.01
63120,10030001,希贝尔,4,0.01
63130,101102,艾米,11,0.01
63140,10010001,安娜,6,0.01
63141,101102,艾米,11,0.01
63142,1000,我,-1,0.01
63150,10104020,锡蒙利,-1,0.01
63160,101102,艾米,-1,0.01
63170,10104020,锡蒙利,-1,0.01
63180,101102,艾米,-1,0.01
63190,10010001,安娜,6,0.01
63430,-1,-1,-1,0.01
63460,101102,艾米,-1,0.01
63470,10104020,锡蒙利,-1,0.01
63480,101102,艾米,-1,0.01
63490,10104020,锡蒙利,-1,0.01
63500,101102,艾米,-1,0.01
63510,10010001,安娜,6,0.01
63520,10104020,锡蒙利,-1,0.01
63521,-1,-1,-1,0.01
63530,10110001,娜塔莉娅,-1,0.01
63560,10030001,希贝尔,6,0.01
63570,1000,我,-1,0.01
63590,10110001,娜塔莉娅,-1,0.01
63610,10110001,娜塔莉娅,-1,0.01
63620,10110001,娜塔莉娅,-1,0.01
63640,-1,-1,-1,0.01
63650,-1,-1,-1,0.01
63660,10010001,安娜,5,0.01
63670,-1,-1,-1,0.01
63680,10110001,娜塔莉娅,-1,0.01
63690,10010001,安娜,5,0.01
63700,1000,我,-1,0.01
63701,10110001,娜塔莉娅,-1,0.01
63702,10010001,安娜,5,0.01
63703,10110001,娜塔莉娅,-1,0.01
63704,10104020,锡蒙利,-1,0.01
63705,10104020,锡蒙利,-1,0.01
63706,-1,-1,-1,0.01
63710,-1,-1,-1,0.01
63720,-1,-1,-1,0.01
63730,10030001,希贝尔,5,0.01
63740,10110001,娜塔莉娅,-1,0.01
63750,10010001,安娜,3,0.01
63760,10110001,娜塔莉娅,-1,0.01
63761,10010001,安娜,5,0.01
63770,10110001,娜塔莉娅,-1,0.01
63780,10010001,安娜,5,0.01
63790,10110001,娜塔莉娅,-1,0.01
63810,10010001,安娜,5,0.01
63820,-1,-1,-1,0.01
63830,10110001,娜塔莉娅,-1,0.01
63840,10110001,娜塔莉娅,-1,0.01
63850,10010001,安娜,5,0.01
63860,10110001,娜塔莉娅,-1,0.01
63870,10110001,娜塔莉娅,-1,0.01
63910,10010001,安娜,5,0.01
63920,-1,-1,-1,0.01
63930,10110001,娜塔莉娅,-1,0.01
63950,10010001,安娜,14,0.01
63960,10110001,娜塔莉娅,-1,0.01
63970,10110001,娜塔莉娅,-1,0.01
63980,10110001,娜塔莉娅,-1,0.01
63990,-1,-1,-1,0.01
63991,10010001,安娜,5,0.01
63992,1000,我,-1,0.01
64010,10010001,安娜,14,0.01
64020,2000,安利丝,-1,0.01
64030,2000,安利丝,-1,0.01
64060,10010001,安娜,6,0.01
64070,10010001,安娜,8,0.01
64080,1000,我,-1,0.01
64100,10010001,安娜,6,0.01
64120,10010001,安娜,6,0.01
64130,10440001,雅努西娅,5,0.01
64140,1000,我,-1,0.01
64160,10010001,安娜,1,0.01
64170,2000,安利丝,-1,0.01
64180,1000,我,-1,0.01
64200,2000,安利丝,-1,0.01
64220,10010001,安娜,14,0.01
64230,-1,-1,-1,0.01
64240,-1,-1,-1,0.01
64250,-1,-1,-1,0.01
64260,-1,-1,-1,0.01
64270,10030001,希贝尔,6,0.01
64280,-1,-1,-1,0.01
64290,10030001,希贝尔,2,0.01
64300,10010001,安娜,3,0.01
64310,10030001,希贝尔,2,0.01
64320,10010001,安娜,1,0.01
64330,-1,-1,-1,0.01
64340,10010001,安娜,6,0.01
64350,-1,-1,-1,0.01
64360,10010001,安娜,1,0.01
64370,2000,安利丝,-1,0.01
64400,10010001,安娜,1,0.01
64410,2000,安利丝,-1,0.01
64450,-1,-1,-1,0.01
64470,-1,-1,-1,0.01
64480,-1,-1,-1,0.01
64490,10030001,希贝尔,4,0.01
64540,1000,我,-1,0.01
64550,10030001,希贝尔,6,0.01
64560,1000,我,-1,0.01
64570,10030001,希贝尔,-1,0.01
64580,1000,我,-1,0.01
64600,1000,我,-1,0.01
64610,10030001,希贝尔,-1,0.01
64620,1000,我,-1,0.01
64630,10030001,希贝尔,-1,0.01
64640,1000,我,-1,0.01
64650,10030001,希贝尔,6,0.01
64660,1000,我,-1,0.01
64670,-1,-1,-1,0.01
64680,1000,我,-1,0.01
64700,10030001,希贝尔,-1,0.01
64710,10220001,？？？,-1,0.01
64720,10010001,安娜,6,0.01
64730,-1,-1,-1,0.01
64740,10010001,安娜,14,0.01
64750,-1,-1,-1,0.01
64760,10030001,希贝尔,-1,0.01
64770,1000,我,-1,0.01
64780,10030001,希贝尔,-1,0.01
64790,1000,我,-1,0.01
64800,-1,-1,-1,0.01
64810,-1,-1,-1,0.01
64820,10220001,？？？,-1,0.01
64840,10010001,安娜,6,0.01
64850,10010001,安娜,14,0.01
64860,-1,-1,-1,0.01
64870,1000,我,-1,0.01
64880,10010001,安娜,6,0.01
64890,1000,我,-1,0.01
64900,10010001,安娜,15,0.01
64920,1000,我,-1,0.01
64930,10220001,？？？,-1,0.01
64940,-1,-1,-1,0.01
64950,10440001,雅努西娅,-1,0.01
64960,-1,-1,-1,0.01
64970,10010001,安娜,6,0.01
64980,10220001,？？？,-1,0.01
64990,10010001,安娜,15,0.01
65000,-1,-1,-1,0.01
65010,10220001,？？？,-1,0.01
65020,10010001,安娜,6,0.01
65030,10220001,？？？,-1,0.01
65040,10030001,希贝尔,5,0.01
65050,10220001,？？？,-1,0.01
65060,10220001,？？？,-1,0.01
65070,-1,-1,-1,0.01
65080,-1,-1,-1,0.01
65100,10440001,雅努西娅,5,0.01
65110,10010001,安娜,5,0.01
65120,-1,-1,-1,0.01
65130,10220001,女子,5,0.01
65140,10010001,安娜,5,0.01
65150,10440001,雅努西娅,11,0.01
65160,10010001,安娜,3,0.01
65170,1000,我,-1,0.01
65180,10010001,安娜,6,0.01
65190,1000,我,-1,0.01
65200,10220001,女子,-1,0.01
65210,-1,-1,-1,0.01
65220,-1,-1,-1,0.01
65230,10440001,雅努西娅,-1,0.01
65240,10010001,安娜,6,0.01
65250,10220001,女子,6,0.01
65260,10220001,女子,5,0.01
65280,10440001,雅努西娅,2,0.01
65290,10010001,安娜,14,0.01
65300,10440001,雅努西娅,5,0.01
65320,-1,-1,-1,0.01
65330,10220001,女子,6,0.01
65340,10440001,雅努西娅,2,0.01
65350,10010001,安娜,14,0.01
65360,10220001,女子,1,0.01
65370,10010001,安娜,6,0.01
65380,10030001,希贝尔,6,0.01
65390,10220001,女子,6,0.01
65400,1000,我,-1,0.01
65410,10220001,女子,6,0.01
65440,10030001,希贝尔,6,0.01
65450,10220001,女子,6,0.01
65460,10030001,希贝尔,2,0.01
65470,10010001,安娜,6,0.01
65480,10220001,女子,6,0.01
65490,-1,-1,-1,0.01
65500,10220001,女子,6,0.01
65510,1000,我,-1,0.01
65520,10220001,女子,6,0.01
65540,1000,我,-1,0.01
65550,10220001,妮蔻拉丝,-1,0.01
65560,10010001,安娜,6,0.01
65570,10220001,妮蔻拉丝,6,0.01
65580,-1,-1,-1,0.01
65590,1000,我,-1,0.01
65610,10220001,妮蔻拉丝,6,0.01
65630,-1,-1,-1,0.01
65650,1000,我,-1,0.01
65660,10220001,妮蔻拉丝,6,0.01
65670,10010001,安娜,1,0.01
65680,10220001,妮蔻拉丝,6,0.01
65690,-1,-1,-1,0.01
65700,1000,我,-1,0.01
65710,1000,我,-1,0.01
65720,-1,-1,-1,0.01
65721,10220001,妮蔻拉丝,1,0.01
65730,-1,-1,-1,0.01
65740,1000,我,-1,0.01
65750,1000,我,-1,0.01
65760,-1,-1,-1,0.01
65770,10220001,妮蔻拉丝,1,0.01
65780,10220001,妮蔻拉丝,1,0.01
65790,10220001,妮蔻拉丝,6,0.01
65810,10010001,安娜,14,0.01
65830,10220001,妮蔻拉丝,6,0.01
65850,10010001,安娜,14,0.01
65870,10220001,妮蔻拉丝,-1,0.01
65880,-1,-1,-1,0.01
65900,10220001,妮蔻拉丝,5,0.01
65910,10030001,希贝尔,4,0.01
65930,10220001,妮蔻拉丝,-1,0.01
65940,10010001,安娜,6,0.01
65950,10220001,妮蔻拉丝,-1,0.01
65970,10010001,安娜,6,0.01
65980,10220001,妮蔻拉丝,-1,0.01
66000,10010001,安娜,14,0.01
66010,2000,安利丝,-1,0.01
66020,10010001,安娜,14,0.01
66030,10030001,希贝尔,-1,0.01
66040,10220001,妮蔻拉丝,-1,0.01
66050,-1,-1,-1,0.01
66060,10220001,妮蔻拉丝,-1,0.01
66070,10010001,安娜,14,0.01
66080,10030001,希贝尔,4,0.01
66090,10030001,希贝尔,2,0.01
66100,10220001,妮蔻拉丝,6,0.01
66110,10010001,安娜,6,0.01
66130,10220001,妮蔻拉丝,-1,0.01
66160,10010001,安娜,7,0.01
66170,10220001,妮蔻拉丝,5,0.01
66180,10010001,安娜,7,0.01
66190,10220001,妮蔻拉丝,-1,0.01
66200,10220001,妮蔻拉丝,6,0.01
66240,10010001,安娜,7,0.01
66250,10220001,妮蔻拉丝,1,0.01
66290,10010001,安娜,6,0.01
66300,1000,我,-1,0.01
66320,-1,-1,-1,0.01
66330,10010001,安娜,6,0.01
66340,10220001,妮蔻拉丝,-1,0.01
66350,10010001,安娜,1,0.01
66360,10220001,妮蔻拉丝,6,0.01
66370,10010001,安娜,14,0.01
66390,-1,-1,-1,0.01
66400,-1,-1,-1,0.01
66420,-1,-1,-1,0.01
66430,10010001,安娜,6,0.01
66440,-1,-1,-1,0.01
66450,10010001,安娜,6,0.01
66460,10220001,妮蔻拉丝,-1,0.01
66470,-1,-1,-1,0.01
66490,10220001,妮蔻拉丝,-1,0.01
66500,10010001,安娜,6,0.01
66510,10220001,妮蔻拉丝,-1,0.01
66520,10220001,妮蔻拉丝,-1,0.01
66530,10010001,安娜,6,0.01
66550,10220001,妮蔻拉丝,6,0.01
66560,10010001,安娜,6,0.01
66570,10220001,妮蔻拉丝,-1,0.01
66580,10010001,安娜,6,0.01
66590,-1,-1,-1,0.01
66591,10010001,安娜,6,0.01
66600,-1,-1,-1,0.01
66610,10010001,安娜,6,0.01
66620,10220001,妮蔻拉丝,-1,0.01
66630,10030001,希贝尔,-1,0.01
66640,10220001,妮蔻拉丝,-1,0.01
66650,-1,-1,-1,0.01
66660,-1,-1,-1,0.01
66680,-1,-1,-1,0.01
66700,10010001,安娜,6,0.01
66710,10030001,希贝尔,6,0.01
66720,-1,-1,-1,0.01
66740,10220001,妮蔻拉丝,-1,0.01
66750,10010001,安娜,6,0.01
66760,10220001,妮蔻拉丝,-1,0.01
66770,10220001,妮蔻拉丝,-1,0.01
66810,10220001,妮蔻拉丝,6,0.01
66820,10030001,希贝尔,4,0.01
66830,10220001,妮蔻拉丝,-1,0.01
66840,10220001,妮蔻拉丝,6,0.01
66850,10030001,希贝尔,4,0.01
66860,10010001,安娜,3,0.01
66870,10220001,妮蔻拉丝,-1,0.01
66880,10030001,希贝尔,-1,0.01
66890,10030001,希贝尔,4,0.01
66900,2000,安利丝,-1,0.01
66920,10220001,妮蔻拉丝,1,0.01
66921,-1,-1,-1,0.01
66930,2000,安利丝,-1,0.01
66940,10220001,妮蔻拉丝,6,0.01
66960,1000,我,-1,0.01
66990,10220001,妮蔻拉丝,6,0.01
67000,10030001,希贝尔,6,0.01
67010,-1,-1,-1,0.01
67020,10010001,安娜,14,0.01
67030,1000,我,-1,0.01
67040,10220001,妮蔻拉丝,-1,0.01
67060,10220001,妮蔻拉丝,-1,0.01
67070,10010001,安娜,6,0.01
67100,10220001,妮蔻拉丝,-1,0.01
67110,10010001,安娜,6,0.01
67120,10220001,妮蔻拉丝,6,0.01
67130,10010001,安娜,6,0.01
67140,10220001,妮蔻拉丝,5,0.01
67150,10220001,妮蔻拉丝,5,0.01
67170,-1,-1,-1,0.01
67180,-1,-1,-1,0.01
67190,10010001,安娜,5,0.01
67200,-1,-1,-1,0.01
67220,-1,-1,-1,0.01
67240,10010001,安娜,5,0.01
67260,1000,我,-1,0.01
67270,10220001,妮蔻拉丝,-1,0.01
67280,10220001,妮蔻拉丝,1,0.01
67300,1000,我,-1,0.01
67320,-1,-1,-1,0.01
67330,2000,安利丝,-1,0.01
67340,10010001,安娜,14,0.01
67350,2000,安利丝,-1,0.01
67360,10010001,安娜,14,0.01
67370,10010001,安娜,14,0.01
67380,2000,安利丝,-1,0.01
67390,1000,我,-1,0.01
67420,2000,安利丝,-1,0.01
67430,10220001,妮蔻拉丝,6,0.01
67440,2000,安利丝,-1,0.01
67450,1000,我,-1,0.01
67460,10010001,安娜,15,0.01
67470,10220001,妮蔻拉丝,6,0.01
67480,-1,-1,-1,0.01
67490,10220001,妮蔻拉丝,-1,0.01
67500,10010001,安娜,6,0.01
67510,-1,-1,-1,0.01
67520,10220001,妮蔻拉丝,6,0.01
67540,10010001,安娜,6,0.01
67560,-1,-1,-1,0.01
67570,10105009,缚灵,-1,0.01
67580,10220001,妮蔻拉丝,-1,0.01
67590,10105009,缚灵,-1,0.01
67600,10220001,妮蔻拉丝,6,0.01
67620,10105009,缚灵,-1,0.01
67630,10105009,缚灵,-1,0.01
67640,-1,-1,-1,0.01
67650,10220001,妮蔻拉丝,6,0.01
67660,10105009,缚灵,-1,0.01
67670,10220001,妮蔻拉丝,6,0.01
67680,10105009,缚灵,-1,0.01
67700,10220001,妮蔻拉丝,6,0.01
67710,-1,-1,-1,0.01
67720,10105009,缚灵,-1,0.01
67730,10220001,妮蔻拉丝,6,0.01
67750,10105009,缚灵,-1,0.01
67760,10220001,妮蔻拉丝,1,0.01
67770,10105009,缚灵,-1,0.01
67780,10220001,妮蔻拉丝,-1,0.01
67790,10105009,缚灵,-1,0.01
67800,10220001,妮蔻拉丝,6,0.01
67810,10105009,缚灵,-1,0.01
67820,10220001,妮蔻拉丝,-1,0.01
67840,10105009,缚灵,-1,0.01
67850,10220001,妮蔻拉丝,-1,0.01
67860,10105009,缚灵,-1,0.01
67870,10220001,妮蔻拉丝,6,0.01
67880,10105009,缚灵,-1,0.01
67890,10220001,妮蔻拉丝,-1,0.01
67900,10105009,缚灵,-1,0.01
67930,10220001,妮蔻拉丝,6,0.01
67940,10105009,缚灵,-1,0.01
67950,10220001,妮蔻拉丝,-1,0.01
67960,10105009,缚灵,-1,0.01
67970,10440001,雅努西娅,11,0.01
67980,10010001,安娜,6,0.01
67990,10030001,希贝尔,6,0.01
68000,10010001,安娜,6,0.01
68010,10440001,雅努西娅,-1,0.01
68020,-1,-1,-1,0.01
68030,10105009,缚灵,-1,0.01
68050,10030001,希贝尔,5,0.01
68060,10010001,安娜,14,0.01
68070,10105009,缚灵,-1,0.01
68080,10220001,妮蔻拉丝,6,0.01
68090,10105009,缚灵,-1,0.01
68110,10105009,缚灵,-1,0.01
68120,10220001,妮蔻拉丝,6,0.01
68130,10220001,妮蔻拉丝,6,0.01
68150,10105009,缚灵,-1,0.01
68170,10220001,妮蔻拉丝,6,0.01
68180,10220001,妮蔻拉丝,6,0.01
68190,10105009,缚灵,-1,0.01
68210,10105009,缚灵,-1,0.01
68220,10030001,希贝尔,4,0.01
68230,1000,我,-1,0.01
68240,10010001,安娜,5,0.01
68250,1000,我,-1,0.01
68260,-1,-1,-1,0.01
68270,10440001,雅努西娅,11,0.01
68290,10220001,妮蔻拉丝,-1,0.01
68300,1000,我,-1,0.01
68310,10220001,妮蔻拉丝,-1,0.01
68320,1000,我,-1,0.01
68330,10220001,妮蔻拉丝,-1,0.01
68340,10220001,妮蔻拉丝,-1,0.01
68350,10220001,妮蔻拉丝,-1,0.01
68360,10220001,妮蔻拉丝,6,0.01
68400,1000,我,-1,0.01
68410,10220001,妮蔻拉丝,-1,0.01
68420,1000,我,-1,0.01
68440,10220001,妮蔻拉丝,6,0.01
68450,10010001,安娜,6,0.01
68451,2000,安利丝,-1,0.01
68452,2000,安利丝,-1,0.01
68453,2000,安利丝,-1,0.01
68460,1000,我,-1,0.01
68470,10220001,妮蔻拉丝,-1,0.01
68480,10010001,安娜,6,0.01
68490,10030001,希贝尔,6,0.01
68500,1000,我,-1,0.01
68510,10440001,雅努西娅,-1,0.01
68520,10220001,妮蔻拉丝,6,0.01
68530,10440001,雅努西娅,-1,0.01
68540,10220001,妮蔻拉丝,6,0.01
68550,10440001,雅努西娅,2,0.01
68560,1000,我,-1,0.01
68570,10220001,妮蔻拉丝,-1,0.01
68580,10030001,希贝尔,6,0.01
68590,1000,我,-1,0.01
68600,10220001,妮蔻拉丝,6,0.01
68660,1000,我,-1,0.01
68670,10220001,妮蔻拉丝,6,0.01
68680,-1,-1,-1,0.01
68690,-1,-1,-1,0.01
68700,1000,我,-1,0.01
68710,10220001,妮蔻拉丝,6,0.01
68730,1000,我,-1,0.01
68740,10220001,妮蔻拉丝,-1,0.01
68750,10220001,妮蔻拉丝,6,0.01
68760,1000,我,-1,0.01
68770,10220001,妮蔻拉丝,-1,0.01
68780,-1,-1,-1,0.01
68800,1000,我,-1,0.01
68810,10220001,妮蔻拉丝,-1,0.01
68820,10010001,安娜,-1,0.01
68830,1000,我,-1,0.01
68840,10010001,安娜,1,0.01
68860,10440001,雅努西娅,-1,0.01
68880,10220001,妮蔻拉丝,-1,0.01
68890,10220001,妮蔻拉丝,6,0.01
68900,10440001,雅努西娅,-1,0.01
68910,1000,我,-1,0.01
68920,10440001,雅努西娅,-1,0.01
68930,10030001,希贝尔,1,0.01
68950,10010001,安娜,1,0.01
68960,10440001,雅努西娅,-1,0.01
68980,2000,安利丝,-1,0.01
68990,10440001,雅努西娅,-1,0.01
69000,2000,安利丝,-1,0.01
69020,1000,我,-1,0.01
69030,10030001,希贝尔,2,0.01
69040,1000,我,-1,0.01
69050,10030001,希贝尔,2,0.01
69070,10010001,安娜,1,0.01
69090,-1,-1,-1,0.01
69110,-1,-1,-1,0.01
69120,1000,我,-1,0.01
69130,-1,-1,-1,0.01
69150,1000,我,-1,0.01
69160,10030001,希贝尔,4,0.01
69170,-1,-1,-1,0.01
69180,1000,我,-1,0.01
69190,10010001,安娜,7,0.01
69200,1000,我,-1,0.01
69210,10220001,妮蔻拉丝,1,0.01
69220,10220001,妮蔻拉丝,1,0.01
69240,10010001,安娜,7,0.01
69260,10220001,妮蔻拉丝,-1,0.01
69270,10030001,希贝尔,1,0.01
69280,-1,-1,-1,0.01
69290,-1,-1,-1,0.01
69310,10010001,安娜,6,0.01
69330,1000,我,-1,0.01
69340,10030001,希贝尔,6,0.01
69350,1000,我,-1,0.01
69370,2000,安利丝,-1,0.01
69380,10030001,希贝尔,6,0.01
69390,-1,-1,-1,0.01
69410,1000,我,-1,0.01
69420,1000,我,-1,0.01
69430,2000,安利丝,-1,0.01
69440,1000,我,-1,0.01
69450,10030001,希贝尔,6,0.01
69460,2000,安利丝,-1,0.01
69470,1000,我,-1,0.01
69480,10030001,希贝尔,6,0.01
69490,1000,我,-1,0.01
69500,-1,-1,-1,0.01
69510,-1,-1,-1,0.01
69530,10440001,雅努西娅,11,0.01
69540,10010001,安娜,6,0.01
69550,10440001,雅努西娅,11,0.01
69560,10030001,希贝尔,6,0.01
69570,1000,我,-1,0.01
69580,10010001,安娜,6,0.01
69590,1000,我,-1,0.01
69600,10440001,雅努西娅,2,0.01
69610,-1,-1,-1,0.01
69630,1000,我,-1,0.01
69640,10010001,安娜,15,0.01
69650,10010001,安娜,15,0.01
69660,10030001,希贝尔,4,0.01
69690,1000,我,-1,0.01
69710,-1,-1,-1,0.01
69720,-1,-1,-1,0.01
69730,10030001,希贝尔,5,0.01
69740,10010001,安娜,6,0.01
69750,2000,安利丝,-1,0.01
69760,10010001,安娜,6,0.01
69770,2000,安利丝,-1,0.01
69780,10010001,安娜,14,0.01
69790,2000,安利丝,-1,0.01
69800,2000,安利丝,-1,0.01
69810,10440001,雅努西娅,2,0.01
69820,10010001,安娜,1,0.01
69830,2000,安利丝,-1,0.01
69840,-1,-1,-1,0.01
69850,10030001,希贝尔,5,0.01
69860,-1,-1,-1,0.01
69870,1000,我,-1,0.01
69890,10030001,希贝尔,-1,0.01
69900,10010001,安娜,1,0.01
69920,-1,-1,-1,0.01
69930,10010001,安娜,1,0.01
69940,10030001,希贝尔,6,0.01
69950,10010001,安娜,1,0.01
69970,-1,-1,-1,0.01
69980,1000,我,-1,0.01
69990,10220001,妮蔻拉丝,6,0.01
70000,10010001,安娜,1,0.01
70010,10220001,妮蔻拉丝,6,0.01
70020,-1,-1,-1,0.01
70030,10220001,妮蔻拉丝,6,0.01
70040,10010001,安娜,6,0.01
70050,10220001,妮蔻拉丝,-1,0.01
70060,10010001,安娜,1,0.01
70070,10220001,妮蔻拉丝,-1,0.01
70080,10030001,希贝尔,6,0.01
70090,10220001,妮蔻拉丝,6,0.01
70100,10010001,安娜,6,0.01
70110,10220001,妮蔻拉丝,6,0.01
70120,10010001,安娜,6,0.01
70130,10220001,妮蔻拉丝,6,0.01
70140,-1,-1,-1,0.01
70150,10220001,妮蔻拉丝,-1,0.01
70170,1000,我,-1,0.01
70180,10220001,妮蔻拉丝,-1,0.01
70190,1000,我,-1,0.01
70200,10220001,妮蔻拉丝,6,0.01
70210,1000,我,-1,0.01
70220,10220001,妮蔻拉丝,6,0.01
70230,2000,安利丝,-1,0.01
70240,10220001,妮蔻拉丝,-1,0.01
70250,-1,-1,-1,0.01
70260,2000,安利丝,-1,0.01
70270,10220001,妮蔻拉丝,6,0.01
70290,10440001,雅努西娅,2,0.01
70310,10220001,妮蔻拉丝,6,0.01
70320,-1,-1,-1,0.01
70330,10220001,？？？,-1,0.01
70340,-1,-1,-1,0.01
70350,10010001,安娜,6,0.01
70360,-1,-1,-1,0.01
70370,10220001,妮蔻拉丝,6,0.01
70380,10220001,妮蔻拉丝,6,0.01
70390,2000,安利丝,-1,0.01
70400,10010001,安娜,6,0.01
70410,2000,安利丝,-1,0.01
70430,10220001,妮蔻拉丝,6,0.01
70440,10220001,妮蔻拉丝,6,0.01
70450,10220001,妮蔻拉丝,6,0.01
70460,10010001,安娜,6,0.01
70470,10220001,妮蔻拉丝,6,0.01
70480,10105020,米诺斯,-1,0.01
70490,10010001,安娜,6,0.01
70500,2000,安利丝,-1,0.01
70510,10010001,安娜,6,0.01
70520,2000,安利丝,-1,0.01
70521,2000,安利丝,-1,0.01
70530,2000,安利丝,-1,0.01
70540,2000,安利丝,-1,0.01
70550,10010001,安娜,6,0.01
70560,-1,-1,-1,0.01
70570,10010001,安娜,6,0.01
70580,10105020,米诺斯,-1,0.01
70590,10010001,安娜,6,0.01
70600,2000,安利丝,-1,0.01
70610,10105020,米诺斯,-1,0.01
70620,10105020,米诺斯,-1,0.01
70630,10105020,米诺斯,-1,0.01
70640,10030001,希贝尔,4,0.01
70660,10105020,米诺斯,-1,0.01
70670,10105020,米诺斯,-1,0.01
70680,10010001,安娜,8,0.01
70690,10440001,雅努西娅,5,0.01
70700,10220001,妮蔻拉丝,6,0.01
70710,10105020,米诺斯,-1,0.01
70720,10105020,米诺斯,-1,0.01
70730,10010001,安娜,5,0.01
70740,-1,-1,-1,0.01
70750,10105020,米诺斯,-1,0.01
70760,10010001,安娜,8,0.01
70770,1000,我,-1,0.01
70780,10105020,米诺斯,-1,0.01
70790,10105020,米诺斯,-1,0.01
70800,-1,-1,-1,0.01
70810,1000,我,-1,0.01
70820,-1,-1,-1,0.01
70830,1000,我,-1,0.01
70840,10010001,安娜,1,0.01
70850,10105020,米诺斯,-1,0.01
70860,10010001,安娜,14,0.01
70870,2000,安利丝,-1,0.01
70880,10010001,安娜,6,0.01
70890,2000,安利丝,-1,0.01
70900,10010001,安娜,6,0.01
70910,2000,安利丝,-1,0.01
70930,-1,-1,-1,0.01
70950,-1,-1,-1,0.01
70960,10010001,安娜,6,0.01
70970,10220001,妮蔻拉丝,-1,0.01
70980,10010001,安娜,6,0.01
70990,10220001,妮蔻拉丝,-1,0.01
71020,10220001,妮蔻拉丝,-1,0.01
71030,10010001,安娜,6,0.01
71040,10220001,妮蔻拉丝,6,0.01
71050,10010001,安娜,3,0.01
71060,10030001,希贝尔,2,0.01
71070,-1,-1,-1,0.01
71080,1000,我,-1,0.01
71090,10010001,安娜,14,0.01
71100,10220001,妮蔻拉丝,-1,0.01
71120,10220001,妮蔻拉丝,6,0.01
71130,10010001,安娜,6,0.01
71140,-1,-1,-1,0.01
71150,1000,我,-1,0.01
71160,10010001,安娜,6,0.01
71170,1000,我,-1,0.01
71180,10010001,安娜,1,0.01
71190,1000,我,-1,0.01
71200,10010001,安娜,6,0.01
71350,10010001,安娜,6,0.01
71360,10010001,安娜,14,0.01
71380,10220001,妮蔻拉丝,-1,0.01
71400,10220001,妮蔻拉丝,6,0.01
71420,2000,安利丝,-1,0.01
71440,10010001,安娜,6,0.01
71450,2000,安利丝,-1,0.01
71460,10010001,安娜,14,0.01
71470,1000,我,-1,0.01
71500,10030001,希贝尔,4,0.01
71510,10220001,妮蔻拉丝,6,0.01
71520,10030001,希贝尔,-1,0.01
71530,10220001,妮蔻拉丝,-1,0.01
71540,10220001,妮蔻拉丝,6,0.01
71560,10010001,安娜,8,0.01
71570,10220001,妮蔻拉丝,-1,0.01
71580,10010001,安娜,6,0.01
71590,10220001,妮蔻拉丝,6,0.01
71600,2000,安利丝,-1,0.01
71610,10010001,安娜,8,0.01
71620,2000,安利丝,-1,0.01
71621,10010001,安娜,8,0.01
71630,-1,-1,-1,0.01
71640,10030001,希贝尔,2,0.01
71650,10220001,妮蔻拉丝,-1,0.01
71660,10010001,安娜,6,0.01
71670,10220001,妮蔻拉丝,-1,0.01
71680,10220001,妮蔻拉丝,1,0.01
71690,10010001,安娜,14,0.01
71700,2000,安利丝,-1,0.01
71710,10030001,希贝尔,1,0.01
71720,10440001,雅努西娅,-1,0.01
71730,10010001,安娜,15,0.01
71740,10440001,雅努西娅,-1,0.01
71750,10010001,安娜,7,0.01
71760,-1,-1,-1,0.01
71770,10220001,妮蔻拉丝,6,0.01
71820,-1,-1,-1,0.01
71890,10220001,？？？,-1,0.01
71900,10010001,安娜,6,0.01
71910,2000,安利丝,-1,0.01
71920,10010001,安娜,6,0.01
71930,10220001,？？？,-1,0.01
71940,-1,-1,-1,0.01
71950,10010001,安娜,14,0.01
71960,-1,-1,-1,0.01
71970,10010001,安娜,6,0.01
71990,1000,我,-1,0.01
72000,10010001,安娜,6,0.01
72001,-1,-1,-1,0.01
72010,10010001,安娜,6,0.01
72020,10030001,希贝尔,5,0.01
72021,-1,-1,-1,0.01
72030,2000,安利丝,-1,0.01
72040,-1,-1,-1,0.01
72050,10010001,安娜,14,0.01
72060,2000,安利丝,-1,0.01
72070,10010001,安娜,1,0.01
72080,2000,安利丝,-1,0.01
72081,-1,-1,-1,0.01
72090,10030001,希贝尔,2,0.01
72100,10010001,安娜,3,0.01
72101,-1,-1,-1,0.01
72102,1000,我,-1,0.01
72110,10220001,妮蔻拉丝,6,0.01
72120,1000,我,-1,0.01
72140,10440001,雅努西娅,5,0.01
72150,-1,-1,-1,0.01
72160,10010001,安娜,1,0.01
