id,组,等级,经验,奖励,解锁音乐厅加成效果,好感关系,解锁表情,对话,语音
887,1045,7,440,4&1000002&8|4&3000045&5,-1,20180004,-1,10180887,1045018.0
888,1045,8,640,4&1000002&8,-1,20180005,-1,10180888,1045019.0
889,1045,9,840,4&1000002&8,-1,20180005,-1,10180889,1045019.0
890,1045,10,1040,4&1000002&8|4&3000045&5,-1,20180005,-1,10180890,1045019.0
891,1045,11,1240,4&1000002&8,-1,20180006,-1,10180891,1045020.0
892,1045,12,1540,4&1000002&8,-1,20180006,-1,10180892,1045020.0
893,1045,13,1840,4&1000002&8|4&3000045&5,-1,20180006,-1,10180893,1045020.0
894,1045,14,2140,4&1000002&8,-1,20180007,-1,10180894,1045021.0
895,1045,15,2440,4&1000002&8,-1,20180007,-1,10180895,1045021.0
896,1045,16,2740,4&1000002&8|4&3000045&8,-1,20180007,-1,10180896,1045021.0
897,1045,17,3040,4&1000002&8,-1,20180008,-1,10180897,1045022.0
898,1045,18,3340,4&1000002&8,-1,20180008,-1,10180898,1045022.0
899,1045,19,3640,4&1000002&8|4&3000045&8,-1,20180008,-1,10180899,1045022.0
900,1045,20,-1,-1,-1,20180009,-1,10180900,1045023.0
901,1050,1,5,4&1000002&8|4&3000050&3,-1,20180001,-1,10180761,1050015.0
902,1050,2,15,4&1000002&8,-1,20180002,-1,10180762,1050016.0
903,1050,3,30,4&1000002&8|4&3000050&3,-1,20180002,-1,10180763,1050016.0
904,1050,4,80,4&1000002&8,-1,20180003,-1,10180764,1050017.0
905,1050,5,160,4&1000002&8|4&3000050&3,-1,20180003,-1,10180765,1050017.0
906,1050,6,280,4&1000002&8,-1,20180004,-1,10180766,1050018.0
907,1050,7,440,4&1000002&8|4&3000050&5,-1,20180004,-1,10180767,1050018.0
908,1050,8,640,4&1000002&8,-1,20180005,-1,10180768,1050019.0
909,1050,9,840,4&1000002&8,-1,20180005,-1,10180769,1050019.0
910,1050,10,1040,4&1000002&8|4&3000050&5,-1,20180005,-1,10180770,1050019.0
911,1050,11,1240,4&1000002&8,-1,20180006,-1,10180771,1050020.0
912,1050,12,1540,4&1000002&8,-1,20180006,-1,10180772,1050020.0
913,1050,13,1840,4&1000002&8|4&3000050&5,-1,20180006,-1,10180773,1050020.0
914,1050,14,2140,4&1000002&8,-1,20180007,-1,10180774,1050021.0
915,1050,15,2440,4&1000002&8,-1,20180007,-1,10180775,1050021.0
916,1050,16,2740,4&1000002&8|4&3000050&8,-1,20180007,-1,10180776,1050021.0
917,1050,17,3040,4&1000002&8,-1,20180008,-1,10180777,1050022.0
918,1050,18,3340,4&1000002&8,-1,20180008,-1,10180778,1050022.0
919,1050,19,3640,4&1000002&8|4&3000050&8,-1,20180008,-1,10180779,1050022.0
920,1050,20,-1,-1,-1,20180009,-1,10180780,1050023.0
