ID,被动类型,属性BUFF（类型1生效）,额外伤害（类型12生效）,免伤护盾BUFF（类型11生效）,最终伤害提升（类型10生效）,属性转换（类型8生效）,免死BUFF（类型2生效）,无敌BUFF（类型3生效）,回血（类型4生效）,回血（类型9生效）,BOSS击杀时间增加（类型5有效）,刷新球（类型6有效）,神火减少消耗（类型7有效）,被动技能描述,星级,品质,Debuff（类型13）,魔女技能增强（类型14）,防御特殊增幅（类型15）,暴击特殊增幅（类型16）,是否效果唯一
100300902,1,1&1&10&999999999&1&1&2#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360337,-1,-1,-1,-1,-1,-1,-1
100300903,1,1&1&15&999999999&1&1&2#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360338,-1,-1,-1,-1,-1,-1,-1
100300904,1,1&1&20&999999999&1&1&2#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360339,-1,-1,-1,-1,-1,-1,-1
100300905,1,1&1&25&999999999&1&1&2#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360340,-1,-1,-1,-1,-1,-1,-1
100400201,1,2&2&80&5&1&3&1#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360341,2.0,SR,-1,-1,-1,-1,-1
100400202,1,2&2&90&5&1&3&1#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360342,3.0,-1,-1,-1,-1,-1,-1
100400203,1,2&2&100&5&1&3&1#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360343,4.0,SSR,-1,-1,-1,-1,-1
100400204,1,2&2&110&5&1&3&1#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360344,5.0,-1,-1,-1,-1,-1,-1
100400205,1,2&2&120&5&1&3&1#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360345,6.0,UR,-1,-1,-1,-1,-1
100400401,10,-1,-1,-1,2&5,-1,-1,-1,-1,-1,-1,-1,-1,10360346,-1,-1,-1,-1,-1,-1,-1
100400402,10,-1,-1,-1,2&7,-1,-1,-1,-1,-1,-1,-1,-1,10360347,-1,-1,-1,-1,-1,-1,-1
100400403,10,-1,-1,-1,2&9,-1,-1,-1,-1,-1,-1,-1,-1,10360348,-1,-1,-1,-1,-1,-1,-1
100400404,10,-1,-1,-1,2&12,-1,-1,-1,-1,-1,-1,-1,-1,10360349,-1,-1,-1,-1,-1,-1,-1
100400405,10,-1,-1,-1,2&15,-1,-1,-1,-1,-1,-1,-1,-1,10360350,-1,-1,-1,-1,-1,-1,-1
100400501,1,5&1&3&999999999&1&4&4#7&1&2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360351,-1,-1,-1,-1,-1,-1,-1
100400502,1,5&1&4&999999999&1&4&4#7&1&2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360352,-1,-1,-1,-1,-1,-1,-1
100400503,1,5&1&5&999999999&1&4&4#7&1&2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360353,-1,-1,-1,-1,-1,-1,-1
100400504,1,5&1&6&999999999&1&4&4#7&1&2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360354,-1,-1,-1,-1,-1,-1,-1
100400505,1,5&1&7&999999999&1&4&4#7&1&2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360355,-1,-1,-1,-1,-1,-1,-1
100400601,1,2&1&13&5&1&3&1#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360356,-1,-1,-1,-1,-1,-1,-1
100400602,1,2&1&16&5&1&3&1#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360357,-1,-1,-1,-1,-1,-1,-1
100400603,1,2&1&19&5&1&3&1#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360358,-1,-1,-1,-1,-1,-1,-1
100400604,1,2&1&22&5&1&3&1#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360359,-1,-1,-1,-1,-1,-1,-1
100400605,1,2&1&25&5&1&3&1#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360360,-1,-1,-1,-1,-1,-1,-1
100400701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360361,-1,-1,-1,-1,-1,-1,-1
100400702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360362,-1,-1,-1,-1,-1,-1,-1
100400703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360363,-1,-1,-1,-1,-1,-1,-1
100400704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360364,-1,-1,-1,-1,-1,-1,-1
100400705,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360365,-1,-1,-1,-1,-1,-1,-1
100400801,1,5&1&5&15&1&1&4#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360366,-1,-1,-1,-1,-1,-1,-1
100400802,1,5&1&6&20&1&1&4#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360367,-1,-1,-1,-1,-1,-1,-1
100400803,1,5&1&7&25&1&1&4#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360368,-1,-1,-1,-1,-1,-1,-1
100400804,1,5&1&8&30&1&1&4#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360369,-1,-1,-1,-1,-1,-1,-1
100400805,1,5&1&10&40&1&1&4#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360370,-1,-1,-1,-1,-1,-1,-1
100400901,1,5&1&5&999999999&1&4&4#7&1&2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360371,-1,-1,-1,-1,-1,-1,-1
100400902,1,5&1&6&999999999&1&4&4#7&1&2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360372,-1,-1,-1,-1,-1,-1,-1
100400903,1,5&1&7&999999999&1&4&4#7&1&2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360373,-1,-1,-1,-1,-1,-1,-1
100400904,1,5&1&8&999999999&1&4&4#7&1&2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360374,-1,-1,-1,-1,-1,-1,-1
100400905,1,5&1&10&999999999&1&4&4#7&1&2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360375,-1,-1,-1,-1,-1,-1,-1
100500201,12,-1,3&4&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360376,2.0,SR,-1,-1,-1,-1,-1
100500202,12,-1,3&5&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360377,3.0,-1,-1,-1,-1,-1,-1
100500203,12,-1,3&6&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360378,4.0,SSR,-1,-1,-1,-1,-1
100500204,12,-1,3&7&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360379,5.0,-1,-1,-1,-1,-1,-1
100500205,12,-1,3&8&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360380,6.0,UR,-1,-1,-1,-1,-1
100500401,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360381,-1,-1,-1,-1,-1,1|5|1.5,-1
100500402,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360382,-1,-1,-1,-1,-1,1|5|1.8,-1
100500403,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360383,-1,-1,-1,-1,-1,1|5|2.2,-1
100500404,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360384,-1,-1,-1,-1,-1,1|5|2.6,-1
100500405,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360385,-1,-1,-1,-1,-1,1|5|3,-1
100500501,1,20&1&1&5&2&3&6#5&1|21&1&1&5&2&3&7#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360386,-1,-1,-1,-1,-1,-1,-1
100500502,1,20&1&1.5&5&2&3&6#5&1|21&1.5&1&5&2&3&7#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360387,-1,-1,-1,-1,-1,-1,-1
100500503,1,20&1&2&5&2&3&6#5&1|21&1&2&5&2&3&7#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360388,-1,-1,-1,-1,-1,-1,-1
100500504,1,20&1&2.5&5&2&3&6#5&1|21&2.5&2&5&2&3&7#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360389,-1,-1,-1,-1,-1,-1,-1
100500505,1,20&1&3&5&2&3&6#5&1|21&1&3&5&2&3&7#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360390,-1,-1,-1,-1,-1,-1,-1
100500601,1,2&1&8&5&3&3&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360391,-1,-1,-1,-1,-1,-1,-1
100500602,1,2&1&10&5&3&3&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360392,-1,-1,-1,-1,-1,-1,-1
100500603,1,2&1&12&5&3&3&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360393,-1,-1,-1,-1,-1,-1,-1
100500604,1,2&1&14&5&3&3&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360394,-1,-1,-1,-1,-1,-1,-1
100500605,1,2&1&16&5&3&3&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360395,-1,-1,-1,-1,-1,-1,-1
100500701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360396,-1,-1,-1,-1,-1,-1,-1
100500702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360397,-1,-1,-1,-1,-1,-1,-1
100500703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360398,-1,-1,-1,-1,-1,-1,-1
100500704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360399,-1,-1,-1,-1,-1,-1,-1
100500705,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360400,-1,-1,-1,-1,-1,-1,-1
100500801,1,21&1&5&15&1&1&7#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360401,-1,-1,-1,-1,-1,-1,-1
100500802,1,21&1&6&20&1&1&7#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360402,-1,-1,-1,-1,-1,-1,-1
100500803,1,21&1&7&25&1&1&7#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360403,-1,-1,-1,-1,-1,-1,-1
100500804,1,21&1&8&30&1&1&7#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360404,-1,-1,-1,-1,-1,-1,-1
100500805,1,21&1&10&40&1&1&7#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360405,-1,-1,-1,-1,-1,-1,-1
100500901,1,2&1&5&999999999&1&4&1#7&3&2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360406,-1,-1,-1,-1,-1,-1,-1
100500902,1,2&1&6&999999999&1&4&1#7&3&2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360407,-1,-1,-1,-1,-1,-1,-1
100500903,1,2&1&7&999999999&1&4&1#7&3&2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360408,-1,-1,-1,-1,-1,-1,-1
100500904,1,2&1&8&999999999&1&4&1#7&3&2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360409,-1,-1,-1,-1,-1,-1,-1
100500905,1,2&1&10&999999999&1&4&1#7&3&2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360410,-1,-1,-1,-1,-1,-1,-1
100700401,1,2&1&6&5&3&3&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360411,-1,-1,-1,-1,-1,-1,-1
100700402,1,2&1&7&5&3&3&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360412,-1,-1,-1,-1,-1,-1,-1
100700403,1,2&1&8&5&3&3&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360413,-1,-1,-1,-1,-1,-1,-1
100700404,1,2&1&9&5&3&3&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360414,-1,-1,-1,-1,-1,-1,-1
100700405,1,2&1&10&5&3&3&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360415,-1,-1,-1,-1,-1,-1,-1
100700501,1,24&2&0.01&999999999&1&3&11#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360416,-1,-1,-1,-1,-1,-1,-1
100700502,1,24&2&0.015&999999999&1&3&11#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360417,-1,-1,-1,-1,-1,-1,-1
100700503,1,24&2&0.02&999999999&1&3&11#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360418,-1,-1,-1,-1,-1,-1,-1
100700504,1,24&2&0.025&999999999&1&3&11#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360419,-1,-1,-1,-1,-1,-1,-1
100700505,1,24&2&0.03&999999999&1&3&11#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360420,-1,-1,-1,-1,-1,-1,-1
100700601,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360421,-1,-1,-1,-1,-1,-1,-1
100700602,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360422,-1,-1,-1,-1,-1,-1,-1
100700603,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360423,-1,-1,-1,-1,-1,-1,-1
100700604,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360424,-1,-1,-1,-1,-1,-1,-1
100700605,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360425,-1,-1,-1,-1,-1,-1,-1
100700701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360426,-1,-1,-1,-1,-1,-1,-1
100700702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360427,-1,-1,-1,-1,-1,-1,-1
100700703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360428,-1,-1,-1,-1,-1,-1,-1
100700704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360429,-1,-1,-1,-1,-1,-1,-1
100700705,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360430,-1,-1,-1,-1,-1,-1,-1
100700801,1,24&2&0.02&999999999&1&3&11#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360431,-1,-1,-1,-1,-1,-1,-1
100700802,1,24&2&0.03&999999999&1&3&11#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360432,-1,-1,-1,-1,-1,-1,-1
100700803,1,24&2&0.04&999999999&1&3&11#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360433,-1,-1,-1,-1,-1,-1,-1
100700804,1,24&2&0.05&999999999&1&3&11#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360434,-1,-1,-1,-1,-1,-1,-1
100700805,1,24&2&0.06&999999999&1&3&11#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360435,-1,-1,-1,-1,-1,-1,-1
100700901,1,6&2&2.5&2&1&4&5#13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360436,-1,-1,-1,-1,-1,-1,-1
100700902,1,6&2&3&2&1&4&5#13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360437,-1,-1,-1,-1,-1,-1,-1
100700903,1,6&2&3.5&2&1&4&5#13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360438,-1,-1,-1,-1,-1,-1,-1
100700904,1,6&2&4&2&1&4&5#13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360439,-1,-1,-1,-1,-1,-1,-1
100700905,1,6&2&4.55&2&1&4&5#13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360440,-1,-1,-1,-1,-1,-1,-1
101000201,1,2&1&5&99999&1&3&1#3&1&50,6&2&2.5&2&1&4&5#13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360441,2.0,SR,-1,-1,-1,-1,-1
101000202,1,2&1&6&99999&1&3&1#3&1&50,6&2&3&2&1&4&5#13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360442,3.0,-1,-1,-1,-1,-1,-1
101000203,1,2&1&7&99999&1&3&1#3&1&50,6&2&3.5&2&1&4&5#13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360443,4.0,SSR,-1,-1,-1,-1,-1
101000204,1,2&1&8&99999&1&3&1#3&1&50,6&2&4&2&1&4&5#13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360444,5.0,-1,-1,-1,-1,-1,-1
101000205,1,2&1&10&99999&1&3&1#3&1&50,6&2&4.55&2&1&4&5#13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360445,6.0,UR,-1,-1,-1,-1,-1
101000401,1,5&1&60&5&1&3&4#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360446,-1,-1,-1,-1,-1,-1,-1
101000402,1,5&1&70&5&1&3&4#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360447,-1,-1,-1,-1,-1,-1,-1
101000403,1,5&1&80&5&1&3&4#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360448,-1,-1,-1,-1,-1,-1,-1
101000404,1,5&1&90&5&1&3&4#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360449,-1,-1,-1,-1,-1,-1,-1
101000405,1,5&1&100&5&1&3&4#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360450,-1,-1,-1,-1,-1,-1,-1
101000501,10,-1,-1,-1,1&12&1&70,-1,-1,-1,-1,-1,-1,-1,-1,10360451,-1,-1,-1,-1,-1,-1,-1
101000502,10,-1,-1,-1,1&15&1&70,-1,-1,-1,-1,-1,-1,-1,-1,10360452,-1,-1,-1,-1,-1,-1,-1
101000503,10,-1,-1,-1,1&18&1&70,-1,-1,-1,-1,-1,-1,-1,-1,10360453,-1,-1,-1,-1,-1,-1,-1
101000504,10,-1,-1,-1,1&21&1&70,-1,-1,-1,-1,-1,-1,-1,-1,10360454,-1,-1,-1,-1,-1,-1,-1
101000505,10,-1,-1,-1,1&24&1&70,-1,-1,-1,-1,-1,-1,-1,-1,10360455,-1,-1,-1,-1,-1,-1,-1
101000601,10,-1,-1,-1,1&20&2&30,-1,-1,-1,-1,-1,-1,-1,-1,10360456,-1,-1,-1,-1,-1,-1,-1
101000602,10,-1,-1,-1,1&25&2&30,-1,-1,-1,-1,-1,-1,-1,-1,10360457,-1,-1,-1,-1,-1,-1,-1
101000603,10,-1,-1,-1,1&30&2&30,-1,-1,-1,-1,-1,-1,-1,-1,10360458,-1,-1,-1,-1,-1,-1,-1
101000604,10,-1,-1,-1,1&35&2&30,-1,-1,-1,-1,-1,-1,-1,-1,10360459,-1,-1,-1,-1,-1,-1,-1
101000605,10,-1,-1,-1,1&40&2&30,-1,-1,-1,-1,-1,-1,-1,-1,10360460,-1,-1,-1,-1,-1,-1,-1
101000701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360461,-1,-1,-1,-1,-1,-1,-1
101000702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360462,-1,-1,-1,-1,-1,-1,-1
101000703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360463,-1,-1,-1,-1,-1,-1,-1
101000704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360464,-1,-1,-1,-1,-1,-1,-1
101000705,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360465,-1,-1,-1,-1,-1,-1,-1
101000801,1,1&1&5&999999999&1&1&2#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360466,-1,-1,-1,-1,-1,-1,-1
101000802,1,1&1&10&999999999&1&1&2#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360467,-1,-1,-1,-1,-1,-1,-1
101000803,1,1&1&15&999999999&1&1&2#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360468,-1,-1,-1,-1,-1,-1,-1
101000804,1,1&1&20&999999999&1&1&2#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360469,-1,-1,-1,-1,-1,-1,-1
101000805,1,1&1&25&999999999&1&1&2#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360470,-1,-1,-1,-1,-1,-1,-1
101000901,1,4&1&8&999999999&1&4&3#7&2&2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360471,-1,-1,-1,-1,-1,-1,-1
101000902,1,4&1&9&999999999&1&4&3#7&2&2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360472,-1,-1,-1,-1,-1,-1,-1
101000903,1,4&1&10&999999999&1&4&3#7&2&2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360473,-1,-1,-1,-1,-1,-1,-1
101000904,1,4&1&11&999999999&1&4&3#7&2&2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360474,-1,-1,-1,-1,-1,-1,-1
101000905,1,4&1&12&999999999&1&4&3#7&2&2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360475,-1,-1,-1,-1,-1,-1,-1
101100201,1,5&1&1&10&5&3&4#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360476,2.0,SR,-1,-1,-1,-1,-1
101100202,1,5&1&2&10&5&3&4#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360477,3.0,-1,-1,-1,-1,-1,-1
101100203,1,5&1&3&10&5&3&4#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360478,4.0,SSR,-1,-1,-1,-1,-1
101100204,1,5&1&4&10&5&3&4#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360479,5.0,-1,-1,-1,-1,-1,-1
101100205,1,5&1&5&10&5&3&4#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360480,6.0,UR,-1,-1,-1,-1,-1
101100401,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360481,-1,-1,2|5|1|20|3|1|3|15,-1,-1,-1,-1
101100402,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360482,-1,-1,2|5|1|24|3|1|3|15,-1,-1,-1,-1
101100403,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360483,-1,-1,2|5|1|28|3|1|3|15,-1,-1,-1,-1
101100404,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360484,-1,-1,2|5|1|32|3|1|3|15,-1,-1,-1,-1
101100405,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360485,-1,-1,2|5|1|36|3|1|3|15,-1,-1,-1,-1
101100501,1,2&1&0.3&999999999&3&1&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360486,-1,-1,-1,-1,-1,-1,-1
101100502,1,2&1&0.6&999999999&3&1&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360487,-1,-1,-1,-1,-1,-1,-1
101100503,1,2&1&1&999999999&3&1&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360488,-1,-1,-1,-1,-1,-1,-1
101100504,1,2&1&1.2&999999999&3&1&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360489,-1,-1,-1,-1,-1,-1,-1
101100505,1,2&1&1.5&999999999&3&1&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360490,-1,-1,-1,-1,-1,-1,-1
101100601,4,-1,-1,-1,-1,-1,-1,-1,1&20&1&1&3&100,-1,-1,-1,-1,10360491,-1,-1,-1,-1,-1,-1,-1
101100602,4,-1,-1,-1,-1,-1,-1,-1,1&30&1&1&3&100,-1,-1,-1,-1,10360492,-1,-1,-1,-1,-1,-1,-1
101100603,4,-1,-1,-1,-1,-1,-1,-1,1&40&1&1&3&100,-1,-1,-1,-1,10360493,-1,-1,-1,-1,-1,-1,-1
101100604,4,-1,-1,-1,-1,-1,-1,-1,1&50&1&1&3&100,-1,-1,-1,-1,10360494,-1,-1,-1,-1,-1,-1,-1
101100605,4,-1,-1,-1,-1,-1,-1,-1,1&60&1&1&3&100,-1,-1,-1,-1,10360495,-1,-1,-1,-1,-1,-1,-1
101100701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360496,-1,-1,-1,-1,-1,-1,-1
101100702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360497,-1,-1,-1,-1,-1,-1,-1
101100703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360498,-1,-1,-1,-1,-1,-1,-1
101100704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360499,-1,-1,-1,-1,-1,-1,-1
101100705,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360500,-1,-1,-1,-1,-1,-1,-1
101100801,1,2&1&5&5&1&3&1#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360501,-1,-1,-1,-1,-1,-1,-1
101100802,1,2&1&6&5&1&3&1#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360502,-1,-1,-1,-1,-1,-1,-1
101100803,1,2&1&7&5&1&3&1#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360503,-1,-1,-1,-1,-1,-1,-1
101100804,1,2&1&8&5&1&3&1#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360504,-1,-1,-1,-1,-1,-1,-1
101100805,1,2&1&10&5&1&3&1#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360505,-1,-1,-1,-1,-1,-1,-1
101100901,1,2&1&5&999999999&1&4&1#8&3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360506,-1,-1,-1,-1,-1,-1,-1
101100902,1,2&1&6&999999999&1&4&1#8&3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360507,-1,-1,-1,-1,-1,-1,-1
101100903,1,2&1&7&999999999&1&4&1#8&3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360508,-1,-1,-1,-1,-1,-1,-1
