ID,技能id,技能名称,技能ICON,所属星级,普通击中效果,施法音效(废弃，读最后一列),受击音效,施法屏幕效果,技能描述,施法音效
312,103102,10470875,103102,1,667004,event:/FightEffect/witch_skill_barrage-103101-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103003-HitSound,-1,20471195,1476
313,103103,10470876,103103,1,80103101,event:/FightEffect/witch_skill_mustXlsx-103103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103103-HitSound,-1,20471196,1477
314,103103,10470876,103103,2,80103101,event:/FightEffect/witch_skill_mustXlsx-103103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103103-HitSound,-1,20471196,1478
315,103103,10470876,103103,3,80103101,event:/FightEffect/witch_skill_mustXlsx-103103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103103-HitSound,-1,20471196,1479
316,103103,10470876,103103,4,80103101,event:/FightEffect/witch_skill_mustXlsx-103103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103103-HitSound,-1,20471196,1480
317,103103,10470876,103103,5,80103101,event:/FightEffect/witch_skill_mustXlsx-103103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103103-HitSound,-1,20471196,1481
318,103103,10470876,103103,6,80103101,event:/FightEffect/witch_skill_mustXlsx-103103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103103-HitSound,-1,20471196,1482
319,103201,10470882,103201,1,4005,event:/FightEffect/witch_skill_barrage-103201-PlaySound,event:/FightEffect/witch_skill_barrage-103201-HitSound,-1,20470882,1483
320,103301,10470894,103301,1,4005,event:/FightEffect/witch_skill_barrage-103301-PlaySound,event:/FightEffect/witch_skill_barrage-103301-HitSound,-1,20470894,1484
321,103401,10470906,103401,1,4005,event:/FightEffect/witch_skill_barrage-103401-PlaySound,event:/FightEffect/witch_skill_barrage-103401-HitSound,-1,20470906,1485
322,103501,10470918,103501,1,4001,event:/FightEffect/witch_skill_barrage-103501-PlaySound,event:/FightEffect/witch_skill_barrage-103501-HitSound,-1,20470918,1486
323,103502,10470919,103502,1,666003,event:/FightEffect/witch_skill_barrage-103501-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20470919,1487
324,103503,10470934,103503,1,80103501,event:/FightEffect/witch_skill_mustXlsx-103503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103503-HitSound,-1,20470934,1488
325,103503,10470934,103503,2,80103501,event:/FightEffect/witch_skill_mustXlsx-103503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103503-HitSound,-1,20470934,1489
326,103503,10470934,103503,3,80103501,event:/FightEffect/witch_skill_mustXlsx-103503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103503-HitSound,-1,20470934,1490
327,103503,10470934,103503,4,80103501,event:/FightEffect/witch_skill_mustXlsx-103503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103503-HitSound,-1,20470935,1491
328,103503,10470934,103503,5,80103501,event:/FightEffect/witch_skill_mustXlsx-103503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103503-HitSound,-1,20470935,1492
329,103503,10470934,103503,6,80103501,event:/FightEffect/witch_skill_mustXlsx-103503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103503-HitSound,-1,20470935,1493
330,103553,10470934,103553,6,-1,event:/FightEffect/witch_skill_mustXlsx-103503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103503-HitSound,-1,20470935,1494
331,103504,10470942,103503,1,8001,event:/FightEffect/witch_skill_mustXlsx-103504-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103504-HitSound,-1,20470942,1495
332,103601,10470950,103601,1,4002,event:/FightEffect/witch_skill_barrage-103601-PlaySound,event:/FightEffect/witch_skill_barrage-103601-HitSound,-1,20470950,1496
333,103602,10470951,103602,1,666008,event:/FightEffect/witch_skill_barrage-103601-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20470951,1497
334,103603,10470966,103603,1,80103601,event:/FightEffect/witch_skill_mustXlsx-103603-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103603-HitSound,-1,20470966,1498
335,103603,10470966,103603,2,80103601,event:/FightEffect/witch_skill_mustXlsx-103603-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103603-HitSound,-1,20470966,1499
336,103603,10470966,103603,3,80103601,event:/FightEffect/witch_skill_mustXlsx-103603-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103603-HitSound,-1,20470966,1500
337,103603,10470966,103603,4,80103601,event:/FightEffect/witch_skill_mustXlsx-103603-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103603-HitSound,-1,20470967,1501
338,103603,10470966,103603,5,80103601,event:/FightEffect/witch_skill_mustXlsx-103603-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103603-HitSound,-1,20470967,1502
339,103603,10470966,103603,6,80103601,event:/FightEffect/witch_skill_mustXlsx-103603-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103603-HitSound,-1,20470967,1503
340,103701,10470974,103701,1,4005,event:/FightEffect/witch_skill_barrage-103701-PlaySound,event:/FightEffect/witch_skill_barrage-103701-HitSound,-1,20470974,1504
341,103801,10470986,103801,1,4005,event:/FightEffect/witch_skill_barrage-103801-PlaySound,event:/FightEffect/witch_skill_barrage-103801-HitSound,-1,20470986,1505
342,103802,10470987,103802,1,667009,event:/FightEffect/witch_skill_barrage-103801-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20470987,1506
343,103803,10471002,103803,1,80103801,event:/FightEffect/witch_skill_mustXlsx-103803-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103803-HitSound,-1,20471002,1507
344,103803,10471002,103803,2,80103801,event:/FightEffect/witch_skill_mustXlsx-103803-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103803-HitSound,-1,20471002,1508
345,103803,10471002,103803,3,80103801,event:/FightEffect/witch_skill_mustXlsx-103803-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103803-HitSound,-1,20471003,1509
346,103803,10471002,103803,4,80103801,event:/FightEffect/witch_skill_mustXlsx-103803-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103803-HitSound,-1,20471004,1510
347,103803,10471002,103803,5,80103801,event:/FightEffect/witch_skill_mustXlsx-103803-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103803-HitSound,-1,20471004,1511
348,103803,10471002,103803,6,80103801,event:/FightEffect/witch_skill_mustXlsx-103803-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103803-HitSound,-1,20471005,1512
349,103901,10471010,103901,1,8018,event:/FightEffect/witch_skill_barrage-103901-PlaySound,event:/FightEffect/witch_skill_barrage-103901-HitSound,-1,20471010,1513
350,103902,10471011,103902,1,667003,event:/FightEffect/witch_skill_barrage-103901-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20471011,1514
351,103903,10471026,103903,1,80103901,event:/FightEffect/witch_skill_mustXlsx-103903-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103903-HitSound,-1,20471026,1515
352,103903,10471026,103903,2,80103901,event:/FightEffect/witch_skill_mustXlsx-103903-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103903-HitSound,-1,20471026,1516
353,103903,10471026,103903,3,80103901,event:/FightEffect/witch_skill_mustXlsx-103903-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103903-HitSound,-1,20471027,1517
354,103903,10471026,103903,4,80103901,event:/FightEffect/witch_skill_mustXlsx-103903-10-4-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103903-HitSound,-1,20471027,1518
355,103903,10471026,103903,5,80103901,event:/FightEffect/witch_skill_mustXlsx-103903-10-5-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103903-HitSound,-1,20471027,1519
356,103903,10471026,103903,6,80103901,event:/FightEffect/witch_skill_mustXlsx-103903-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103903-HitSound,-1,20471027,1520
357,10390101,10471010,103901,1,8021,event:/FightEffect/witch_skill_barrage-103901-PlaySound,event:/FightEffect/witch_skill_barrage-103901-HitSound,-1,20471010,1513
358,10390201,10471011,103902,1,667006,event:/FightEffect/witch_skill_barrage-103901-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20471011,1514
359,10390301,10471026,103903,1,667006,event:/FightEffect/witch_skill_mustXlsx-103903-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103903-HitSound,-1,20471026,1515
360,10390301,10471026,103903,2,667006,event:/FightEffect/witch_skill_mustXlsx-103903-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103903-HitSound,-1,20471026,1516
361,10390301,10471026,103903,3,667006,event:/FightEffect/witch_skill_mustXlsx-103903-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103903-HitSound,-1,20471027,1517
362,10390301,10471026,103903,4,667006,event:/FightEffect/witch_skill_mustXlsx-103903-10-4-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103903-HitSound,-1,20471027,1518
363,10390301,10471026,103903,5,667006,event:/FightEffect/witch_skill_mustXlsx-103903-10-5-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103903-HitSound,-1,20471027,1519
364,10390301,10471026,103903,6,667006,event:/FightEffect/witch_skill_mustXlsx-103903-PlaySound,event:/FightEffect/witch_skill_mustXlsx-103903-HitSound,-1,20471027,1520
365,104001,10471058,104001,1,4005,event:/FightEffect/witch_skill_barrage-104001-PlaySound,event:/FightEffect/witch_skill_barrage-104001-HitSound,-1,20471058,1523
366,104101,10471070,104101,1,4005,event:/FightEffect/witch_skill_barrage-104101-PlaySound,event:/FightEffect/witch_skill_barrage-104101-HitSound,-1,20471070,1524
367,104103,10471078,104103,1,8004,event:/FightEffect/witch_skill_mustXlsx-104103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104103-HitSound,-1,20471078,1525
368,104104,10471082,104104,1,4005,event:/FightEffect/witch_skill_barrage-104104-PlaySound,event:/FightEffect/witch_skill_barrage-104104-HitSound,-1,20471082,1526
369,104201,10471086,104201,1,4005,event:/FightEffect/witch_skill_barrage-104201-PlaySound,event:/FightEffect/witch_skill_barrage-104201-HitSound,-1,20471086,1527
370,104202,10471087,104202,1,665001,event:/FightEffect/witch_skill_barrage-104201-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20471087,1528
371,104203,10471102,104203,1,80104201,event:/FightEffect/witch_skill_mustXlsx-104203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104203-HitSound,-1,20471102,1529
372,104203,10471102,104203,2,80104201,event:/FightEffect/witch_skill_mustXlsx-104203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104203-HitSound,-1,20471102,1530
373,104203,10471102,104203,3,80104201,event:/FightEffect/witch_skill_mustXlsx-104203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104203-HitSound,-1,20471102,1531
374,104203,10471102,104203,4,80104201,event:/FightEffect/witch_skill_mustXlsx-104203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104203-HitSound,-1,20471106,1532
375,104203,10471102,104203,5,80104201,event:/FightEffect/witch_skill_mustXlsx-104203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104203-HitSound,-1,20471106,1533
376,104203,10471102,104203,6,80104201,event:/FightEffect/witch_skill_mustXlsx-104203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104203-HitSound,-1,20471106,1534
377,104256,10471103,104256,6,80104201,event:/FightEffect/witch_skill_mustXlsx-104203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104203-HitSound,0,20471106,1535
378,104254,10471102,104254,6,-1,event:/FightEffect/witch_skill_mustXlsx-104203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104203-HitSound,1042002,20471105,1536
379,104255,10471102,104255,6,-1,event:/FightEffect/witch_skill_mustXlsx-104203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104203-HitSound,1042003,20471105,1537
380,104301,10471110,104301,1,4005,event:/FightEffect/witch_skill_barrage-104301-PlaySound,event:/FightEffect/witch_skill_barrage-104301-HitSound,-1,20471110,1538
381,104401,10471122,104402,1,4004,event:/FightEffect/witch_skill_barrage-104401-PlaySound,event:/FightEffect/witch_skill_barrage-104401-HitSound,-1,20471122,1539
382,104402,10471123,104401,1,667002,event:/FightEffect/witch_skill_barrage-104401-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20471123,1540
383,104441,10471122,104402,1,4004,event:/FightEffect/witch_skill_barrage-104401-PlaySound,event:/FightEffect/witch_skill_barrage-104401-HitSound,-1,20471122,1541
384,104403,10471138,104403,1,80104401,event:/FightEffect/witch_skill_mustXlsx-104403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104403-HitSound,1044002,20471138,1542
385,104403,10471138,104403,2,80104401,event:/FightEffect/witch_skill_mustXlsx-104403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104403-HitSound,1044002,20471138,1543
386,104403,10471138,104403,3,80104401,event:/FightEffect/witch_skill_mustXlsx-104403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104403-HitSound,1044002,20471138,1544
387,104403,10471138,104403,4,80104401,event:/FightEffect/witch_skill_mustXlsx-104403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104403-HitSound,1044002,20471138,1545
388,104403,10471138,104403,5,80104401,event:/FightEffect/witch_skill_mustXlsx-104403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104403-HitSound,1044002,20471142,1546
389,104403,10471138,104403,6,80104401,event:/FightEffect/witch_skill_mustXlsx-104403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104403-HitSound,1044002,20471142,1547
390,10440102,10471122,104402,1,4001,event:/FightEffect/witch_skill_barrage-104401-PlaySound,event:/FightEffect/witch_skill_barrage-104401-HitSound,-1,20471122,1548
391,10440202,10471123,104401,1,667005,event:/FightEffect/witch_skill_barrage-104401-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20471123,1549
392,10444102,10471122,104402,1,4001,event:/FightEffect/witch_skill_barrage-104401-PlaySound,event:/FightEffect/witch_skill_barrage-104401-HitSound,-1,20471122,1550
393,10440302,10471138,104403,1,667005,event:/FightEffect/witch_skill_mustXlsx-104403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104403-HitSound,100444,20471138,1551
394,10440302,10471138,104403,2,667005,event:/FightEffect/witch_skill_mustXlsx-104403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104403-HitSound,100444,20471138,1552
395,10440302,10471138,104403,3,667005,event:/FightEffect/witch_skill_mustXlsx-104403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104403-HitSound,100444,20471138,1553
396,10440302,10471138,104403,4,667005,event:/FightEffect/witch_skill_mustXlsx-104403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104403-HitSound,100444,20471138,1554
397,10440302,10471138,104403,5,667005,event:/FightEffect/witch_skill_mustXlsx-104403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104403-HitSound,100444,20471142,1555
398,10440302,10471138,104403,6,667005,event:/FightEffect/witch_skill_mustXlsx-104403-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104403-HitSound,100444,20471142,1556
399,104501,10471170,104501,1,4003,event:/FightEffect/witch_skill_barrage-104501-PlaySound,event:/FightEffect/witch_skill_barrage-104501-HitSound,-1,20471170,1557
400,104502,10471171,104502,1,667004,event:/FightEffect/witch_skill_barrage-104501-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20471171,1558
401,104541,10471170,104501,1,4003,event:/FightEffect/witch_skill_barrage-104501-PlaySound,event:/FightEffect/witch_skill_barrage-104501-HitSound,-1,20471170,1559
402,104503,10471186,104503,1,80104501,event:/FightEffect/witch_skill_mustXlsx-104503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104503-HitSound,-1,20471186,1560
403,104503,10471186,104503,2,80104501,event:/FightEffect/witch_skill_mustXlsx-104503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104503-HitSound,-1,20471186,1561
404,104503,10471186,104503,3,80104501,event:/FightEffect/witch_skill_mustXlsx-104503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104503-HitSound,-1,20471186,1562
405,104503,10471186,104503,4,80104501,event:/FightEffect/witch_skill_mustXlsx-104503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104503-HitSound,-1,20471187,1563
406,104503,10471186,104503,5,80104501,event:/FightEffect/witch_skill_mustXlsx-104503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104503-HitSound,-1,20471187,1564
407,104503,10471186,104503,6,80104501,event:/FightEffect/witch_skill_mustXlsx-104503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104503-HitSound,-1,20471187,1565
408,105001,10471200,105001,1,4003,event:/FightEffect/witch_skill_barrage-105001-PlaySound,event:/FightEffect/witch_skill_barrage-105001-HitSound,-1,20471202,105006
409,105002,10471201,105002,1,666004,event:/FightEffect/witch_skill_barrage-105001-PlaySound,event:/FightEffect/witch_skill_barrage-105001-HitSound,-1,20471203,105007
410,105003,10471202,105003,1,80105001,event:/FightEffect/witch_skill_mustXlsx-105003-PlaySound,event:/FightEffect/witch_skill_mustXlsx-105003-HitSound,-1,20471204,105008
411,105003,10471202,105003,2,80105001,event:/FightEffect/witch_skill_mustXlsx-105003-PlaySound,event:/FightEffect/witch_skill_mustXlsx-105003-HitSound,-1,20471204,105009
412,105003,10471202,105003,3,80105001,event:/FightEffect/witch_skill_mustXlsx-105003-PlaySound,event:/FightEffect/witch_skill_mustXlsx-105003-HitSound,-1,20471204,105010
413,105003,10471202,105003,4,80105001,event:/FightEffect/witch_skill_mustXlsx-105003-PlaySound,event:/FightEffect/witch_skill_mustXlsx-105003-HitSound,-1,20471204,105011
414,105003,10471202,105003,5,80105001,event:/FightEffect/witch_skill_mustXlsx-105003-PlaySound,event:/FightEffect/witch_skill_mustXlsx-105003-HitSound,-1,20471204,105012
415,105003,10471202,105003,6,80105001,event:/FightEffect/witch_skill_mustXlsx-105003-PlaySound,event:/FightEffect/witch_skill_mustXlsx-105003-HitSound,-1,20471204,105013
416,600101,10470362,600101,1,80102101,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,-1,-1,600201,1566
417,600102,10470362,600101,1,80102101,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,-1,-1,600202,1567
418,600103,10470362,600101,1,80102101,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,-1,-1,600203,1568
419,600104,10470362,600101,1,80102101,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,-1,-1,600204,1569
420,600105,10470362,600101,1,80102101,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,-1,-1,600205,1570
421,600201,10470626,600201,1,80102101,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,-1,-1,600101,1571
422,600202,10470626,600201,1,80102101,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,-1,-1,600102,1572
423,600203,10470626,600201,1,80102101,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,-1,-1,600103,1573
424,600204,10470626,600201,1,80102101,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,-1,-1,600104,1574
425,600205,10470626,600201,1,80102101,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,-1,-1,600105,1575
426,600301,10470050,600301,1,120006,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101003-HitSound,1010002,600301,1576
427,600302,10470050,600301,1,120006,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101003-HitSound,1010002,600302,1577
428,600303,10470050,600301,1,120006,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101003-HitSound,1010002,600303,1578
429,600304,10470050,600301,1,120006,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101003-HitSound,1010002,600304,1579
430,600305,10470050,600301,1,120006,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101003-HitSound,1010002,600305,1580
431,600401,10470482,600401,1,80102101,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,-1,-1,600401,1581
432,600402,10470482,600401,1,80102101,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,-1,-1,600402,1582
433,600403,10470482,600401,1,80102101,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,-1,-1,600403,1583
434,600404,10470482,600401,1,80102101,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,-1,-1,600404,1584
435,600405,10470482,600401,1,80102101,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,-1,-1,600405,1585
436,600501,10470986,600501,1,120005,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100803-HitSound,1044002,600501,1586
437,600502,10470986,600501,1,120005,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100803-HitSound,1044002,600502,1587
438,600503,10470986,600501,1,120005,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100803-HitSound,1044002,600503,1588
439,600504,10470986,600501,1,120005,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100803-HitSound,1044002,600504,1589
440,600505,10470986,600501,1,120005,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100803-HitSound,1044002,600505,1590
441,600601,10470298,600601,1,120002,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102303-HitSound,-1,600601,1591
442,600602,10470298,600601,1,120002,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102303-HitSound,-1,600602,1592
443,600603,10470298,600601,1,120002,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102303-HitSound,-1,600603,1593
444,600604,10470298,600601,1,120002,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102303-HitSound,-1,600604,1594
445,600605,10470298,600601,1,120002,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102303-HitSound,-1,600605,1595
446,882301,10470626,600201,1,80102101,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,-1,-1,600101,1596
447,882302,10470626,600201,1,80102101,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,-1,-1,600102,1597
448,882303,10470626,600201,1,80102101,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,-1,-1,600103,1598
449,882304,10470626,600201,1,80102101,event:/FightEffect/witch_skill_mustXlsx-100103-PlaySound,-1,-1,600104,1599
450,992201,10470658,102201,1,4003,event:/FightEffect/witch_skill_barrage-102201-PlaySound,event:/FightEffect/witch_skill_barrage-102201-HitSound,-1,20470658,1600
451,992202,10470659,102202,1,666008,event:/FightEffect/witch_skill_barrage-102201-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20470659,1601
452,992203,10470674,102203,1,80102201,event:/FightEffect/witch_skill_mustXlsx-102203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102203-HitSound,-1,20470674,1602
453,992203,10470674,102203,2,80102201,event:/FightEffect/witch_skill_mustXlsx-102203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102203-HitSound,-1,20470674,1603
454,992203,10470674,102203,3,80102201,event:/FightEffect/witch_skill_mustXlsx-102203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102203-HitSound,-1,20470674,1604
455,992203,10470674,102203,4,80102201,event:/FightEffect/witch_skill_mustXlsx-102203-10-4-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102203-10-4-HitSound,-1,20470674,1605
456,992203,10470674,102203,5,80102201,event:/FightEffect/witch_skill_mustXlsx-102203-10-5-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102203-10-5-HitSound,-1,20470674,1606
457,992203,10470674,102203,6,80102201,event:/FightEffect/witch_skill_mustXlsx-102203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102203-HitSound,-1,20470674,1607
458,992253,10470674,102253,4,80102201,event:/FightEffect/witch_skill_mustXlsx-102253-11-4-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102253-11-4-HitSound,-1,20470675,1608
459,992253,10470674,102253,5,80102201,event:/FightEffect/witch_skill_mustXlsx-102253-11-5-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102253-11-5-HitSound,-1,20470675,1609
460,992253,10470674,102253,6,80102201,event:/FightEffect/witch_skill_mustXlsx-102203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102203-HitSound,-1,20470675,1610
461,992253,10470674,102254,6,80102201,event:/FightEffect/witch_skill_mustXlsx-102203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102203-HitSound,-1,20470677,1611
462,982201,10470658,102201,1,4004,event:/FightEffect/witch_skill_barrage-102201-PlaySound,event:/FightEffect/witch_skill_barrage-102201-HitSound,-1,20470658,1612
463,982202,10470659,102202,1,666001,event:/FightEffect/witch_skill_barrage-102201-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20470659,1613
464,982203,10470674,102203,1,667001,event:/FightEffect/witch_skill_mustXlsx-102203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102203-HitSound,-1,20470674,1614
465,982203,10470674,102203,2,667001,event:/FightEffect/witch_skill_mustXlsx-102203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102203-HitSound,-1,20470674,1615
466,982203,10470674,102203,3,667001,event:/FightEffect/witch_skill_mustXlsx-102203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102203-HitSound,-1,20470674,1616
467,982203,10470674,102203,4,667001,event:/FightEffect/witch_skill_mustXlsx-102203-10-4-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102203-10-4-HitSound,-1,20470674,1617
468,982203,10470674,102203,5,667001,event:/FightEffect/witch_skill_mustXlsx-102203-10-5-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102203-10-5-HitSound,-1,20470674,1618
469,982203,10470674,102203,6,667001,event:/FightEffect/witch_skill_mustXlsx-102203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102203-HitSound,-1,20470674,1619
470,982253,10470674,102253,4,667001,event:/FightEffect/witch_skill_mustXlsx-102253-11-4-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102253-11-4-HitSound,-1,20470675,1620
471,982253,10470674,102253,5,667001,event:/FightEffect/witch_skill_mustXlsx-102253-11-5-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102253-11-5-HitSound,-1,20470675,1621
472,982253,10470674,102253,6,667001,event:/FightEffect/witch_skill_mustXlsx-102203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102203-HitSound,-1,20470675,1622
473,982253,10470674,102254,6,667001,event:/FightEffect/witch_skill_mustXlsx-102203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102203-HitSound,-1,20470677,1623
474,991301,10470418,101301,1,4004,event:/FightEffect/witch_skill_barrage-101301-PlaySound,event:/FightEffect/witch_skill_barrage-101301-HitSound,-1,20470418,1624
475,991302,10470419,101302,1,666005,event:/FightEffect/witch_skill_barrage-101301-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20470419,1625
