行为id,下一个行为（-1为结束）,行为归纳,BGM,跳过简述
845730,845740,1|57750,-1,-1
845740,845750,2|303,-1,-1
845750,845760,1|57760,-1,-1
845760,845770,2|17103,-1,-1
845770,845800,1|57770,-1,-1
845800,845810,2|103,-1,-1
845810,845820,1|57790,-1,-1
845820,845830,2|104,-1,-1
845830,845840,3|237|238,-1,-1
845840,845860,1|57810,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-8/letter,-1
845850,845900,1|57880,-1,-1
845860,845880,1|57820,-1,-1
845880,845890,1|57850,-1,-1
845890,845900,1|57860,-1,-1
845900,845960,2|14603,-1,-1
845960,845970,1|57910,-1,-1
845970,845990,1|57920,-1,-1
845990,846000,2|103,-1,-1
846000,846010,1|57930,-1,-1
846010,846020,1|57940,-1,-1
846020,846040,2|14603,-1,-1
846040,846050,1|57960,-1,-1
846050,846060,2|303,-1,-1
846060,846070,1|57970,-1,-1
846070,846072,2|103,-1,-1
846072,846073,1|57971,-1,-1
846073,846074,2|14603,-1,-1
846074,846075,1|57972,-1,-1
846075,846076,1|57973,-1,-1
846076,846077,2|14604,-1,-1
846077,846080,1|57974,-1,-1
846080,846081,1|57980,-1,-1
846081,846090,2|14603,-1,-1
846090,846100,3|239|240,-1,-1
846100,846120,1|58010,-1,-1
846110,846150,1|58050,-1,-1
846120,846121,2|303,-1,-1
846121,846122,1|58020,-1,-1
846122,846231,2|305,-1,-1
846150,846180,2|103,-1,-1
846180,846181,1|58060,-1,-1
846181,846182,2|4403,-1,-1
846182,846190,1|58061,-1,-1
846190,846200,2|14603,-1,-1
846200,846210,1|58070,-1,-1
846210,846220,1|58080,-1,-1
846220,846230,1|58090,-1,-1
846230,846231,2|14604,-1,-1
846231,846240,3|241|242,-1,-1
846240,846260,2|15503,-1,-1
846250,846300,2|15603,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-8/necklace-pickup,-1
846260,846261,1|58110,-1,-1
846261,846270,2|4403,-1,-1
846270,846280,1|58120,-1,-1
846280,846290,2|14603,-1,-1
846290,846330,1|58130,-1,-1
846300,846301,1|58150,-1,-1
846301,846310,2|17103,-1,-1
846310,846320,1|58160,-1,-1
846320,846321,2|14603,-1,-1
846321,846330,1|58170,-1,-1
846330,846360,2|103,-1,-1
846360,846400,1|58200,-1,-1
846400,846401,2|104,-1,-1
846401,846402,1|58220,-1,-1
846402,846410,2|14603,-1,-1
846410,846420,1|58230,-1,-1
846420,846430,2|17103,-1,-1
846430,846440,1|58240,-1,-1
846440,846450,2|303,-1,-1
846450,846460,1|58250,-1,-1
846460,846470,2|17103,-1,-1
846470,846480,1|58260,-1,-1
846480,846490,1|58270,-1,-1
846490,846500,1|58271,-1,-1
846500,846510,2|14603,-1,-1
846510,846520,1|58272,-1,-1
846520,846530,2|303,-1,-1
846530,846540,1|58273,-1,-1
846540,846550,2|103,-1,-1
846550,846560,1|58274,-1,-1
846560,846570,2|11703,-1,-1
846570,846640,1|58275,-1,-1
846640,846650,2|14603,-1,-1
846650,846660,1|58380,-1,-1
846660,846670,2|103,-1,-1
846670,846680,1|58381,-1,-1
846680,846690,2|303,-1,-1
846690,-1,1|58382,-1,-1
860010,860020,2|80198,-1,86.0
860020,860021,1|58400,PlayBgm|event:/GameBgm/MusicBook-Beware|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-8/amb-desert-sand-wind,-1
860021,860022,2|303,-1,-1
860022,860023,1|58401,-1,-1
860023,860024,2|14603,-1,-1
860024,860025,1|58402,-1,-1
860025,860026,2|303,-1,-1
860026,860027,1|58403,-1,-1
860027,860028,2|103,-1,-1
860028,860030,1|58404,-1,-1
860030,860031,1|58405,-1,-1
860031,860033,1|58406,-1,-1
860033,860034,2|303,-1,-1
860034,860035,1|58407,-1,-1
860035,860040,2|305,-1,-1
860040,860050,1|58420,-1,-1
860050,860060,2|103,-1,-1
860060,860090,1|58430,-1,-1
860090,860100,2|303,-1,-1
860100,860110,1|58450,-1,-1
860110,860120,2|103,-1,-1
860120,860140,1|58460,-1,-1
860140,860150,2|303,-1,-1
860150,860170,1|58640,-1,-1
860170,860180,2|14603,-1,-1
860180,860200,1|58650,-1,-1
860200,860210,2|303,-1,-1
860210,860220,1|58670,-1,-1
860220,860230,2|103,-1,-1
860230,860240,1|58671,-1,-1
860240,860250,2|4403,-1,-1
860250,860260,1|58672,-1,-1
860260,860261,2|4405,-1,-1
860261,860270,2|80198,-1,-1
860270,860280,1|58560,-1,-1
860280,860300,1|58570,-1,-1
860300,860310,2|4403,-1,-1
860310,860320,1|58580,-1,-1
860320,860330,2|17103,-1,-1
860330,860340,1|58590,-1,-1
860340,860350,1|58591,-1,-1
860350,860360,2|103,-1,-1
860360,860370,1|58600,-1,-1
860370,860380,2|17103,-1,-1
860380,860390,1|58601,-1,-1
860390,860400,2|103,-1,-1
860400,860410,1|58602,-1,-1
860410,860420,2|17103,-1,-1
860420,860430,1|58603,-1,-1
860430,860440,2|103,-1,-1
860440,860450,1|58604,-1,-1
860450,860460,1|58605,-1,-1
860460,860470,2|303,-1,-1
860470,860480,1|58606,-1,-1
860480,860490,2|4403,-1,-1
860490,860500,1|58607,-1,-1
860500,860510,2|103,-1,-1
860510,860520,1|58608,-1,-1
860520,860530,2|14603,-1,-1
860530,860540,1|58609,-1,-1
860540,860580,1|58611,-1,-1
860580,860590,2|4403,-1,-1
860590,860600,1|58612,-1,-1
860600,860610,2|14603,-1,-1
860610,860620,1|58613,-1,-1
860620,860630,2|4403,-1,-1
860630,860640,1|58614,-1,-1
860640,860650,2|14603,-1,-1
860650,860660,1|58615,-1,-1
860660,860670,2|4403,-1,-1
860670,860680,1|58616,-1,-1
860680,860690,2|4405,-1,-1
860690,860700,1|58617,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-8/bird-fly-away,-1
860700,860701,1|58618,-1,-1
860701,860702,2|4403,-1,-1
860702,860703,1|58619,-1,-1
860703,860704,2|17103,-1,-1
860704,860705,1|58620,-1,-1
860705,860706,2|14603,-1,-1
860706,860707,1|58621,-1,-1
860707,860708,2|103,-1,-1
860708,860709,1|58630,-1,-1
860709,860710,2|14603,-1,-1
860710,860712,1|58631,-1,-1
860712,860713,1|58740,-1,-1
860713,860714,2|103,-1,-1
860714,860715,1|58760,-1,-1
860715,860716,2|14603,-1,-1
860716,860717,1|58770,-1,-1
860717,860718,1|58780,-1,-1
860718,860719,2|103,-1,-1
860719,860720,1|58840,-1,-1
860720,860730,2|14603,-1,-1
860730,860740,1|58860,-1,-1
860740,860750,2|103,-1,-1
860750,860760,1|58870,-1,-1
860760,860780,2|14603,-1,-1
860780,860790,1|58890,-1,-1
860790,860800,1|58900,-1,-1
860800,860810,2|103,-1,-1
860810,860820,1|58910,-1,-1
860820,860830,2|14603,-1,-1
860830,860840,1|58930,-1,-1
860840,860850,2|14604,-1,-1
860850,860860,1|58940,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-8/magic-cast-shield,-1
860860,860870,2|14603,-1,-1
860870,860880,1|58941,-1,-1
860880,860890,2|103,-1,-1
860890,860900,1|58950,-1,-1
860900,860910,2|14603,-1,-1
860910,860920,1|58960,-1,-1
860920,860930,2|103,-1,-1
860930,860940,1|58970,-1,-1
860940,860950,2|14603,-1,-1
860950,-1,1|58980,-1,-1
865010,865020,2|80198,-1,86.0
865020,865030,2|103,-1,-1
865030,865040,1|59000,-1,-1
865040,865050,2|14603,-1,-1
865050,865070,1|59020,-1,-1
865070,865080,1|59030,-1,-1
865080,865090,1|59040,-1,-1
865090,865100,2|17103,-1,-1
865100,865110,1|59050,-1,-1
865110,865120,2|14603,-1,-1
865120,865150,1|59080,-1,-1
865150,865160,2|103,-1,-1
865160,-1,1|59090,-1,-1
880010,880020,2|80202,-1,88.0
880020,880021,2|4403,-1,-1
880021,880022,1|59101,PlayBgm|event:/GameBgm/MusicBook-The Moon|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-8/amb-desert-sand-wind,-1
880022,880023,2|4405,-1,-1
880023,880024,1|59102,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-8/monster-tree-roar,-1
880024,880025,1|59231,-1,-1
880025,880026,2|103,-1,-1
880026,880027,1|59103,-1,-1
880027,880028,2|303,-1,-1
880028,880029,1|59104,-1,-1
880029,880030,2|103,-1,-1
880030,880033,1|59105,-1,-1
880033,880034,2|14603,-1,-1
880034,880035,1|59107,-1,-1
880035,880036,2|103,-1,-1
880036,880037,1|59108,-1,-1
880037,880038,2|14603,-1,-1
880038,880040,1|59109,-1,-1
880040,880043,2|303,-1,-1
880043,880044,1|59110,-1,-1
880044,880045,2|17103,-1,-1
880045,880046,1|59113,-1,-1
880046,880047,2|17105,-1,-1
880047,880048,1|59114,-1,-1
880048,880049,2|103,-1,-1
880049,880050,1|59115,-1,-1
880050,880051,2|104,-1,-1
880051,880052,1|59116,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-8/ragdoll-drop-ground,-1
880052,880053,2|103,-1,-1
880053,880054,1|59117,-1,-1
880054,880055,2|15503,-1,-1
880055,880056,1|59118,-1,-1
880056,880057,2|103,-1,-1
880057,880058,1|59232,-1,-1
880058,880059,2|15503,-1,-1
880059,880060,1|59233,-1,-1
880060,880061,2|103,-1,-1
880061,880062,1|59234,-1,-1
880062,880063,2|11703,-1,-1
880063,880064,1|59235,-1,-1
880064,880065,2|103,-1,-1
880065,880066,1|59236,-1,-1
880066,880067,2|15503,-1,-1
880067,880068,1|59237,-1,-1
880068,880069,2|60001,-1,-1
880069,880070,2|103,-1,-1
880070,880071,1|59238,-1,-1
880071,880072,2|303,-1,-1
880072,880073,1|59239,-1,-1
880073,880074,2|103,-1,-1
880074,880075,1|59241,-1,-1
880075,880076,2|104,-1,-1
880076,880077,1|59242,-1,-1
880077,880078,2|103,-1,-1
880078,880079,1|59243,-1,-1
880079,880080,2|104,-1,-1
880080,880081,1|59244,-1,-1
880081,880082,2|40003,PlayEffectByEvent| event:/GameEffect/BackgroundEffect/chapter-8/red-screen,-1
880082,880083,2|80203,-1,-1
880083,880084,1|59119,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-8/evil-roar,-1
880084,880085,1|59120,-1,-1
880085,880086,2|103,-1,-1
880086,880087,1|59121,-1,-1
880087,880088,1|59122,-1,-1
880088,880089,2|14603,-1,-1
880089,880200,1|59123,-1,-1
880200,880210,1|59230,-1,-1
880210,880230,1|59240,-1,-1
880230,880240,2|103,-1,-1
880240,880250,1|59250,-1,-1
880250,880260,2|11703,-1,-1
880260,880270,1|59260,-1,-1
880270,880280,1|59270,-1,-1
880280,880290,2|103,-1,-1
880290,880300,1|59280,-1,-1
880300,880310,2|11703,-1,-1
880310,880320,1|59290,-1,-1
880320,880330,1|59300,-1,-1
880330,880340,2|103,-1,-1
880340,880360,1|59310,-1,-1
880360,880370,1|59330,-1,-1
880370,880380,2|14603,-1,-1
880380,880390,1|59340,-1,-1
880390,880400,2|14604,-1,-1
880400,880410,1|59350,-1,-1
880410,880420,2|50001,-1,-1
880420,880430,1|59360,-1,-1
880430,880440,1|59370,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-8/footstep-walk-twist,-1
880440,880450,3|245|246,-1,-1
880450,880470,2|103,-1,-1
880460,880540,2|14603,-1,-1
880470,880480,1|59390,-1,-1
880480,880490,2|104,-1,-1
880490,880500,1|59400,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-8/sickle-whoosh-body-fall,-1
880500,880520,2|17103,-1,-1
880520,880530,1|59420,-1,-1
880530,880590,2|17105,-1,-1
880540,880550,1|59440,-1,-1
880550,880570,2|103,-1,-1
880570,880571,1|59450,-1,-1
880571,880572,2|14603,-1,-1
880572,880573,1|59470,-1,-1
880573,880580,2|14604,-1,-1
880580,880590,1|59480,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-8/sickle-whoosh-body-fall,-1
880590,880600,1|59500,-1,-1
880600,880610,2|303,-1,-1
880610,880620,1|59510,-1,-1
880620,880660,2|14603,-1,-1
880660,880670,1|59540,-1,-1
880670,880680,2|17103,-1,-1
880680,880700,1|59550,-1,-1
880700,880710,1|59570,-1,-1
880710,880720,2|103,-1,-1
880720,880730,1|59580,-1,-1
880730,880740,1|59590,-1,-1
880740,880750,2|104,-1,-1
880750,880760,1|59600,-1,-1
880760,880770,2|103,-1,-1
880770,880780,1|59610,-1,-1
880780,880790,2|17103,-1,-1
880790,-1,1|59620,-1,-1
850010,850020,2|80199,-1,88.0
850020,850030,2|303,PlayBgm|event:/GameBgm/MusicBook-The Moon,-1
850030,850040,1|59640,-1,-1
850040,850050,2|4403,-1,-1
850050,850051,1|59650,-1,-1
850051,850060,2|103,-1,-1
850060,850070,1|59660,-1,-1
850070,850080,2|14603,-1,-1
850080,850081,1|59670,-1,-1
850081,850090,1|59671,-1,-1
850090,850100,2|303,-1,-1
850100,850110,1|59680,-1,-1
850110,850120,2|17103,-1,-1
850120,850130,1|59690,-1,-1
850130,850140,2|17105,-1,-1
850140,850150,1|59700,-1,-1
850150,850160,2|14603,-1,-1
850160,850170,1|59710,-1,-1
850170,850180,1|59711,-1,-1
850180,850190,2|103,-1,-1
850190,850200,1|59712,-1,-1
850200,850210,2|17103,-1,-1
850210,850211,1|59713,-1,-1
850211,850212,2|103,-1,-1
850212,850213,1|59691,-1,-1
850213,850214,2|17103,-1,-1
850214,850220,1|59692,-1,-1
850220,850230,2|303,-1,-1
850230,850240,1|59714,-1,-1
850240,850250,2|17103,-1,-1
850250,850260,1|59715,-1,-1
850260,850270,1|59716,-1,-1
850270,850280,2|14603,-1,-1
850280,850300,1|59718,-1,-1
850300,850310,1|59719,-1,-1
850310,850320,2|103,-1,-1
850320,850330,1|59720,-1,-1
850330,850340,2|14603,-1,-1
850340,850350,1|59721,-1,-1
850350,850360,1|59722,-1,-1
850360,850370,1|59723,-1,-1
850370,850380,2|17103,-1,-1
850380,850400,1|59724,-1,-1
850400,850410,2|103,-1,-1
850410,850420,1|59726,-1,-1
850420,850440,1|59800,-1,-1
850440,850450,2|17103,-1,-1
850450,850460,1|59801,-1,-1
850460,850470,2|103,-1,-1
850470,850480,1|59802,-1,-1
850480,850490,2|14603,-1,-1
850490,850500,1|59803,-1,-1
850500,850510,2|17103,-1,-1
850510,850520,1|59804,-1,-1
850520,850530,2|14603,-1,-1
850530,850540,1|59805,-1,-1
850540,850550,2|14604,-1,-1
850550,850560,1|59806,-1,-1
850560,850570,1|59807,-1,-1
850570,850580,1|59808,-1,-1
850580,850590,1|59809,-1,-1
850590,850600,1|59810,-1,-1
850600,850610,1|59811,-1,-1
850610,850620,2|103,-1,-1
850620,850630,1|59812,-1,-1
850630,850640,2|14603,-1,-1
850640,850650,1|59813,-1,-1
850650,850660,2|103,-1,-1
850660,850670,1|59814,-1,-1
850670,850680,2|14603,-1,-1
850680,850690,1|59815,-1,-1
850690,850700,2|103,-1,-1
850700,850710,1|59816,-1,-1
850710,850720,2|303,-1,-1
850720,850730,1|59817,-1,-1
850730,850740,2|14603,-1,-1
850740,850750,1|59818,-1,-1
850750,850760,2|103,-1,-1
850760,850770,1|59819,-1,-1
850770,850780,2|11703,-1,-1
850780,850790,1|59820,-1,-1
850790,850800,2|103,-1,-1
850800,850810,1|59821,-1,-1
850810,850811,2|104,-1,-1
850811,850820,1|59822,-1,-1
850820,850830,2|14603,-1,-1
850830,850840,1|59823,-1,-1
850840,850850,2|103,-1,-1
850850,850860,1|59824,-1,-1
850860,850870,1|59827,-1,-1
850870,850880,2|14603,-1,-1
850880,850890,1|59825,-1,-1
850890,-1,1|59826,-1,-1
910010,910020,2|80197,-1,91.0
910020,910040,1|60100,PlayBgm|event:/GameBgm/MusicBook-The Moon|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/amb-desert-sand-wind,-1
910040,910050,1|60110,-1,-1
910050,910060,2|103,-1,-1
910060,910070,1|60120,-1,-1
910070,910080,2|14603,-1,-1
910080,910090,1|60130,-1,-1
910090,910100,2|103,-1,-1
910100,910110,1|60140,-1,-1
910110,910120,2|14603,-1,-1
910120,910130,1|60150,-1,-1
910130,910140,2|303,-1,-1
910140,910150,1|60160,-1,-1
910150,910160,2|17103,-1,-1
910160,910170,1|60170,-1,-1
910170,910180,2|103,-1,-1
910180,910190,1|60180,-1,-1
910190,910200,2|17103,-1,-1
910200,910210,1|60190,-1,-1
910210,910220,2|103,-1,-1
910220,910230,1|60200,-1,-1
910230,910240,2|11903,-1,-1
910240,910250,1|60210,-1,-1
910250,910260,2|17103,-1,-1
910260,910270,1|60220,-1,-1
910270,910280,2|103,-1,-1
910280,910290,1|60230,-1,-1
910290,910300,2|17103,-1,-1
910300,910310,1|60240,-1,-1
910310,910320,2|103,-1,-1
910320,910330,1|60250,-1,-1
910330,910340,2|17103,-1,-1
910340,910350,1|60260,-1,-1
910350,910360,2|14603,-1,-1
910360,910370,1|60270,-1,-1
910370,910380,2|17103,-1,-1
910380,910390,1|60280,-1,-1
910390,910400,2|103,-1,-1
910400,910410,1|60290,-1,-1
910410,910420,2|17103,-1,-1
910420,910430,1|60300,-1,-1
910430,910440,2|103,-1,-1
910440,910450,1|60310,-1,-1
910450,910460,2|17103,-1,-1
910460,910470,1|60320,-1,-1
910470,910480,2|103,-1,-1
910480,910490,1|60330,-1,-1
910490,910500,2|17103,-1,-1
910500,910510,1|60340,-1,-1
910510,910520,1|60350,PlayBgm|event:/GameBgm/MusicBook-Burried History,-1
910520,910530,1|60360,-1,-1
910530,910540,2|103,-1,-1
910540,910550,1|60370,-1,-1
910550,910551,2|17103,-1,-1
910551,910560,1|60380,-1,-1
910560,910580,1|60390,-1,-1
910580,910590,2|13903,-1,-1
910590,910600,1|60400,-1,-1
910600,910610,2|103,-1,-1
910610,910620,1|60410,-1,-1
910620,910630,2|11903,-1,-1
910630,910640,1|60420,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/animal-cat-meow,-1
910640,910650,2|103,-1,-1
910650,910660,1|60430,-1,-1
910660,910670,2|11903,-1,-1
910670,910680,1|60440,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/animal-cat-meow,-1
910680,910690,2|17103,-1,-1
910690,910700,1|60450,-1,-1
910700,910710,2|103,-1,-1
910710,910720,1|60460,-1,-1
910720,910730,2|17103,-1,-1
910730,910740,1|60470,-1,-1
910740,910750,2|4403,-1,-1
910750,910760,1|60480,-1,-1
910760,910770,2|17103,-1,-1
910770,910771,1|60490,-1,-1
910771,910780,1|60491,-1,-1
910780,910790,2|103,-1,-1
910790,910800,1|60500,-1,-1
910800,910810,2|17103,-1,-1
910810,910820,1|60510,-1,-1
910820,910830,2|103,-1,-1
910830,910840,1|60520,-1,-1
910840,910850,2|17103,-1,-1
910850,910860,1|60530,StopBgm|event:/GameBgm/MusicBook-Burried History|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/devil-bug,-1
910860,910870,2|103,-1,-1
910870,910880,1|60540,-1,-1
910880,910890,2|17103,-1,-1
910890,-1,1|60550,-1,-1
915010,915020,2|80197,-1,91.0
915020,915030,2|17103,PlayBgm|event:/GameBgm/MusicBook-The Moon|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/amb-desert-sand-wind,-1
915030,915040,1|60570,-1,-1
915040,915050,2|103,-1,-1
915050,915060,1|60580,-1,-1
915060,915070,2|17103,-1,-1
915070,915080,1|60590,-1,-1
915080,915090,2|103,-1,-1
915090,915100,1|60600,-1,-1
915100,915110,1|60610,-1,-1
915110,915111,1|60611,-1,-1
915111,915120,2|17103,-1,-1
915120,915130,1|60620,-1,-1
915130,915140,2|103,-1,-1
915140,915150,1|60630,-1,-1
915150,915160,2|17103,-1,-1
915160,915170,1|60640,-1,-1
915170,915180,2|14603,-1,-1
915180,915190,1|60641,-1,-1
915190,915200,2|17103,-1,-1
915200,915210,1|60642,-1,-1
915210,915220,2|14603,-1,-1
915220,915230,1|60643,-1,-1
915230,915240,2|17103,-1,-1
915240,915250,1|60650,-1,-1
915250,915260,2|103,-1,-1
915260,915270,1|60651,-1,-1
915270,915280,2|17103,-1,-1
915280,915290,1|60660,-1,-1
915290,915300,2|14603,-1,-1
915300,915310,1|60661,-1,-1
915310,915320,2|17103,-1,-1
915320,915330,1|60670,-1,-1
915330,915340,2|14603,-1,-1
915340,915350,1|60671,-1,-1
915350,915360,2|103,-1,-1
915360,915370,1|60680,-1,-1
915370,915380,2|303,-1,-1
915380,915390,1|60690,-1,-1
915390,915400,2|103,-1,-1
915400,915410,1|60700,-1,-1
915410,915420,2|14603,-1,-1
915420,915430,1|60710,-1,-1
915430,915440,2|17103,-1,-1
915440,915450,1|60720,-1,-1
915450,915460,1|60730,-1,-1
915460,915470,2|14603,-1,-1
915470,915480,1|60740,-1,-1
915480,915490,2|17103,-1,-1
915490,915500,1|60750,-1,-1
915500,915510,1|60760,-1,-1
915510,915520,2|103,-1,-1
915520,-1,1|60770,-1,-1
920010,920020,2|80197,-1,92.0
920020,920030,2|103,PlayBgm|event:/GameBgm/MusicBook-Burried History|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/amb-desert-sand-wind,-1
920030,920040,1|60790,-1,-1
920040,920050,1|60800,-1,-1
920050,920060,2|17103,-1,-1
920060,920070,1|60810,-1,-1
920070,920080,2|103,-1,-1
920080,920090,1|60820,-1,-1
920090,920100,2|17103,-1,-1
920100,920110,1|60830,-1,-1
920110,920120,2|103,-1,-1
920120,920130,1|60840,-1,-1
920130,920140,2|14603,-1,-1
920140,920150,1|60850,-1,-1
920150,920160,2|103,-1,-1
920160,920170,1|60860,-1,-1
920170,920171,1|60861,-1,-1
920171,920180,2|14603,-1,-1
920180,920190,1|60870,-1,-1
920190,920200,2|17103,-1,-1
920200,920210,1|60880,-1,-1
920210,920220,2|103,-1,-1
920220,920230,1|60890,-1,-1
920230,920240,2|17103,-1,-1
920240,920250,1|60900,-1,-1
920250,920260,2|14603,-1,-1
920260,920270,1|60910,-1,-1
920270,920280,2|103,-1,-1
920280,920290,1|60920,-1,-1
920290,920300,2|17103,-1,-1
920300,920310,1|60930,-1,-1
920310,920320,1|60940,-1,-1
920320,920330,2|303,-1,-1
920330,920340,1|60950,-1,-1
920340,920350,2|17103,-1,-1
920350,920360,1|60960,-1,-1
920360,920370,2|303,-1,-1
920370,920380,1|60970,-1,-1
920380,920390,2|17103,-1,-1
920390,920400,1|60980,-1,-1
920400,920410,1|60990,-1,-1
920410,920420,2|14603,-1,-1
920420,920430,1|61000,-1,-1
920430,920440,2|17103,-1,-1
920440,920450,1|61010,-1,-1
920450,920460,2|103,-1,-1
920460,920470,1|61020,-1,-1
920470,920480,2|303,-1,-1
920480,920490,1|61030,-1,-1
920490,920500,2|17103,-1,-1
920500,920510,1|61040,-1,-1
920510,920520,2|103,-1,-1
920520,920530,1|61050,-1,-1
920530,920540,2|17103,-1,-1
920540,920550,1|61060,-1,-1
920550,920560,2|303,-1,-1
920560,920570,1|61070,-1,-1
920570,920580,2|17103,-1,-1
920580,920590,1|61080,-1,-1
920590,920600,1|61090,-1,-1
920600,920601,2|103,-1,-1
920601,920610,1|61100,-1,-1
920610,-1,1|61101,-1,-1
925010,925020,2|80198,-1,92.0
925020,925030,2|103,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/amb-desert-sand-wind,-1
925030,925040,1|61120,-1,-1
925040,925050,2|14603,-1,-1
925050,925060,1|61130,-1,-1
925060,925070,1|61140,-1,-1
925070,925080,2|103,-1,-1
925080,925090,1|61150,-1,-1
925090,925100,2|303,-1,-1
925100,925110,1|61160,-1,-1
925110,925120,2|11903,-1,-1
925120,925130,1|61170,-1,-1
925130,925140,2|103,-1,-1
925140,925150,1|61180,-1,-1
925150,925160,2|104,-1,-1
925160,-1,1|61190,-1,-1
940010,940020,2|80198,-1,94.0
940020,940030,1|61210,PlayBgm|event:/GameBgm/MusicBook-Beware|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/amb-desert-sand-wind,-1
940030,940040,2|103,-1,-1
940040,940050,1|61220,-1,-1
940050,940060,2|303,-1,-1
940060,940070,1|61230,-1,-1
940070,940080,2|305,-1,-1
940080,940090,1|61240,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/earthquake,-1
940090,940100,1|61250,-1,-1
940100,940110,2|11803,-1,-1
940110,940120,1|61260,-1,-1
940120,940130,2|103,-1,-1
940130,940140,1|61270,-1,-1
940140,940150,2|14603,-1,-1
940150,940160,1|61280,-1,-1
940160,940170,2|103,-1,-1
940170,940180,1|61290,-1,-1
940180,940190,2|303,-1,-1
940190,940200,1|61300,-1,-1
940200,940210,2|305,-1,-1
940210,940220,1|61310,-1,-1
940220,940230,2|17103,-1,-1
940230,940240,1|61320,-1,-1
940240,940250,2|17105,-1,-1
940250,940251,1|61330,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/sandstorm,-1
940251,940260,2|40002,-1,-1
940260,940270,1|61340,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/magic-cast|;|SetEventParamByPath|event:/GameEffect/BackgroundEffect/chapter-9/sandstorm|IsBlocked|1|;,-1
940270,940280,1|61350,-1,-1
940280,940290,2|14603,-1,-1
940290,940300,1|61360,-1,-1
940300,940310,2|14604,-1,-1
940310,940320,1|61370,-1,-1
940320,940321,1|61371,StopByPath|event:/GameEffect/BackgroundEffect/chapter-9/sandstorm,-1
940321,940330,2|103,-1,-1
940330,940340,1|61380,-1,-1
940340,940350,2|14603,-1,-1
940350,940360,1|61390,-1,-1
940360,940370,2|103,-1,-1
940370,940380,1|61400,-1,-1
940380,940390,2|303,-1,-1
940390,940400,1|61410,-1,-1
940400,940410,2|103,-1,-1
940410,940420,1|61420,-1,-1
940420,940430,2|303,-1,-1
940430,940440,1|61430,-1,-1
940440,940450,2|17103,-1,-1
940450,940460,1|61440,-1,-1
940460,940470,2|17105,-1,-1
940470,940480,1|61450,-1,-1
940480,940490,2|4403,-1,-1
940490,940500,1|61460,-1,-1
940500,940510,2|103,-1,-1
940510,940520,1|61470,-1,-1
940520,940530,2|4403,-1,-1
940530,940540,1|61480,-1,-1
940540,940550,2|14603,-1,-1
940550,940560,1|61490,-1,-1
940560,940570,1|61500,-1,-1
940570,940580,2|103,-1,-1
940580,940590,1|61510,-1,-1
940590,940600,2|104,-1,-1
940600,940601,1|61520,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/monster-mosquito-drone,-1
940601,940610,2|50001,-1,-1
940610,940620,2|14603,-1,-1
940620,940630,1|61530,-1,-1
940630,940640,2|14604,-1,-1
940640,940650,1|61540,-1,-1
940650,940651,2|18203,-1,-1
940651,940660,1|61550,-1,-1
940660,940670,2|14603,-1,-1
940670,940680,1|61560,-1,-1
940680,940690,2|18203,-1,-1
940690,-1,1|61570,-1,-1
945010,945020,2|80198,-1,94.0
945020,945030,1|61590,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/chapter-9/amb-desert-sand-wind,-1
945030,945040,2|14603,-1,-1
945040,945050,1|61600,-1,-1
945050,945060,2|303,-1,-1
945060,945070,1|61610,-1,-1
945070,945080,2|14603,-1,-1
945080,945090,1|61620,-1,-1
945090,945100,2|103,-1,-1
945100,945110,1|61630,-1,-1
945110,945120,2|17103,-1,-1
945120,945130,1|61640,-1,-1
945130,945140,2|103,-1,-1
945140,945150,1|61650,-1,-1
945150,945160,2|17103,-1,-1
945160,945170,1|61660,-1,-1
945170,945180,2|14603,-1,-1
945180,945190,1|61670,-1,-1
945190,-1,1|61680,-1,-1
960010,960020,2|80198,-1,96.0
