唯一id,关卡id,敌人id,最终生命,最终攻击,最终防御,神火,擦弹分,死亡分数,光防,暗防,混防
753,110402,10042020,31503,6361,2210,0.07|2,15,15751,1000,1000,1000
754,110402,10031010,6563,6361,2210,0.07|2,3,3281,1000,1000,1000
755,110402,10102010,1575126,7158,2210,0.2|5,78,787563,750,1000,2000
756,110403,10042010,45345,6606,2295,0.07|2,22,22672,1000,1000,1000
757,110403,10031010,5290,6606,2295,0.07|2,2,2645,1000,1000,1000
758,110403,10102001,6046,6606,2295,0.07|2,3,3023,2000,750,1000
759,110403,10042020,25695,6606,2295,0.07|2,12,12847,1000,1000,1000
760,110403,10034010,1133618,6606,2295,0.07|2,566,566809,2000,750,1000
761,110404,10043020,529022,6606,2295,0.07|2,264,264511,2000,750,1000
762,110404,10104001,6046,6606,2295,0.07|2,3,3023,2000,750,1000
763,110404,10102001,6046,6606,2295,0.07|2,3,3023,2000,750,1000
764,110404,10031010,6046,6606,2295,0.07|2,3,3023,1000,1000,1000
765,110404,10102009,1813788,7433,2295,0.2|5,90,906894,2000,750,1000
766,110404,10034010,1133618,6606,2295,0.07|2,566,566809,2000,750,1000
767,110405,10042010,29006,6732,2337,0.07|2,14,14503,1000,1000,1000
768,110405,10031010,6825,6732,2337,0.07|2,3,3412,1000,1000,1000
769,110405,10042020,20475,6732,2337,0.07|2,10,10237,1000,1000,1000
770,110405,10043020,597177,6732,2337,0.07|2,298,298588,2000,750,1000
771,110405,10034010,1279665,6732,2337,0.07|2,639,639832,2000,750,1000
772,110406,10031010,6825,6732,2337,0.07|2,3,3412,1000,1000,1000
773,110406,10104001,6825,6732,2337,0.07|2,3,3412,2000,750,1000
774,110406,10102001,6825,6732,2337,0.07|2,3,3412,2000,750,1000
775,110406,10042010,51187,6732,2337,0.07|2,25,25593,1000,1000,1000
776,110406,10043020,597177,6732,2337,0.07|2,298,298588,2000,750,1000
777,110406,10102004,6825,6732,2337,0.07|2,3,3412,750,1000,2000
778,110406,10102008,2047464,7574,2337,0.2|5,102,1023732,2000,750,1000
779,110407,10042010,22174,6854,2381,0.07|2,11,11087,1000,1000,1000
780,110407,10031010,5544,6854,2381,0.07|2,2,2772,1000,1000,1000
781,110407,10043010,461963,6854,2381,0.07|2,230,230981,2000,750,1000
782,110407,10042020,18479,6854,2381,0.07|2,9,9239,1000,1000,1000
783,110407,10034010,1385888,6854,2381,0.07|2,692,692944,2000,750,1000
784,110408,10042020,73914,6854,2381,0.07|2,36,36957,1000,1000,1000
785,110408,10102001,7391,6854,2381,0.07|2,3,3695,2000,750,1000
786,110408,10104001,7391,6854,2381,0.07|2,3,3695,2000,750,1000
787,110408,10031010,7391,6854,2381,0.07|2,3,3695,1000,1000,1000
788,110408,10043010,646748,6854,2381,0.07|2,323,323374,2000,750,1000
789,110408,20304015,184785,6854,2381,-1,92,92392,1000,1000,1000
790,110408,10102030,8315325,4570,2381,0.2|10,83,4157662,2000,750,1000
791,110408,10102032,9239,6854,2381,0.07|2,4,4619,2000,750,1000
792,110408,10102031,18479,6854,2381,0.07|2,9,9239,2000,750,1000
793,110501,10051020,8182,7733,2685,0.07|2,4,4091,1000,1000,1000
794,110501,10052010,61368,7733,2685,0.07|2,30,30684,1000,1000,1000
795,110501,10053010,386389,7733,2685,0.07|2,193,193194,750,1000,2000
796,110501,10051030,8182,7733,2685,0.07|2,4,4091,1000,1000,1000
797,110501,10054020,1545555,7733,2685,0.07|2,772,772777,750,1000,2000
798,110502,10051020,8182,7733,2685,0.07|2,4,4091,1000,1000,1000
799,110502,10052010,61368,7733,2685,0.07|2,30,30684,1000,1000,1000
800,110502,10053020,386389,7733,2685,0.07|2,193,193194,750,1000,2000
801,110502,10103012,2045588,8699,2685,0.2|5,102,1022794,750,1000,2000
802,110503,10051020,8182,7733,2685,0.07|2,4,4091,1000,1000,1000
803,110503,10052010,61368,7733,2685,0.07|2,30,30684,1000,1000,1000
804,110503,10053010,386389,7733,2685,0.07|2,193,193194,750,1000,2000
805,110503,10054020,1545555,7733,2685,0.07|2,772,772777,750,1000,2000
806,110504,10051020,8182,7733,2685,0.07|2,4,4091,1000,1000,1000
807,110504,10052010,56822,7733,2685,0.07|2,28,28411,1000,1000,1000
808,110504,10053030,386389,7733,2685,0.07|2,193,193194,750,1000,2000
809,110504,10103008,2045588,8699,2685,0.2|5,102,1022794,2000,750,1000
810,110505,10051010,8182,7733,2685,0.07|2,4,4091,1000,1000,1000
811,110505,10052020,61368,7733,2685,0.07|2,30,30684,1000,1000,1000
812,110505,10051030,8182,7733,2685,0.07|2,4,4091,1000,1000,1000
813,110505,10053020,409118,7733,2685,0.07|2,204,204559,750,1000,2000
814,110505,10054010,1545555,7733,2685,0.07|2,772,772777,750,1000,2000
815,110506,10051010,8182,7733,2685,0.07|2,4,4091,1000,1000,1000
816,110506,10052020,61368,7733,2685,0.07|2,30,30684,1000,1000,1000
817,110506,10053010,409118,7733,2685,0.07|2,204,204559,750,1000,2000
818,110506,10103013,2045588,8699,2685,0.2|5,102,1022794,750,1000,2000
819,110507,10051010,8182,7733,2685,0.07|2,4,4091,1000,1000,1000
820,110507,10052020,61368,7733,2685,0.07|2,30,30684,1000,1000,1000
821,110507,10053020,409118,7733,2685,0.07|2,204,204559,750,1000,2000
822,110507,10054010,1545555,7733,2685,0.07|2,772,772777,750,1000,2000
823,110508,10103010,8182350,6444,2685,0.2|10,81,4091175,750,1000,2000
824,110508,10103015,227288,7733,2685,0.07|2,113,113644,1000,1000,1000
825,110601,10051020,13637,7733,2685,0.07|2,6,6818,1000,1000,1000
826,110601,10051010,13637,7733,2685,0.07|2,6,6818,1000,1000,1000
827,110601,10052010,81824,7733,2685,0.07|2,40,40912,1000,1000,1000
828,110601,10053010,409118,7733,2685,0.07|2,204,204559,750,1000,2000
829,110601,10064020,1090980,7733,2685,0.07|2,545,545490,1000,1000,1000
830,110602,10051030,13637,7733,2685,0.07|2,6,6818,1000,1000,1000
831,110602,10051020,13637,7733,2685,0.07|2,6,6818,1000,1000,1000
832,110602,10052010,81824,7733,2685,0.07|2,40,40912,1000,1000,1000
833,110602,10051010,13637,7733,2685,0.07|2,6,6818,1000,1000,1000
834,110602,10064010,1090980,7733,2685,0.07|2,545,545490,750,1000,2000
835,110603,10051030,15160,7859,2729,0.07|2,7,7580,1000,1000,1000
836,110603,10052010,90962,7859,2729,0.07|2,45,45481,1000,1000,1000
837,110603,10051020,15160,7859,2729,0.07|2,7,7580,1000,1000,1000
838,110603,10053010,454810,7859,2729,0.07|2,227,227405,750,1000,2000
839,110603,10103008,1819238,8843,2729,0.2|5,90,909619,2000,750,1000
840,110604,10051010,15160,7859,2729,0.07|2,7,7580,1000,1000,1000
841,110604,10052010,90962,7859,2729,0.07|2,45,45481,1000,1000,1000
842,110604,10052020,90962,7859,2729,0.07|2,45,45481,1000,1000,1000
843,110604,10062010,27289,7859,2729,0.07|2,13,13644,750,1000,2000
844,110604,10062020,27289,7859,2729,0.07|2,13,13644,750,1000,2000
845,110604,10103011,1819238,8843,2729,0.2|5,90,909619,750,1000,2000
846,110605,10051010,19557,7985,2772,0.07|2,9,9778,1000,1000,1000
847,110605,10052020,114085,7985,2772,0.07|2,57,57042,1000,1000,1000
848,110605,10051030,19557,7985,2772,0.07|2,9,9778,1000,1000,1000
849,110605,10051020,19557,7985,2772,0.07|2,9,9778,1000,1000,1000
850,110605,10053010,537828,7985,2772,0.07|2,268,268914,750,1000,2000
851,110605,10062010,32596,7985,2772,0.07|2,16,16298,750,1000,2000
852,110605,10062020,32596,7985,2772,0.07|2,16,16298,750,1000,2000
853,110605,10064020,1955740,7985,2772,0.07|2,977,977870,1000,1000,1000
854,110606,10051010,19557,7985,2772,0.07|2,9,9778,1000,1000,1000
855,110606,10052020,114085,7985,2772,0.07|2,57,57042,1000,1000,1000
856,110606,10051030,19557,7985,2772,0.07|2,9,9778,1000,1000,1000
857,110606,10053010,537828,7985,2772,0.07|2,268,268914,750,1000,2000
858,110606,10103014,1955740,8983,2772,0.2|5,97,977870,750,1000,2000
859,110607,10051010,19557,7985,2772,0.07|2,9,9778,1000,1000,1000
860,110607,10052020,114085,7985,2772,0.07|2,57,57042,1000,1000,1000
861,110607,10051020,19557,7985,2772,0.07|2,9,9778,1000,1000,1000
862,110607,10053020,537828,7985,2772,0.07|2,268,268914,750,1000,2000
863,110607,10064010,1792761,7985,2772,0.07|2,896,896380,750,1000,2000
864,110608,10103020,13201242,9981,2772,0.2|10,132,6600621,2000,750,1000
865,110701,10071010,14261,7985,2772,0.07|2,7,7130,1000,1000,1000
866,110701,10071020,14261,7985,2772,0.07|2,7,7130,1000,1000,1000
867,110701,10032020,36670,7985,2772,0.07|2,18,18335,1000,1000,1000
868,110701,10062010,30558,7985,2772,0.07|2,15,15279,750,1000,2000
869,110701,10062020,30558,7985,2772,0.07|2,15,15279,750,1000,2000
870,110701,10032010,36670,7985,2772,0.07|2,18,18335,1000,1000,1000
871,110701,10053010,509307,7985,2772,0.07|2,254,254653,750,1000,2000
872,110701,10102004,14261,7985,2772,0.07|2,7,7130,750,1000,2000
873,110701,10054010,1629783,7985,2772,0.07|2,814,814891,750,1000,2000
874,110702,10071020,14261,7985,2772,0.07|2,7,7130,1000,1000,1000
875,110702,10071010,14261,7985,2772,0.07|2,7,7130,1000,1000,1000
876,110702,10032010,36670,7985,2772,0.07|2,18,18335,1000,1000,1000
877,110702,10062010,30558,7985,2772,0.07|2,15,15279,750,1000,2000
878,110702,10062020,30558,7985,2772,0.07|2,15,15279,750,1000,2000
879,110702,10102004,14261,7985,2772,0.07|2,7,7130,750,1000,2000
880,110702,10032020,36670,7985,2772,0.07|2,18,18335,1000,1000,1000
881,110702,10103012,1100104,8983,2772,0.2|5,55,550052,750,1000,2000
882,110702,10103014,1100104,8983,2772,0.2|5,55,550052,750,1000,2000
883,110703,10103040,12834541,10646,2772,0.2|5,128,6417270,1000,2000,750
884,110704,10071020,14261,7985,2772,0.07|2,7,7130,1000,1000,1000
885,110704,10071010,14261,7985,2772,0.07|2,7,7130,1000,1000,1000
886,110704,10032020,36670,7985,2772,0.07|2,18,18335,1000,1000,1000
887,110704,10102004,14261,7985,2772,0.07|2,7,7130,750,1000,2000
888,110704,10032010,36670,7985,2772,0.07|2,18,18335,1000,1000,1000
889,110704,10053020,509307,7985,2772,0.07|2,254,254653,750,1000,2000
890,110704,10103009,3055843,9482,2772,0.2|5,152,1527921,750,1000,2000
891,110705,10071020,15863,8107,2816,0.07|2,7,7931,1000,1000,1000
892,110705,10071010,15863,8107,2816,0.07|2,7,7931,1000,1000,1000
893,110705,10102004,15863,8107,2816,0.07|2,7,7931,750,1000,2000
894,110705,10032020,40791,8107,2816,0.07|2,20,20395,1000,1000,1000
895,110705,10032010,40791,8107,2816,0.07|2,20,20395,1000,1000,1000
896,110705,10062010,33992,8107,2816,0.07|2,16,16996,750,1000,2000
897,110705,10054010,1812924,8107,2816,0.07|2,906,906462,750,1000,2000
898,110706,10102004,15863,8107,2816,0.07|2,7,7931,750,1000,2000
899,110706,10071010,15863,8107,2816,0.07|2,7,7931,1000,1000,1000
900,110706,10071020,15863,8107,2816,0.07|2,7,7931,1000,1000,1000
901,110706,10032010,40791,8107,2816,0.07|2,20,20395,1000,1000,1000
902,110706,10062010,33992,8107,2816,0.07|2,16,16996,750,1000,2000
903,110706,10062020,33992,8107,2816,0.07|2,16,16996,750,1000,2000
904,110706,10032020,40791,8107,2816,0.07|2,20,20395,1000,1000,1000
905,110706,10073010,566539,8107,2816,0.07|2,283,283269,750,1000,2000
906,110706,10103011,3399233,9627,2816,0.2|5,169,1699616,750,1000,2000
907,110707,10032010,40791,8107,2816,0.07|2,20,20395,1000,1000,1000
908,110707,10071010,15863,8107,2816,0.07|2,7,7931,1000,1000,1000
909,110707,10071020,15863,8107,2816,0.07|2,7,7931,1000,1000,1000
910,110707,10032020,40791,8107,2816,0.07|2,20,20395,1000,1000,1000
911,110707,10053020,566539,8107,2816,0.07|2,283,283269,750,1000,2000
912,110707,10062010,33992,8107,2816,0.07|2,16,16996,750,1000,2000
913,110707,10102004,15863,8107,2816,0.07|2,7,7931,750,1000,2000
914,110707,10054020,1812924,8107,2816,0.07|2,906,906462,750,1000,2000
915,110708,10103030,13257007,10134,2816,0.2|10,132,6628503,2000,750,1000
916,110801,10082010,90646,8107,2816,0.07|2,45,45323,2000,750,1000
917,110801,10081010,13597,8107,2816,0.07|2,6,6798,1000,1000,1000
918,110801,10081020,13597,8107,2816,0.07|2,6,6798,1000,1000,1000
919,110801,10081030,13597,8107,2816,0.07|2,6,6798,1000,1000,1000
920,110801,10083010,566539,8107,2816,0.07|2,283,283269,1000,1000,1000
921,110801,10083020,566539,8107,2816,0.07|2,283,283269,1000,1000,1000
922,110801,10084010,1586309,8107,2816,0.07|2,793,793154,1000,1000,1000
923,110802,10082010,90646,8107,2816,0.07|2,45,45323,2000,750,1000
924,110802,10081020,13597,8107,2816,0.07|2,6,6798,1000,1000,1000
925,110802,10082020,113308,8107,2816,0.07|2,56,56654,2000,750,1000
926,110802,10083020,566539,8107,2816,0.07|2,283,283269,1000,1000,1000
927,110802,10081030,13597,8107,2816,0.07|2,6,6798,1000,1000,1000
928,110802,10081010,13597,8107,2816,0.07|2,6,6798,1000,1000,1000
929,110802,10104011,3399233,10134,2816,0.2|5,169,1699616,2000,750,1000
930,110803,10082010,137640,8237,2859,0.07|2,68,68820,2000,750,1000
931,110803,10083010,625635,8237,2859,0.07|2,312,312817,1000,1000,1000
932,110803,10081010,15015,8237,2859,0.07|2,7,7507,1000,1000,1000
933,110803,10081030,15015,8237,2859,0.07|2,7,7507,1000,1000,1000
934,110803,10082020,137640,8237,2859,0.07|2,68,68820,2000,750,1000
935,110803,10081020,15015,8237,2859,0.07|2,7,7507,1000,1000,1000
936,110803,10083020,625635,8237,2859,0.07|2,312,312817,1000,1000,1000
937,110803,10084010,1751778,8237,2859,0.07|2,875,875889,1000,1000,1000
938,110804,10081030,15015,8237,2859,0.07|2,7,7507,1000,1000,1000
939,110804,10081010,15015,8237,2859,0.07|2,7,7507,1000,1000,1000
940,110804,10082020,137640,8237,2859,0.07|2,68,68820,2000,750,1000
941,110804,10083010,625635,8237,2859,0.07|2,312,312817,1000,1000,1000
942,110804,10082010,137640,8237,2859,0.07|2,68,68820,2000,750,1000
943,110804,10081020,15015,8237,2859,0.07|2,7,7507,1000,1000,1000
944,110804,10104009,3753810,10296,2859,0.2|5,187,1876905,2000,750,1000
945,110805,10081010,15015,8237,2859,0.07|2,7,7507,1000,1000,1000
946,110805,10082010,145147,8237,2859,0.07|2,72,72573,2000,750,1000
947,110805,10081020,15015,8237,2859,0.07|2,7,7507,1000,1000,1000
948,110805,10081030,15015,8237,2859,0.07|2,7,7507,1000,1000,1000
949,110805,10083010,650660,8237,2859,0.07|2,325,325330,1000,1000,1000
950,110805,10082020,145147,8237,2859,0.07|2,72,72573,2000,750,1000
951,110805,10083020,650660,8237,2859,0.07|2,325,325330,1000,1000,1000
952,110805,10084020,1801829,8237,2859,0.07|2,900,900914,1000,1000,1000
953,110806,10081030,21754,9889,3435,0.07|2,10,10877,1000,1000,1000
954,110806,10081010,21754,9889,3435,0.07|2,10,10877,1000,1000,1000
955,110806,10082010,186465,9889,3435,0.07|2,93,93232,2000,750,1000
956,110806,10081020,21754,9889,3435,0.07|2,10,10877,1000,1000,1000
957,110806,10082020,186465,9889,3435,0.07|2,93,93232,2000,750,1000
958,110806,10104011,4661634,12363,3435,0.2|5,233,2330817,2000,750,1000
959,110807,10081020,21754,9889,3435,0.07|2,10,10877,1000,1000,1000
960,110807,10083010,870172,9889,3435,0.07|2,435,435086,1000,1000,1000
961,110807,10083020,870172,9889,3435,0.07|2,435,435086,1000,1000,1000
962,110807,10081030,21754,9889,3435,0.07|2,10,10877,1000,1000,1000
963,110807,10081010,21754,9889,3435,0.07|2,10,10877,1000,1000,1000
964,110807,10082010,186465,9889,3435,0.07|2,93,93232,2000,750,1000
965,110807,10082020,186465,9889,3435,0.07|2,93,93232,2000,750,1000
966,110807,10084020,2486205,9889,3435,0.07|2,1243,1243102,1000,1000,1000
967,110808,10104030,19578864,13186,3435,0.2|10,195,9789432,2000,750,1000
968,110808,10104031,264159,9889,3435,0.07|2,132,132079,2000,750,1000
969,110808,10104032,62155,9889,3435,0.07|2,31,31077,2000,750,1000
970,110901,10092020,219504,10019,3479,0.07|2,109,109752,2000,750,1000
971,110901,10091010,25609,10019,3479,0.07|2,12,12804,1000,1000,1000
972,110901,10091030,25609,10019,3479,0.07|2,12,12804,1000,1000,1000
973,110901,10092010,219504,10019,3479,0.07|2,109,109752,2000,750,1000
974,110901,10091020,25609,10019,3479,0.07|2,12,12804,1000,1000,1000
975,110901,10093010,1353609,10019,3479,0.07|2,676,676804,1000,1000,1000
976,110901,10094020,3109643,10019,3479,0.07|2,1554,1554821,1000,1000,1000
977,110902,10092010,226821,10019,3479,0.07|2,113,113410,2000,750,1000
978,110902,10092020,226821,10019,3479,0.07|2,113,113410,2000,750,1000
979,110902,10091010,25609,10019,3479,0.07|2,12,12804,1000,1000,1000
980,110902,10091030,25609,10019,3479,0.07|2,12,12804,1000,1000,1000
981,110902,10091020,25609,10019,3479,0.07|2,12,12804,1000,1000,1000
982,110902,10093010,1390194,10019,3479,0.07|2,695,695097,1000,1000,1000
983,110902,10104009,6036367,12525,3479,0.2|5,301,3018183,2000,750,1000
984,110903,10092010,243007,10336,3590,0.07|2,121,121503,2000,750,1000
985,110903,10091010,27001,10336,3590,0.07|2,13,13500,1000,1000,1000
986,110903,10091030,27001,10336,3590,0.07|2,13,13500,1000,1000,1000
987,110903,10093010,1350040,10336,3590,0.07|2,675,675020,1000,1000,1000
988,110903,10092020,243007,10336,3590,0.07|2,121,121503,2000,750,1000
989,110903,10091020,27001,10336,3590,0.07|2,13,13500,1000,1000,1000
990,110903,10094020,3278668,10336,3590,0.07|2,1639,1639334,1000,1000,1000
991,110904,10091030,27001,10336,3590,0.07|2,13,13500,1000,1000,1000
992,110904,10091010,27001,10336,3590,0.07|2,13,13500,1000,1000,1000
993,110904,10092020,250722,10336,3590,0.07|2,125,125361,2000,750,1000
994,110904,10091020,27001,10336,3590,0.07|2,13,13500,1000,1000,1000
995,110904,10092010,250722,10336,3590,0.07|2,125,125361,2000,750,1000
996,110904,10093020,1350040,10336,3590,0.07|2,675,675020,1000,1000,1000
997,110904,10104010,6364472,11629,3590,0.2|5,318,3182236,2000,750,1000
998,110905,10092020,266303,10400,3611,0.07|2,133,133151,2000,750,1000
999,110905,10092010,266303,10400,3611,0.07|2,133,133151,2000,750,1000
1000,110905,10091010,28679,10400,3611,0.07|2,14,14339,1000,1000,1000
1001,110905,10091030,28679,10400,3611,0.07|2,14,14339,1000,1000,1000
1002,110905,10091020,28679,10400,3611,0.07|2,14,14339,1000,1000,1000
1003,110905,10093020,1433939,10400,3611,0.07|2,716,716969,1000,1000,1000
1004,110905,10094010,3687271,10400,3611,0.07|2,1843,1843635,2000,750,1000
1005,110906,10091030,28679,10400,3611,0.07|2,14,14339,1000,1000,1000
1006,110906,10092010,266303,10400,3611,0.07|2,133,133151,2000,750,1000
1007,110906,10092020,266303,10400,3611,0.07|2,133,133151,2000,750,1000
1008,110906,10091020,28679,10400,3611,0.07|2,14,14339,1000,1000,1000
1009,110906,10093020,1433939,10400,3611,0.07|2,716,716969,1000,1000,1000
1010,110906,10104008,7374542,11702,3611,0.2|5,368,3687271,750,1000,2000
1011,110907,10092020,274453,10462,3633,0.07|2,137,137226,2000,750,1000
1012,110907,10092010,274453,10462,3633,0.07|2,137,137226,2000,750,1000
1013,110907,10091010,29556,10462,3633,0.07|2,14,14778,1000,1000,1000
1014,110907,10091030,29556,10462,3633,0.07|2,14,14778,1000,1000,1000
1015,110907,10091020,29556,10462,3633,0.07|2,14,14778,1000,1000,1000
1016,110907,10093020,1266707,10462,3633,0.07|2,633,633353,1000,1000,1000
1017,110907,10093010,1266707,10462,3633,0.07|2,633,633353,1000,1000,1000
1018,110907,10094010,3800120,10462,3633,0.07|2,1900,1900060,2000,750,1000
1019,110908,10104020,24320771,13949,3633,0.2|10,243,12160385,2000,750,1000
1020,111001,10101110,30451,10526,3656,0.07|2,15,15225,1000,1000,1000
1021,111001,10101120,30451,10526,3656,0.07|2,15,15225,1000,1000,1000
1022,111001,10102120,282755,10526,3656,0.07|2,141,141377,1000,1000,1000
1023,111001,10103120,1305025,10526,3656,0.07|2,652,652512,1000,1000,1000
1024,111001,10104120,3915076,10526,3656,0.07|2,1957,1957538,1000,1000,1000
1025,111002,10101110,21750,10526,3656,0.07|2,10,10875,1000,1000,1000
1026,111002,10101120,21750,10526,3656,0.07|2,10,10875,1000,1000,1000
1027,111002,10103120,1305025,10526,3656,0.07|2,652,652512,1000,1000,1000
1028,111002,10102120,165303,10526,3656,0.07|2,82,82651,1000,1000,1000
1029,111002,10105012,7830151,11842,3656,0.2|5,391,3915075,750,1000,2000
1030,111003,10101110,30451,10526,3656,0.07|2,15,15225,1000,1000,1000
1031,111003,10101120,30451,10526,3656,0.07|2,15,15225,1000,1000,1000
1032,111003,10102110,217504,10526,3656,0.07|2,108,108752,750,1000,2000
1033,111003,10103110,1305025,10526,3656,0.07|2,652,652512,750,1000,2000
1034,111003,10104110,3915076,10526,3656,0.07|2,1957,1957538,750,1000,2000
1035,111004,10101110,30451,10526,3656,0.07|2,15,15225,1000,1000,1000
1036,111004,10101120,30451,10526,3656,0.07|2,15,15225,1000,1000,1000
1037,111004,10102110,282755,10526,3656,0.07|2,141,141377,750,1000,2000
1038,111004,10103110,1305025,10526,3656,0.07|2,652,652512,750,1000,2000
1039,111004,10105009,7830151,11842,3656,0.2|5,391,3915075,750,1000,2000
1040,111005,10101120,33246,10656,3701,0.07|2,16,16623,1000,1000,1000
1041,111005,10102110,308709,10656,3701,0.07|2,154,154354,750,1000,2000
1042,111005,10101110,33246,10656,3701,0.07|2,16,16623,1000,1000,1000
1043,111005,10101130,33246,10656,3701,0.07|2,16,16623,1000,1000,1000
1044,111005,10103110,1424812,10656,3701,0.07|2,712,712406,750,1000,2000
1045,111005,10104110,4274435,10656,3701,0.07|2,2137,2137217,750,1000,2000
1046,111006,10102120,308709,10656,3701,0.07|2,154,154354,1000,1000,1000
1047,111006,10101110,33246,10656,3701,0.07|2,16,16623,1000,1000,1000
1048,111006,10101130,33246,10656,3701,0.07|2,16,16623,1000,1000,1000
1049,111006,10103120,1424812,10656,3701,0.07|2,712,712406,1000,1000,1000
1050,111006,10105008,8548870,11988,3701,0.2|5,427,4274435,750,1000,2000
1051,111007,10101130,33246,10656,3701,0.07|2,16,16623,1000,1000,1000
1052,111007,10101110,33246,10656,3701,0.07|2,16,16623,1000,1000,1000
1053,111007,10102120,308709,10656,3701,0.07|2,154,154354,1000,1000,1000
1054,111007,10103120,1424812,10656,3701,0.07|2,712,712406,1000,1000,1000
1055,111007,10101120,33246,10656,3701,0.07|2,16,16623,1000,1000,1000
1056,111007,10104120,4274435,10656,3701,0.07|2,2137,2137217,1000,1000,1000
1057,111008,10101130,33246,10656,3701,0.07|2,16,16623,1000,1000,1000
1058,111008,10104120,3799498,10656,3701,0.07|2,1899,1899749,1000,1000,1000
1059,111008,10105020,38469913,14208,3701,0.2|10,384,19234956,750,1000,2000
1060,111101,10112030,240136,12055,4568,0.07|2,120,120068,750,1000,2000
1061,111101,10111020,42024,12055,4568,0.07|2,21,21012,1000,1000,1000
1062,111101,10113020,1981121,12055,4568,0.07|2,990,990560,750,1000,2000
1063,111101,10114010,4802717,12055,4568,0.07|2,2401,2401358,750,1000,2000
1064,111102,10112030,300170,12055,4568,0.07|2,150,150085,750,1000,2000
1065,111102,10111010,42024,12055,4568,0.07|2,21,21012,1000,1000,1000
1066,111102,10113020,1981121,12055,4568,0.07|2,990,990560,750,1000,2000
1067,111102,10105011,10806113,14796,4568,0.2|5,540,5403056,750,1000,2000
1068,111103,10112030,420238,12055,4568,0.07|2,210,210119,750,1000,2000
1069,111103,10111010,42024,12055,4568,0.07|2,21,21012,1000,1000,1000
1070,111103,10113020,2401358,12055,4568,0.07|2,1200,1200679,750,1000,2000
1071,111103,10111020,42024,12055,4568,0.07|2,21,21012,1000,1000,1000
1072,111103,10114010,4802717,12055,4568,0.07|2,2401,2401358,750,1000,2000
1073,111104,10112030,420238,12055,4568,0.07|2,210,210119,750,1000,2000
1074,111104,10111010,42024,12055,4568,0.07|2,21,21012,1000,1000,1000
1075,111104,10111020,42024,12055,4568,0.07|2,21,21012,1000,1000,1000
1076,111104,10105010,12356971,15161,4679,0.2|5,617,6178485,750,1000,2000
1077,111105,10111010,48055,12352,4679,0.07|2,24,24027,1000,1000,1000
1078,111105,10111020,48055,12352,4679,0.07|2,24,24027,1000,1000,1000
1079,111105,10112020,240274,12352,4679,0.07|2,120,120137,1000,1000,1000
1080,111105,10113010,2059495,12352,4679,0.07|2,1029,1029747,1000,1000,1000
1081,111105,10112010,240274,12352,4679,0.07|2,120,120137,1000,1000,1000
1082,111105,10114030,5835236,12352,4679,0.07|2,2917,2917618,1000,1000,1000
1083,111106,10111010,48055,12352,4679,0.07|2,24,24027,1000,1000,1000
1084,111106,10112020,240274,12352,4679,0.07|2,120,120137,1000,1000,1000
1085,111106,10111020,48055,12352,4679,0.07|2,24,24027,1000,1000,1000
1086,111106,10113010,2059495,12352,4679,0.07|2,1029,1029747,1000,1000,1000
1087,111106,10105009,12356971,15161,4679,0.2|5,617,6178485,750,1000,2000
1088,111107,10111010,48055,12352,4679,0.07|2,24,24027,1000,1000,1000
1089,111107,10111020,48055,12352,4679,0.07|2,24,24027,1000,1000,1000
1090,111107,10112010,240274,12352,4679,0.07|2,120,120137,1000,1000,1000
1091,111107,10113010,2265445,12352,4679,0.07|2,1132,1132722,1000,1000,1000
1092,111107,10114020,5835236,12352,4679,0.07|2,2917,2917618,1000,1000,1000
1093,111108,10111010,48055,12352,4679,0.07|2,24,24027,1000,1000,1000
1094,111108,10112010,240274,12352,4679,0.07|2,120,120137,1000,1000,1000
1095,111108,10112020,240274,12352,4679,0.07|2,120,120137,1000,1000,1000
1096,111108,10111020,48055,12352,4679,0.07|2,24,24027,1000,1000,1000
1097,111108,10113010,2059495,12352,4679,0.07|2,1029,1029747,1000,1000,1000
1098,111108,10105030,55606370,16844,4679,0.2|10,556,27803185,750,1000,2000
1099,111108,10105031,68650,12352,4679,0.07|2,34,34325,750,1000,2000
1100,111108,10105035,109840,12352,4679,0.07|2,54,54920,750,1000,2000
1101,111108,10105034,109840,12352,4679,0.07|2,54,54920,750,1000,2000
1102,111108,10105032,34325,12352,4679,0.07|2,17,17162,750,1000,2000
1103,111108,10105033,617849,12352,4679,0.07|2,308,308924,750,1000,2000
1104,120101,10101007,3987,3798,1121,0.07|2,1,1993,1000,1000,1000
1105,120101,11012010,31895,3798,1121,0.07|2,15,15947,1000,1000,1000
1106,120101,10101016,3987,3798,1121,0.07|2,1,1993,1000,1000,1000
1107,120101,11012020,55816,3798,1121,0.07|2,27,27908,1000,1000,1000
1108,120101,11012030,191369,3798,1121,0.07|2,95,95684,1000,1000,1000
1109,120101,11011010,5582,3798,1121,0.07|2,2,2791,1000,1000,1000
1110,120101,11012050,637896,3798,1121,0.07|2,318,318948,1000,1000,1000
1111,120102,10101007,3987,3798,1121,0.07|2,1,1993,1000,1000,1000
1112,120102,10101016,3987,3798,1121,0.07|2,1,1993,1000,1000,1000
1113,120102,11011010,5582,3798,1121,0.07|2,2,2791,1000,1000,1000
1114,120102,11012010,31895,3798,1121,0.07|2,15,15947,1000,1000,1000
1115,120102,11012020,55816,3798,1121,0.07|2,27,27908,1000,1000,1000
