-- 
-- brief: This file is generated by the tool, please do not modify it.
-- 

local _configs = {
    [1] = {1, 100001, 10100002, 60, 122, 203, {0.07, 2}, 1, 30, 1000, 1000, 1000},
    [488] = {488, 101106, 10113010, 1716246, 9358, 2433, {0.07, 2}, 858, 858123, 1000, 1000, 1000},
    [489] = {489, 101106, 10105009, 10297476, 12353, 2433, {0.2, 5}, 514, 5148738, 952, 1000, 1052},
    [490] = {490, 101107, 10111010, 40046, 9358, 2433, {0.07, 2}, 20, 20023, 1000, 1000, 1000},
    [491] = {491, 101107, 10111020, 40046, 9358, 2433, {0.07, 2}, 20, 20023, 1000, 1000, 1000},
    [492] = {492, 101107, 10112010, 200229, 9358, 2433, {0.07, 2}, 100, 100114, 1000, 1000, 1000},
    [493] = {493, 101107, 10113010, 1887871, 9358, 2433, {0.07, 2}, 943, 943935, 1000, 1000, 1000},
    [494] = {494, 101107, 10114020, 4862697, 9358, 2433, {0.07, 2}, 2431, 2431348, 1000, 1000, 1000},
    [495] = {495, 101108, 10111010, 40046, 9358, 2433, {0.07, 2}, 20, 20023, 1000, 1000, 1000},
    [496] = {496, 101108, 10112010, 200229, 9358, 2433, {0.07, 2}, 100, 100114, 1000, 1000, 1000},
    [497] = {497, 101108, 10112020, 200229, 9358, 2433, {0.07, 2}, 100, 100114, 1000, 1000, 1000},
    [498] = {498, 101108, 10111020, 40046, 9358, 2433, {0.07, 2}, 20, 20023, 1000, 1000, 1000},
    [499] = {499, 101108, 10113010, 1716246, 9358, 2433, {0.07, 2}, 858, 858123, 1000, 1000, 1000},
    [500] = {500, 101108, 10105030, 51487380, 14972, 2433, {0.2, 1}, 514, 25743690, 952, 1000, 1052},
    [501] = {501, 101108, 10105031, 57208, 9358, 2433, {0.07, 2}, 28, 28604, 952, 1000, 1052},
    [502] = {502, 101108, 10105035, 91533, 9358, 2433, {0.07, 2}, 45, 45766, 952, 1000, 1052},
    [503] = {503, 101108, 10105034, 91533, 9358, 2433, {0.07, 2}, 45, 45766, 952, 1000, 1052},
    [504] = {504, 101108, 10105032, 28604, 9358, 2433, {0.07, 2}, 14, 14302, 952, 1000, 1052},
    [505] = {505, 101108, 10105033, 514874, 9358, 2433, {0.07, 2}, 257, 257437, 952, 1000, 1052},
    [506] = {506, 130101, 10101007, 1910, 2703, 638, {0.07, 2}, 1, 955, 1000, 1000, 1000},
    [507] = {507, 130101, 11012010, 15283, 2703, 638, {0.07, 2}, 7, 7641, 1000, 1000, 1000},
    [508] = {508, 130101, 10101016, 1910, 2703, 638, {0.07, 2}, 1, 955, 1000, 1000, 1000},
    [509] = {509, 130101, 11012020, 26746, 2703, 638, {0.07, 2}, 13, 13373, 1000, 1000, 1000},
    [510] = {510, 130101, 11012030, 91699, 2703, 638, {0.07, 2}, 45, 45849, 1000, 1000, 1000},
    [511] = {511, 130101, 11011010, 2675, 2703, 638, {0.07, 2}, 1, 1337, 1000, 1000, 1000},
    [512] = {512, 130101, 11012050, 458496, 2703, 638, {0.07, 2}, 229, 229248, 1000, 1000, 1000},
    [513] = {513, 130102, 10101007, 1910, 2703, 638, {0.07, 2}, 1, 955, 1000, 1000, 1000},
    [514] = {514, 130102, 10101016, 1910, 2703, 638, {0.07, 2}, 1, 955, 1000, 1000, 1000},
    [515] = {515, 130102, 11011010, 2675, 2703, 638, {0.07, 2}, 1, 1337, 1000, 1000, 1000},
    [516] = {516, 130102, 11012010, 15283, 2703, 638, {0.07, 2}, 7, 7641, 1000, 1000, 1000},
    [517] = {517, 130102, 11012020, 26746, 2703, 638, {0.07, 2}, 13, 13373, 1000, 1000, 1000},
    [518] = {518, 130102, 11012040, 95520, 2703, 638, {0.07, 2}, 47, 47760, 1000, 1000, 1000},
    [519] = {519, 130102, 11012050, 458496, 2703, 638, {0.07, 2}, 229, 229248, 1000, 1000, 1000},
    [520] = {520, 130103, 11003010, 4359636, 3672, 650, nil, 43, 2179818, 1000, 1000, 1000},
    [521] = {521, 130103, 11003011, 605505000, 3305, 650, nil, 30275, 302752500, 952, 1000, 1052},
    [522] = {522, 130104, 11011010, 2826, 2754, 650, {0.07, 2}, 1, 1413, 1000, 1000, 1000},
    [523] = {523, 130104, 11012010, 16147, 2754, 650, {0.07, 2}, 8, 8073, 1000, 1000, 1000},
    [524] = {524, 130104, 10101007, 2018, 2754, 650, {0.07, 2}, 1, 1009, 1000, 1000, 1000},
    [525] = {525, 130104, 11012040, 89615, 2754, 650, {0.07, 2}, 44, 44807, 1000, 1000, 1000},
    [526] = {526, 130104, 11012020, 28257, 2754, 650, {0.07, 2}, 14, 14128, 1000, 1000, 1000},
    [527] = {527, 130104, 10101016, 2018, 2754, 650, {0.07, 2}, 1, 1009, 1000, 1000, 1000},
    [528] = {528, 130104, 11012030, 96881, 2754, 650, {0.07, 2}, 48, 48440, 1000, 1000, 1000},
    [529] = {529, 130104, 11012050, 484404, 2754, 650, {0.07, 2}, 242, 242202, 1000, 1000, 1000},
    [530] = {530, 130105, 11003020, 3832560, 3740, 662, nil, 38, 1916280, 952, 1000, 1052},
    [531] = {531, 130106, 10101016, 2129, 2805, 662, {0.07, 2}, 1, 1064, 1000, 1000, 1000},
    [532] = {532, 130106, 10101007, 2129, 2805, 662, {0.07, 2}, 1, 1064, 1000, 1000, 1000},
    [533] = {533, 130106, 11012040, 106460, 2805, 662, {0.07, 2}, 53, 53230, 1000, 1000, 1000},
    [534] = {534, 130106, 11012010, 17034, 2805, 662, {0.07, 2}, 8, 8517, 1000, 1000, 1000},
    [535] = {535, 130106, 11012030, 102202, 2805, 662, {0.07, 2}, 51, 51101, 1000, 1000, 1000},
    [536] = {536, 130106, 11015010, 1405272, 4209, 662, {0.07, 2}, 70, 702636, 952, 1000, 1052},
    [537] = {537, 130107, 11012030, 121337, 2906, 735, {0.07, 2}, 60, 60668, 1000, 1000, 1000},
    [538] = {538, 130107, 11011010, 3539, 2906, 735, {0.07, 2}, 1, 1769, 1000, 1000, 1000},
    [539] = {539, 130107, 11012010, 20223, 2906, 735, {0.07, 2}, 10, 10111, 1000, 1000, 1000},
    [540] = {540, 130107, 10101016, 2528, 2906, 735, {0.07, 2}, 1, 1264, 1000, 1000, 1000},
    [541] = {541, 130107, 10101007, 2528, 2906, 735, {0.07, 2}, 1, 1264, 1000, 1000, 1000},
    [542] = {542, 130107, 11012020, 35390, 2906, 735, {0.07, 2}, 17, 17695, 1000, 1000, 1000},
    [543] = {543, 130107, 11012040, 126393, 2906, 735, {0.07, 2}, 63, 63196, 1000, 1000, 1000},
    [544] = {544, 130107, 11003003, 1516710, 3114, 735, {0.2, 5}, 75, 758355, 1000, 1000, 1000},
    [545] = {545, 130108, 11003030, 4095117, 3114, 735, nil, 40, 2047558, 1000, 1000, 1000},
    [546] = {546, 130201, 10101006, 37881, 5585, 1522, {0.07, 2}, 18, 18940, 1000, 1000, 1000},
    [547] = {547, 130201, 10101007, 6364, 5585, 1522, {0.07, 2}, 3, 3182, 1000, 1000, 1000},
    [548] = {548, 130201, 11012030, 454575, 5585, 1522, {0.07, 2}, 227, 227287, 1000, 1000, 1000},
    [549] = {549, 130201, 11024010, 1060675, 5585, 1522, {0.07, 2}, 530, 530337, 1000, 1000, 1000},
    [550] = {550, 130202, 10101006, 50003, 5585, 1522, {0.07, 2}, 25, 25001, 1000, 1000, 1000},
    [551] = {551, 130202, 10101007, 6364, 5585, 1522, {0.07, 2}, 3, 3182, 1000, 1000, 1000},
    [552] = {552, 130202, 11012030, 454575, 5585, 1522, {0.07, 2}, 227, 227287, 1000, 1000, 1000},
    [553] = {553, 130202, 11004002, 1909215, 6766, 1522, nil, 95, 954607, 1052, 952, 1000},
    [554] = {554, 130203, 10101006, 45481, 5676, 1546, {0.07, 2}, 22, 22740, 1000, 1000, 1000},
    [555] = {555, 130203, 10101007, 7075, 5676, 1546, {0.07, 2}, 3, 3537, 1000, 1000, 1000},
    [556] = {556, 130203, 11012030, 471654, 5676, 1546, {0.07, 2}, 235, 235827, 1000, 1000, 1000},
    [557] = {557, 130203, 11004003, 1920307, 8515, 1546, nil, 96, 960153, 952, 1000, 1052},
    [558] = {558, 130203, 10034010, 758016, 5676, 1546, {0.07, 2}, 379, 379008, 1052, 952, 1000},
    [559] = {559, 130204, 10101006, 47165, 5676, 1546, {0.07, 2}, 23, 23582, 1000, 1000, 1000},
    [560] = {560, 130204, 11012030, 471654, 5676, 1546, {0.07, 2}, 235, 235827, 1000, 1000, 1000},
    [561] = {561, 130204, 11012050, 1179136, 5676, 1546, {0.07, 2}, 589, 589568, 1000, 1000, 1000},
    [562] = {562, 130205, 10103010, 9778698, 7985, 1571, {0.2, 1}, 97, 4889349, 952, 1000, 1052},
    [563] = {563, 130205, 10103015, 181087, 5767, 1571, {0.07, 2}, 90, 90543, 1000, 1000, 1000},
    [564] = {564, 130206, 10101006, 63380, 5767, 1571, {0.07, 2}, 31, 31690, 1000, 1000, 1000},
    [565] = {565, 130206, 10101016, 7606, 5767, 1571, {0.07, 2}, 3, 3803, 1000, 1000, 1000},
    [566] = {566, 130206, 10101007, 7606, 5767, 1571, {0.07, 2}, 3, 3803, 1000, 1000, 1000},
    [567] = {567, 130206, 11012040, 543261, 5767, 1571, {0.07, 2}, 271, 271630, 1000, 1000, 1000},
    [568] = {568, 130206, 11025010, 1629783, 5767, 1571, {0.07, 2}, 814, 814891, 1000, 1000, 1000},
    [569] = {569, 130207, 10102090, 9789790, 8107, 1595, {0.2, 1}, 97, 4894895, 1000, 1000, 1000},
    [570] = {570, 130208, 11002080, 10152374, 8107, 1595, {0.2, 1}, 101, 5076187, 1000, 1052, 952},
    [571] = {571, 130301, 10101003, 42030, 4633, 1312, {0.07, 2}, 21, 21015, 1000, 1052, 952},
    [572] = {572, 130301, 10101001, 105076, 4633, 1312, {0.07, 2}, 52, 52538, 1000, 1052, 952},
    [573] = {573, 130301, 20304011, 105076, 4633, 1312, {0.07, 2}, 52, 52538, 1000, 1000, 1000},
    [574] = {574, 130301, 10101006, 5254, 4633, 1312, {0.07, 2}, 2, 2627, 1000, 1000, 1000},
    [575] = {575, 130302, 10101003, 5254, 4633, 1312, {0.07, 2}, 2, 2627, 1000, 1052, 952},
    [576] = {576, 130302, 10101001, 105076, 4633, 1312, {0.07, 2}, 52, 52538, 1000, 1052, 952},
    [577] = {577, 130302, 20304011, 105076, 4633, 1312, {0.07, 2}, 52, 52538, 1000, 1000, 1000},
    [578] = {578, 130302, 10101006, 5254, 4633, 1312, {0.07, 2}, 2, 2627, 1000, 1000, 1000},
    [579] = {579, 130303, 10101003, 5254, 4633, 1312, {0.07, 2}, 2, 2627, 1000, 1052, 952},
    [580] = {580, 130303, 10101001, 105076, 4633, 1312, {0.07, 2}, 52, 52538, 1000, 1052, 952},
    [581] = {581, 130303, 20304011, 105076, 4633, 1312, {0.07, 2}, 52, 52538, 1000, 1000, 1000},
    [582] = {582, 130303, 10101006, 5254, 4633, 1312, {0.07, 2}, 2, 2627, 1000, 1000, 1000},
    [583] = {583, 130304, 10101003, 5254, 4633, 1312, {0.07, 2}, 2, 2627, 1000, 1052, 952},
    [584] = {584, 130304, 10101001, 105076, 4633, 1312, {0.07, 2}, 52, 52538, 1000, 1052, 952},
    [585] = {585, 130304, 20304011, 105076, 4633, 1312, {0.07, 2}, 52, 52538, 1000, 1000, 1000},
    [586] = {586, 130304, 10101006, 5254, 4633, 1312, {0.07, 2}, 2, 2627, 1000, 1000, 1000},
    [587] = {587, 130305, 10101003, 5254, 4633, 1312, {0.07, 2}, 2, 2627, 1000, 1052, 952},
    [588] = {588, 130305, 10101001, 105076, 4633, 1312, {0.07, 2}, 52, 52538, 1000, 1052, 952},
    [589] = {589, 130305, 20304011, 105076, 4633, 1312, {0.07, 2}, 52, 52538, 1000, 1000, 1000},
    [590] = {590, 130305, 10101006, 5254, 4633, 1312, {0.07, 2}, 2, 2627, 1000, 1000, 1000},
    [591] = {591, 130306, 10101003, 5254, 4633, 1312, {0.07, 2}, 2, 2627, 1000, 1052, 952},
    [592] = {592, 130306, 10101001, 105076, 4633, 1312, {0.07, 2}, 52, 52538, 1000, 1052, 952},
    [593] = {593, 130306, 20304011, 105076, 4633, 1312, {0.07, 2}, 52, 52538, 1000, 1000, 1000},
    [594] = {594, 130306, 10101006, 5254, 4633, 1312, {0.07, 2}, 2, 2627, 1000, 1000, 1000},
    [595] = {595, 130307, 10101003, 5254, 4633, 1312, {0.07, 2}, 2, 2627, 1000, 1052, 952},
    [596] = {596, 130307, 10101001, 105076, 4633, 1312, {0.07, 2}, 52, 52538, 1000, 1052, 952},
    [597] = {597, 130307, 20304011, 105076, 4633, 1312, {0.07, 2}, 52, 52538, 1000, 1000, 1000},
    [598] = {598, 130307, 10101006, 5254, 4633, 1312, {0.07, 2}, 2, 2627, 1000, 1000, 1000},
    [599] = {599, 130308, 10101003, 5254, 4633, 1312, {0.07, 2}, 2, 2627, 1000, 1052, 952},
    [600] = {600, 130308, 10101001, 105076, 4633, 1312, {0.07, 2}, 52, 52538, 1000, 1052, 952},
    [601] = {601, 130308, 20304011, 105076, 4633, 1312, {0.07, 2}, 52, 52538, 1000, 1000, 1000},
    [602] = {602, 130308, 10101006, 5254, 4633, 1312, {0.07, 2}, 2, 2627, 1000, 1000, 1000},
    [603] = {603, 140101, 30010005, 221, 335, 237, nil, 1, 110, 1000, 1000, 1000},
    [604] = {604, 140101, 20304012, 221, 335, 237, {0.07, 2}, 1, 110, 952, 1000, 1052},
    [605] = {605, 140101, 10101009, 6632, 503, 237, {0.07, 2}, 1, 3316, 1000, 1000, 1000},
    [606] = {606, 140101, 30010007, 88420, 335, 237, nil, 44, 44210, 1000, 1000, 1000},
    [607] = {607, 140201, 20304017, 1639, 867, 615, {0.07, 2}, 1, 819, 1000, 1052, 952},
    [608] = {608, 140201, 30010005, 1639, 607, 615, nil, 1, 819, 1000, 1000, 1000},
    [609] = {609, 140201, 20304009, 327870, 867, 615, {0.07, 2}, 163, 163935, 1000, 1000, 1000},
    [610] = {610, 140301, 20304013, 5917, 601, 426, {0.07, 2}, 2, 2958, 1052, 952, 1000},
    [611] = {611, 140301, 20304012, 5917, 601, 426, {0.07, 2}, 2, 2958, 952, 1000, 1052},
    [612] = {612, 110101, 10101007, 389, 1901, 440, {0.07, 2}, 1, 194, 1000, 1000, 1000},
    [613] = {613, 110101, 10101006, 2334, 1901, 440, {0.07, 2}, 1, 1167, 1000, 1000, 1000},
    [614] = {614, 110101, 10101016, 389, 1901, 440, {0.07, 2}, 1, 194, 1000, 1000, 1000},
    [615] = {615, 110101, 10101005, 116685, 1901, 440, {0.07, 2}, 58, 58342, 1000, 1000, 1000},
    [616] = {616, 110101, 10104002, 31116, 1901, 440, {0.07, 2}, 15, 15558, 1000, 1000, 1000},
    [617] = {617, 110102, 10101016, 389, 1901, 440, {0.07, 2}, 1, 194, 1000, 1000, 1000},
    [618] = {618, 110102, 10101006, 2723, 1901, 440, {0.07, 2}, 1, 1361, 1000, 1000, 1000},
    [619] = {619, 110102, 10101007, 389, 1901, 440, {0.07, 2}, 1, 194, 1000, 1000, 1000},
    [620] = {620, 110102, 10104002, 31116, 1901, 440, {0.07, 2}, 15, 15558, 1000, 1000, 1000},
    [621] = {621, 110102, 10101009, 184362, 2851, 440, {0.07, 2}, 9, 92181, 1000, 1000, 1000},
    [622] = {622, 110103, 10101016, 389, 1901, 440, {0.07, 2}, 1, 194, 1000, 1000, 1000},
    [623] = {623, 110103, 10101006, 7779, 1901, 440, {0.07, 2}, 3, 3889, 1000, 1000, 1000},
    [624] = {624, 110103, 10101007, 389, 1901, 440, {0.07, 2}, 1, 194, 1000, 1000, 1000},
    [625] = {625, 110103, 10101004, 3890, 1901, 440, {0.07, 2}, 1, 1945, 1000, 1000, 1000},
    [626] = {626, 110103, 10101005, 108906, 1901, 440, {0.07, 2}, 54, 54453, 1000, 1000, 1000},
    [627] = {627, 110104, 10101016, 389, 1901, 440, {0.07, 2}, 1, 194, 1000, 1000, 1000},
    [628] = {628, 110104, 10101006, 2723, 1901, 440, {0.07, 2}, 1, 1361, 1000, 1000, 1000},
    [629] = {629, 110104, 10101007, 389, 1901, 440, {0.07, 2}, 1, 194, 1000, 1000, 1000},
    [630] = {630, 110104, 10104002, 38895, 1901, 440, {0.07, 2}, 19, 19447, 1000, 1000, 1000},
    [631] = {631, 110104, 10101009, 280044, 2851, 440, {0.07, 2}, 14, 140022, 1000, 1000, 1000},
    [632] = {632, 110105, 10101016, 389, 1901, 440, {0.07, 2}, 1, 194, 1000, 1000, 1000},
    [633] = {633, 110105, 10101007, 389, 1901, 440, {0.07, 2}, 1, 194, 1000, 1000, 1000},
    [634] = {634, 110105, 10101003, 1556, 1901, 440, {0.07, 2}, 1, 778, 1000, 2000, 750},
    [635] = {635, 110105, 10100004, 12446, 1901, 440, {0.07, 2}, 6, 6223, 1000, 2000, 750},
    [636] = {636, 110105, 10101002, 15558, 1901, 440, {0.07, 2}, 7, 7779, 1000, 2000, 750},
    [637] = {637, 110105, 10100023, 108906, 1901, 440, {0.07, 2}, 54, 54453, 1000, 2000, 750},
    [638] = {638, 110106, 10101007, 389, 1901, 440, {0.07, 2}, 1, 194, 1000, 1000, 1000},
    [639] = {639, 110106, 10101016, 389, 1901, 440, {0.07, 2}, 1, 194, 1000, 1000, 1000},
    [640] = {640, 110106, 10101003, 9335, 1901, 440, {0.07, 2}, 4, 4667, 1000, 2000, 750},
    [641] = {641, 110106, 10100004, 20225, 1901, 440, {0.07, 2}, 10, 10112, 1000, 2000, 750},
    [642] = {642, 110106, 20304015, 389, 1901, 440, nil, 1, 194, 1000, 1000, 1000},
    [643] = {643, 110106, 10100003, 7779, 1901, 440, {0.07, 2}, 3, 3889, 1000, 2000, 750},
    [644] = {644, 110106, 10014010, 311160, 2112, 440, {0.07, 2}, 155, 155580, 1000, 2000, 750},
    [645] = {645, 110107, 10101017, 14465, 2884, 401, {0.07, 2}, 7, 7232, 1000, 1000, 1000},
    [646] = {646, 110107, 10100004, 16876, 2884, 401, {0.07, 2}, 8, 8438, 1000, 2000, 750},
    [647] = {647, 110107, 10101002, 24108, 2884, 401, {0.07, 2}, 12, 12054, 1000, 2000, 750},
    [648] = {648, 110107, 10101003, 2411, 2884, 401, {0.07, 2}, 1, 1205, 1000, 2000, 750},
    [649] = {649, 110107, 10101016, 603, 2884, 401, {0.07, 2}, 1, 301, 1000, 1000, 1000},
    [650] = {650, 110107, 10101007, 603, 2884, 401, {0.07, 2}, 1, 301, 1000, 1000, 1000},
    [651] = {651, 110107, 10100023, 168756, 2884, 401, {0.07, 2}, 84, 84378, 1000, 2000, 750},
    [652] = {652, 110108, 10100022, 920, 2975, 413, {0.07, 2}, 1, 460, 1000, 2000, 750},
    [653] = {653, 110108, 10100021, 26286, 2975, 413, {0.07, 2}, 13, 13143, 1000, 2000, 750},
    [654] = {654, 110108, 10100004, 28915, 2975, 413, {0.07, 2}, 14, 14457, 1000, 2000, 750},
    [655] = {655, 110108, 10100023, 21029, 2975, 413, {0.07, 2}, 10, 10514, 1000, 2000, 750},
    [656] = {656, 110108, 10101011, 591435, 3306, 413, {0.2, 1}, 5, 295717, 750, 1000, 2000},
    [657] = {657, 110201, 10101006, 605, 3059, 773, {0.07, 2}, 1, 302, 1000, 1000, 1000},
    [658] = {658, 110201, 10101004, 15114, 3059, 773, {0.07, 2}, 7, 7557, 1000, 1000, 1000},
    [659] = {659, 110201, 10101007, 605, 3059, 773, {0.07, 2}, 1, 302, 1000, 1000, 1000},
    [660] = {660, 110201, 10101005, 241830, 3059, 773, {0.07, 2}, 120, 120915, 1000, 1000, 1000},
    [661] = {661, 110202, 10023010, 43404, 3143, 794, {0.07, 2}, 21, 21702, 1000, 2000, 750},
    [662] = {662, 110202, 10023020, 43404, 3143, 794, {0.07, 2}, 21, 21702, 1000, 2000, 750},
    [663] = {663, 110202, 10021020, 651, 3143, 794, {0.07, 2}, 1, 325, 1000, 2000, 750},
    [664] = {664, 110202, 10022010, 9549, 3143, 794, {0.07, 2}, 4, 4774, 1000, 2000, 750},
    [665] = {665, 110202, 10022020, 9115, 3143, 794, {0.07, 2}, 4, 4557, 1000, 2000, 750},
    [666] = {666, 110202, 10021010, 651, 3143, 794, {0.07, 2}, 1, 325, 1000, 2000, 750},
    [667] = {667, 110202, 10101014, 442721, 4289, 794, {0.2, 5}, 22, 221360, 1000, 2000, 750},
    [668] = {668, 110203, 10021030, 700, 3227, 815, {0.07, 2}, 1, 350, 1000, 2000, 750},
    [669] = {669, 110203, 10022010, 9563, 3227, 815, {0.07, 2}, 4, 4781, 1000, 2000, 750},
    [670] = {670, 110203, 10021020, 700, 3227, 815, {0.07, 2}, 1, 350, 1000, 2000, 750},
    [671] = {671, 110203, 10023010, 46650, 3227, 815, {0.07, 2}, 23, 23325, 1000, 2000, 750},
    [672] = {672, 110203, 10021010, 700, 3227, 815, {0.07, 2}, 1, 350, 1000, 2000, 750},
    [673] = {673, 110203, 10022020, 9797, 3227, 815, {0.07, 2}, 4, 4898, 1000, 2000, 750},
    [674] = {674, 110203, 10024010, 256575, 3227, 815, {0.07, 2}, 128, 128287, 1000, 2000, 750},
    [675] = {675, 110204, 10021020, 789, 3307, 836, {0.07, 2}, 1, 394, 1000, 2000, 750},
    [676] = {676, 110204, 10022010, 11045, 3307, 836, {0.07, 2}, 5, 5522, 1000, 2000, 750},
    [677] = {677, 110204, 10022020, 11045, 3307, 836, {0.07, 2}, 5, 5522, 1000, 2000, 750},
    [678] = {678, 110204, 10023020, 63112, 3307, 836, {0.07, 2}, 31, 31556, 1000, 2000, 750},
    [679] = {679, 110204, 10101008, 615338, 4509, 836, {0.2, 5}, 30, 307669, 1000, 2000, 750},
    [680] = {680, 110205, 10021010, 845, 3391, 857, {0.07, 2}, 1, 422, 1000, 2000, 750},
    [681] = {681, 110205, 10022010, 10702, 3391, 857, {0.07, 2}, 5, 5351, 1000, 2000, 750},
    [682] = {682, 110205, 10021020, 845, 3391, 857, {0.07, 2}, 1, 422, 1000, 2000, 750},
    [683] = {683, 110205, 10023010, 50693, 3391, 857, {0.07, 2}, 25, 25346, 1000, 2000, 750},
    [684] = {684, 110205, 10024010, 337950, 3391, 857, {0.07, 2}, 168, 168975, 1000, 2000, 750},
    [685] = {685, 110206, 10023020, 109613, 3871, 978, {0.07, 2}, 54, 54806, 1000, 2000, 750},
    [686] = {686, 110206, 10022010, 13951, 3871, 978, {0.07, 2}, 6, 6975, 1000, 2000, 750},
    [687] = {687, 110206, 10022020, 13951, 3871, 978, {0.07, 2}, 6, 6975, 1000, 2000, 750},
    [688] = {688, 110206, 10021010, 1163, 3871, 978, {0.07, 2}, 1, 581, 1000, 2000, 750},
    [689] = {689, 110206, 10021030, 1163, 3871, 978, {0.07, 2}, 1, 581, 1000, 2000, 750},
    [690] = {690, 110206, 10101010, 498240, 5279, 978, {0.2, 5}, 24, 249120, 1000, 2000, 750},
    [691] = {691, 110207, 10021030, 1108, 3955, 999, {0.07, 2}, 1, 554, 1000, 2000, 750},
    [692] = {692, 110207, 10022010, 15507, 3955, 999, {0.07, 2}, 7, 7753, 1000, 2000, 750},
    [693] = {693, 110207, 10021020, 1108, 3955, 999, {0.07, 2}, 1, 554, 1000, 2000, 750},
    [694] = {694, 110207, 10023010, 110763, 3955, 999, {0.07, 2}, 55, 55381, 1000, 2000, 750},
    [695] = {695, 110207, 10024020, 443052, 3955, 999, {0.07, 2}, 221, 221526, 1000, 2000, 750},
    [696] = {696, 110208, 10100011, 2121795, 3917, 1020, {0.2, 1}, 21, 1060897, 1000, 2000, 750},
    [697] = {697, 110301, 10104001, 2951, 4292, 1085, {0.07, 2}, 1, 1475, 2000, 750, 1000},
    [698] = {698, 110301, 10102001, 2951, 4292, 1085, {0.07, 2}, 1, 1475, 2000, 750, 1000},
    [699] = {699, 110301, 10032020, 19672, 4292, 1085, {0.07, 2}, 9, 9836, 1000, 1000, 1000},
    [700] = {700, 110301, 10031010, 2951, 4292, 1085, {0.07, 2}, 1, 1475, 1000, 1000, 1000},
    [701] = {701, 110301, 10033010, 162296, 4292, 1085, {0.07, 2}, 81, 81148, 2000, 750, 1000},
    [702] = {702, 110301, 10034020, 393444, 4292, 1085, {0.07, 2}, 196, 196722, 2000, 750, 1000},
    [703] = {703, 110302, 10032020, 19672, 4292, 1085, {0.07, 2}, 9, 9836, 1000, 1000, 1000},
    [704] = {704, 110302, 10102001, 2951, 4292, 1085, {0.07, 2}, 1, 1475, 2000, 750, 1000},
    [705] = {705, 110302, 10104001, 2951, 4292, 1085, {0.07, 2}, 1, 1475, 2000, 750, 1000},
    [706] = {706, 110302, 10033010, 162296, 4292, 1085, {0.07, 2}, 81, 81148, 2000, 750, 1000},
    [707] = {707, 110302, 10102011, 516395, 5464, 1085, {0.2, 5}, 25, 258197, 2000, 750, 1000},
    [708] = {708, 110303, 10102001, 3123, 4376, 1106, {0.07, 2}, 1, 1561, 2000, 750, 1000},
    [709] = {709, 110303, 10104001, 3123, 4376, 1106, {0.07, 2}, 1, 1561, 2000, 750, 1000},
    [710] = {710, 110303, 10032010, 23423, 4376, 1106, {0.07, 2}, 11, 11711, 1000, 1000, 1000},
    [711] = {711, 110303, 10031010, 3123, 4376, 1106, {0.07, 2}, 1, 1561, 1000, 1000, 1000},
    [712] = {712, 110303, 10033010, 182175, 4376, 1106, {0.07, 2}, 91, 91087, 2000, 750, 1000},
    [713] = {713, 110303, 10034020, 426810, 4376, 1106, {0.07, 2}, 213, 213405, 2000, 750, 1000},
    [714] = {714, 110304, 10032020, 23423, 4376, 1106, {0.07, 2}, 11, 11711, 1000, 1000, 1000},
    [715] = {715, 110304, 10102001, 3123, 4376, 1106, {0.07, 2}, 1, 1561, 2000, 750, 1000},
    [716] = {716, 110304, 10031010, 3123, 4376, 1106, {0.07, 2}, 1, 1561, 1000, 1000, 1000},
    [717] = {717, 110304, 10104001, 3123, 4376, 1106, {0.07, 2}, 1, 1561, 2000, 750, 1000},
    [718] = {718, 110304, 10102008, 811980, 5569, 1106, {0.2, 5}, 40, 405990, 2000, 750, 1000},
    [719] = {719, 110305, 10102001, 4239, 4544, 1148, {0.07, 2}, 2, 2119, 2000, 750, 1000},
    [720] = {720, 110305, 10104001, 4239, 4544, 1148, {0.07, 2}, 2, 2119, 2000, 750, 1000},
    [721] = {721, 110305, 10032010, 27248, 4544, 1148, {0.07, 2}, 13, 13624, 1000, 1000, 1000},
    [722] = {722, 110305, 10031010, 3633, 4544, 1148, {0.07, 2}, 1, 1816, 1000, 1000, 1000},
    [723] = {723, 110305, 10033010, 199817, 4544, 1148, {0.07, 2}, 99, 99908, 2000, 750, 1000},
    [724] = {724, 110305, 10034020, 544955, 4544, 1148, {0.07, 2}, 272, 272477, 2000, 750, 1000},
    [725] = {725, 110306, 10102001, 4239, 4544, 1148, {0.07, 2}, 2, 2119, 2000, 750, 1000},
    [726] = {726, 110306, 10031010, 4239, 4544, 1148, {0.07, 2}, 2, 2119, 1000, 1000, 1000},
    [727] = {727, 110306, 10032010, 27248, 4544, 1148, {0.07, 2}, 13, 13624, 1000, 1000, 1000},
    [728] = {728, 110306, 10033010, 224037, 4544, 1148, {0.07, 2}, 112, 112018, 2000, 750, 1000},
    [729] = {729, 110306, 10104001, 4239, 4544, 1148, {0.07, 2}, 2, 2119, 2000, 750, 1000},
    [730] = {730, 110306, 10102010, 908258, 5783, 1148, {0.2, 5}, 45, 454129, 750, 1000, 2000},
    [731] = {731, 110306, 10034010, 423854, 4544, 1148, {0.07, 2}, 211, 211927, 2000, 750, 1000},
    [732] = {732, 110307, 10032010, 31851, 4982, 1298, {0.07, 2}, 15, 15925, 1000, 1000, 1000},
