ID,中文
72000001,强化等级
72000002,Mensi
72000003,锻造
72000004,Tamesim
72000005,效果解锁
72000006,效果升级
72000007,特殊效果
72000008,套装效果
72000009,Fomoi
72000010,选择武器
72000011,Liem Memfusi
72000012,<size=80>选择</size>符石
72000013,Liem Harcobe
72000014,(装备%d级后解锁)
72000015,(装备%d级后升级)
72000016,装备附魔
72000017,Fosin
72000018,再次附魔
72000019,Fosin Tiz
72000020,保存附魔
72000021,Diken Fosine
72000022,取消
72000023,Maeliem
72000024,附魔
72000025,Fosin
72000026,该武器无特殊效果
72000027,该符石无套装效果
72000028,强化消耗
72000029,装备中
72000030,素材库
72000031,全部
72000032,材料
72000033,武器
72000034,符石
72000035,空空如也
72000036,装备已达等级上限
72000037,当前突破已达上限
72000038,突破消耗：
72000039,请放入素材
72000040,突破需<color=#76DCFEFF>【相同装备】</color>或<color=#76DCFEFF>【魔力核心】</color>作为突破素材
72000041,没有可用的素材
72000042,请选择附魔卷轴
72000043,附魔消耗：
72000044,附魔材料库
72000045,没有可用的卷轴
72000046,*保存附魔会覆盖原有属性
72000047,原属性
72000048,新属性
72000049,效果详情
72000050,套装详情
72000051,无
72000052,强化到%d级解锁
72000053,强化到%d级升级
72000054,<color=#8D8D8DFF>%s</color>
72000055,[%d/%d]%s
72000056,已达当前最大等级
72000057,已强化到最大等级
72000058,暂无可添加的材料
72000059,请选择消耗的素材
72000060,无法添加更多素材
72000061,装备已达等级上限
72000062,强化材料中有<color=#FF6751FF>稀有</color>装备，是否继续？
72000063,请先安装武器或符文再进行锻造
72000064,当前突破已达上限
72000065,未选择突破素材
72000066,突破所需素材不足
72000067,装备满级后才能进行突破
72000068,所选材料已被其他魔女装备
72000069,请选择附魔卷轴
72000070,仅对已附魔的装备生效
72000071,确定放弃新附魔属性吗？
72000072,将替换原有属性，确定保存吗？
72000073,当前没有可以佩戴的武器
72000074,当前没有可以镶嵌的符石
72000075,其他魔女正在佩戴该武器，确定要替换给当前魔女吗？
72000076,其他魔女正在佩戴该符石，确定要替换给当前魔女吗？
72000077,突破需<color=#76DCFEFF>【相同装备】</color>作为突破素材
72000078,武器技能已达最大等级
72000079,暂无更合适的装备
72000080,暂无装备
72000081,装备已自动穿戴
72000082,装备已全部卸下
72000083,一键装备
72000084,Wimeshi ron chiz
72000085,一键卸下
72000086,Tuf ron chiz
72000087,装备图鉴
72000088,BORAEME WIMESHI
72000089,全部
72000090,N
72000091,R
72000092,SR
72000093,SSR
72000094,无套装效果
72000095,符石图鉴
72000096,Harcoraeme
72000098,武器图鉴
72000099,BORAEME MEMFUSI
72000100,<size=80>符</size>石
72000101,Harcobe
72000102,请选择佩带符石
72000103,请选择符石
72000104,Liem Harcobe
72000105,无
72000106,图鉴
72000107,Boraeme
730000,爪牙界面
73000001,特殊能力
73000002,TUWAMIK
73000003,解锁条件
73000004,Oinobe
73000005,上阵中
73000006,上阵
73000007,上阵中
73000008,%s不足
73000009,通过“秘所”解锁
73000010,魔女进阶到%d阶后解锁
73000011,秘所%d级解锁
73001000,符石背包
73001001,推荐套装
73001002,全卸下
73001003,<size=80>符石</size>
73001004,可装备
73001005,推荐方案
73001006,Fomoi
73001007,优先使用最高经验
73001008,您将卸载高等级符石, 是否继续?
73001009,按品质降序
73001010,按等级降序
73001011,<size=42>筛选</size>&排序
73001012,空槽位
73001013,前期
73001014,中期
73001015,后期
73001016,全期
73001017,专属
73001018,Tui
74000001,评论
74000002,Chaebine
74000003,更多评论
74000004,Chaebine far
74000005,暂无评论
74000006,Chaebine mar
74000007,评论
74000008,Chaebine
74000009,点击输入( 上限50个字 )
74000010,尾页
74000011,首页
74000012,<size=80>评</size>论
74000013,Chaebine
74000014,回复评论
74000015,Emf chaebine
74000016,回复
74000017,Emf
74000018,请输入回复内容( 上限50个字 )
74000019,%s条回复
74000020,暂无评论
74000021,已经是第一页
74000022,已经是最后一页
74000023,本周评论达到上限
74000024,评论为空
74000025,无法连续评论,稍后再试
74000026,本日点赞数已达上限
74000027,你已经点赞过了哦
74000028,不能回复自己的评论
74000029,已达到本周回复上限
74000030,回复为空
74000031,无法连续发送消息,稍后再试
74000032,包含敏感字符
74000033,评论发表成功
74000034,回复成功
74000035,无法查看自己的名片
74000036,发布评论
74000037,Tosim
74000038,加载中...
74000039,非法字符
75000001,传记
75000002,Chaneci
76000001,一键领取
76000002,Fo ron chiz
76000003,挑战奖励
76000004,Umei ri tumea
76000005,已领取
76000006,Marime
76000007,额外奖励
76000008,出战魔女
76000009,剧情魔女
76000010,强制出战
76000011,Marik
76000012,成就
76000013,Umei
76000014,扫荡
76000015,Donodecin
76000016,出战
76000017,Vod
76000018,暂未开启该模式
76000019,完成
76000020,Ba
76000021,关卡剩余次数：
76000022,再次扫荡
76000023,Donodecin Tiz
76000024,获取途径
76000025,Fodifobe
76000026,暂时没有可获取途径
76000027,拥有
76000028,跳转
76000029,Fo
76000030,<size=84>扫荡</size>结算
76000031,Umei ron crebona
76000032,GRADE
76000033,升级
76000034,还需
76000035,数量
76000036,EXP
76000037,规则说明
76000038,SKI
76000039,属性克制图
76000040,Kodi vedine
76000041,属性克制
76000042,属性克制额外造成%s%%的伤害/n属性被克减少%d%%伤害
76000043,光辉
76000044,暗影
76000045,混沌
76000046,通关%s后开启
76000047,%s后结算
76000048,结算中
76000049,关卡通关后进入战斗时将获得夜莺的加护，提高所有魔女100%的生命与防御。
76000050,关卡通关后进入战斗时将获得夜莺的加护，提高所有魔女100%的生命与防御。
76000051,关卡通关后进入战斗时将获得夜莺的加护，提高所有魔女100%的生命与防御。
76000052,成就任务
76000053,UPGRADE LEVEL
76000054,%s-%s
76000055,夜莺的加护
76000057,狂暴之力
76000058,狂暴图标充满时BOSS进入狂暴，狂暴之力每次增加BOSS攻击力及弹幕飞行速度，狂暴之力会随时间增强。
76000059,empty
76000060,序章
76000061,已完成
76000062,DIFOBE
76000063,暂无排名
76000064,当前排名
76000065,第%s次
76000066,关卡3星后解锁扫荡功能
76000067,,扫荡
76000068,分享
76000069,SHARE
76000070,每周首次分享可获得100魔力结晶
76000071,我方阵容
76000072,长按魔女头像进行养成
76000073,BOSS
76000074,敌方阵容
76000075,KODI WISIK TIONI
76000076,成就目标
76000077,Oshe
76000078,奖励
76000079,关卡未在开放时间
76000080,关卡3星后解锁扫荡功能
76000081,<color=#91b6fa>长按头像</color>可跳转到对应魔女养成
76000082,通关普通%s后开启
76000083,通关困难%s后开启
76000084,通关深渊%s后开启
76000085,敬请期待
76000086,未定义的解锁类型
76000087,基础奖励
76000088,未开启
76000089,Marlucan
760000501,一
760000502,二
760000503,三
760000504,四
760000505,五
760000506,六
760000507,七
760000508,八
760000509,九
760000510,十
760000511,十一
760000512,十二
760000513,十三
760000514,十四
760000515,十五
760000516,十六
760000517,十七
760000518,十八
760000519,十九
760000520,二十
760000521,二十一
760000522,二十二
760000523,二十三
760000524,二十四
760000525,二十五
760000526,二十六
760000527,二十七
760000528,二十八
760000529,二十九
760000530,三十
760000531,三十一
760000532,三十二
77000001,赛季开启
77000002,Lucan Sakeane
77000003,段位变化
77000004,Firone
77000005,点击继续
77000006,上次成绩
77000007,上次排行
77000008,Tonik
77000009,排名
77000010,玩家
77000011,得分
77000012,积分
77000013,暂无好友
77000014,魔女祝福
77000015,Sufomoi
77000016,*多个祝福可同时生效
77000017,免费
77000018,Oiz
77000019,剩余次数:
77000020,无
77000021,更改
77000022,Fin
77000023,剧情角色
77000024,出战魔女
77000025,强制出战
77000026,Marik
77000027,奖励
77000028,我的排名奖励
77000029,赛季开启时间
77000030,<size=80>许</size>愿
77000031,Susim
77000032,已领取
77000033,Foak
77000034,<size=66>许愿</size>清单
77000035,Susilaci
77000036,成长任务
77000037,Fimevodi
77000038,HARCI:
77000039,已完成
77000040,Odecin
77000041,排名变动
77000042,Fine ron rona
77000043,每天21点可获得
77000044,排名
77000045,赛季奖励
77000046,排名奖励
77000047,积分奖励
77000048,当前人数：%d人
77000049,点击领取
77000052,当前积分
77000053,当前段位
77000055,排行榜<size=30>>></size>
77000056,赛季模式
77000058,暂无上次排行信息
77000059,FINE
77000060,好友排行
77000061,好友
77000062,段位
77000063,是否消耗%s%s获取%s祝福？\n（仅生效一场战斗）
77000064,当日免费闹钟已用完
77000065,可通过世界集市、许愿宝箱获得
77000066,我的排名奖励
77000067,深夜永久结算中
77000068,区服  
77000069,第 %d 名
77000070,队伍信息
77000071,Laci ron tiona
77000072,通关阵容
77000073,Tioni ri
77000074,*不是本服玩家无法添加好友
77000075,*不是本服玩家无法聊天
77000076,深夜永久当前排行
77000077,暂无排名
77000078,--当前分段--
77000079,段位说明
77000080,Ronelaci
77000081,积分说明
77000082,Nozelaci
77000083,奖励说明
77000084,Harclaci
77000085,排行：%d名
77000086,赛季结算
77000087,Sakeatione
77000088,赛季段位
77000089,Sakearone
77000090,赛季奖励
77000091,SAKEHARCI
77000092,赛季积分
77000093,Sakenoze
77000094,段位变化
77000095,Firone
77000096,积分达到%d后晋级该段位
77000097,概率<color=#8EB7FFFF>%d%%</color>
77000098,选择
77000099,Liem
77000100,更换
77000101,Fin
77000102,<size=66>闹钟</size>选择
77000103,Zine Liem
77000104,深夜永久即将结算，暂时无法战斗
77000106,使用中
77000107,Heisen
77000108,深夜集市
77000109,开始
77000110,SEASON PATTERN
77000111,轮换倒计时
77000112,后轮换
77000113,当前排名奖励
77000114,关卡预览
77000115,Kachi
77000116,魔女伤害<color=#91b6fa> +%s%%</color>
77000117,圣光印记结算中
77000118,是否退出当前正在观看的战斗回放？
77000119,战斗回放已结束，请返回
77000120,剩余数量：%s
77000121,<color=#bebeaa>颂祷：攻防血属性UP！</color>
77000122,加成说明
77000123,1、关卡加成：达成指定条件，可获得特殊加成效果\n2、夜莺颂祷：在深夜永久中，所有玩家将被颂祷祝福，获得颂祷属性，并带入一定比例的自身养成属性，在更公平的环境中进行战斗比拼
77000124,Chaebinetui
77000200,当前排名
77000201,战斗信息
77000202,击败得分
77000203,击败小怪得分
77000204,伤害分
77000205,擦弹分
77000206,用时得分
77000207,伤害统计
77000208,没有可领取的奖励
77000209,BOSS击退成功,获得额外奖励
77000210,杀怪
77000211,伤害
77000212,总计获得奖励
77000213,名
77000214,拾取道具分
78000001,魔女洋馆
78000002,未完成
78000003,COMSUME
78000004,*每日重置所有魔女爪牙及敌人的生命
78000005,洋馆任务
78000006,TASKS
78000007,后刷新
78000008,HARCI:
78000009,INVESTIGATION
78000010,完成
78000011,BA
78000012,DIFOBE
78000013,第%d层
78000014,MI %s
78000015,可进行
78000016,虚弱度：%d%%
78000017,魔女洋馆已重置
78000018,已完成
78000019,未解锁
79000001,刷新
79000002,购买物品
79000003,Rotim
79000004,首次兑换双倍！
79000005,首次兑换获得双倍魔力结晶！
79000006,商品内容
79000007,Laci ron tima
79000008,售价
79000009,Eodine
79000010,拥有
79000011,数量
79000012,Zemi
79000013,超过可购买上限
79000014,货币或道具不足
79000015,已取消支付
79000016,支付失败
79000017,Tizucan
79000018,<size=84>集</size>市
79000019,碎片兑换可将满星角色的冗余碎片转换为一定数量的印记之源，转换比例如下
79000020,R角色：1枚碎片转换为<color=#91b6fa>%s枚</color>印记之源
79000021,SR角色：1枚碎片转换为<color=#91b6fa>%s枚</color>印记之源
79000022,SSR角色：1枚碎片转换为<color=#91b6fa>%s枚</color>印记之源
79000101,<size=66>印记</size>转换
79000102,印记转换
79000103,PIECE CHANGE
79000104,是否将
79000105,PIECE CHANGE
79000106,转化为
79000107,PIECE CHANGE
79000108,没有可兑换印记
79000109,没有印记
79100007,当前时间：
79100008,下点体力恢复：
79100009,恢复全部体力：
80000001,提示信息
80000002,Laci
80000003,是否花费：
80000004,购买皮肤:
80000007,穿戴
80000008,Docuwin
80000009,获取
80000010,Fo
80000011,技能演示
80000012,已穿戴
80000013,Docuwik
80000014,您当前拥有：
80000015,前往购买
80000016,Rotim
80000018,Fo Suobe
80000019,未拥有该魔女
80000020,尚未获得该角色
80000021,尚未拥有角色, 购买后无法立即穿戴
80000022,获得角色后可穿戴
99000001,%d/<color=#8D8D8DFF><size=28>%d</size></color>
99000002,(%d/%d)
99000003,(<color=#FF6751FF>0</color>/%d)
99000004,网络链接超时，是否重试？
99000005,服务器链接失败，请检查您的网络！
99000006,可领取
99000007,已领取
99000008,限购 
99000009,周限购 
99000010,月限购 
99000011,<color=#8d8d8dff><size=26>/%d</size></color>
99000012,未选择出战魔女，是否前往选择？
99000013,%d<color=#8d8d8dff><size=26>/%d</size></color>
99000014,今日应援次数已达上限
99000015,<color=#FFFFFFFFFF><size=42>%d</size></color>/%d
99000016,<size=58>%d/</size>5
99000017,当前购买次数已用完
99000018,邮件已过期
99000019,<color=#FFFFFFFF>%d</color>/<size=28>%d</size>
99000020,<color=#000000FF>%d</color>/<size=28>%d</size>
99000021,展示中
99000022,SHOWING
99000023,白夜乐章
99000024,主动选择区服
99000025,感谢您的关注与支持，本次测试人员已达上限，敬请关注！
99000026,竖琴
99000126,SAKENOE
99000027,钢琴
99000127,LOCIKE
99000028,小提琴
99000128,EINOI
99000029,大提琴
99000129,ZUINOI
99000030,长号
99000130,HENODAFI
99000031,圆号
99000131,SIODAFI
99000032,黑管
99000132,NARODAFI
99000033,长笛
99000133,HENAFI
99000034,麦克风
99000134,TIDIODAFI
99000035,管风琴
99000135,OMIODAFI
99000036,电吉他
99000136,TEACNOI
99000037,键盘
99000137,TUFOBE
99000038,定音鼓
99000138,CREBITE
99000039, <color=#8FB8FFFF>(%s)</color>
99000040,<color=#FDFF8BFF>%s</color>
99000041,Lv.%d/%d
99000042,[%d/%d]%s
99000043,<color=#8D8D8DFF>%s</color>
99000044,Lv.%d/<color=#76DCFEFF><size=42>%d</size></color>
99000045,%d/%d
99000046,<color=#FF6751FF>%s</color>/%s
99000047,额外奖励
99000048,Marsiemak
99000049,下个等级
99000050,Mensi tuik
99000051,当前等级
99000052,Mensi Enik
99000053,解锁条件
99000054,Oinobe
99000055,十抽结果
99000056,单抽结果
99000057,小时
99000058,分
99000059,<size=36>X</size>
99000060,刷新活动界面
99000061,<color=#F16967FF>%s</color>
99000062,<color=#F16967FF>%s</color>/%s
99000063,<size=48>%d</size>/
99000064,<color=#FF6652FF><size=48>%d</size></color>/
99000065,<color=#8EB7FFFF>%d</color><size=30>/%d</size>
99000066,<color=#9B50A4FF>%d</color>/%d
99000067,%d<size=26>/%d</size>
99000068,error config!!!
99000069,<color=#8999D3FF>%d</color>
99000070,<color=#FFFFFFFF>%d</color>
99000071,已达最大阶数
99000072,已突破至最大星级
99000073,<color=#FF6652FF>%d</color>/
99000074,剧情魔女
99000075,Lv.%d<size=26>/%d</size>
99000076,<color=#8EB7FFFF><size=42>Lv.%d</size></color>/%d
99000077,<color=#8EB7FFFF>%d</color><size=20>/%d</size>
99000078,<color=#8999D3FF>%d</color>/%d
99000079,<color=#8999D3FF>-</color>/-
99000080,%d<color=#8d8d8dff><size=26>/%d</size></color>
99000081,日限购
99000082,%s<color=#8d8d8dff><size=26>/%s</size></color>
99000083,本月已首充
1006001,导师%d级后解锁
1006004,刷新成功
1006005,今日刷新次数已经用完
1006006,物品已刷新
1006007,是否花费%d%s刷新商品列表
1006204,限购 %s/%s
1006203,月限购 %s/%s
1006202,周限购 %s/%s
1006201,日限购 %s/%s
1006304,限购 %s/%s 次
1006303,每月限购 %s/%s 次
1006302,每周限购 %s/%s 次
1006301,每日限购 %s/%s 次
1006401,黑市
1006402,Umfare
1006403,友情
1006404,Omchari Tion
1006405,装备
1006406,Wimeshi
1006407,神秘
1006408,Markache
1006409,充值
1006410,Wimon chusi
1006411,图纸
1006412,Wimochae
1006413,组件
1006414,Ei
1006415,洋馆
1006416,Harosakimi
1006417,商店
1006418,Taise
1006419,装扮
1006420,Fusi
1006501,欢迎光临，夜莺商店！
1006502,快看，又摆了些什么好东西！
1006503,不要吝惜钱包哦！
1006504,最近收到不少好东西！
1006505,售罄
1006506,Eodin ba
1006507,Simak
1006508,折扣
3001001,奖励次数
3001002,排行榜
3001003,本 周 词 缀
3001004,Oizae enkeinik
3001005,遗物包
3001006,本层词缀
3001007,Oizae enik
3001008,掉落物品
3001009,无掉落
3001010,选择层数
3001011,周一开启
3001012,周二开启
3001013,周三开启
3001014,周四开启
3001015,周五开启
3001016,周六开启
3001017,周日开启
3001021,MONDAY
3001022,TUESDAY
3001023,WEDNESDAY
3001024,THURSDAY
3001025,FRIDAY
3001026,SATURDAY
3001027,SUNDAY
3001018,出战魔女
3001019,Vod
3001020,幽暗秘境排行榜
3001028,RONE RON UMCHAE ZADIANE
3001029,我的排名
3001030,层数
3001031,排名
3001032,玩家
3001033,层数
3001034,周奖励
3001035,下周一凌晨5点后可领取
3001036,关卡不在开放日期
3001037,已达到可挑战的最小层数
3001038,已达到可挑战的最大层数
3001039,遗物包
3001040,Pektai
3001041,全部
3001042,选择
3001043,LIEM
3001044,稀有
3001045,精英
3001046,传说
3001047,暂无遗物
3001048,部分遗物叠加会产生强大效果，请谨慎选择
3001049,当前层数没有奖励
3001050,购买 <color=#8AC261>1次</color> 奖励次数需花费：
3001051,（剩余可购买次数：%d次）
3001052,奖励次数已达上限
3001053,今日购买次数已用完
3001054,你已帮助魔女们击败了最为强大的敌人，请接受夜莺森林的谢意吧。
3001055,通关当前极限，解锁更高难度
3001056,可挑战第%d层
3001057,关卡已刷新，请重新返回选择
3001058,是否购买？
3001059,第 %s 层
3001060,托管中
3001061,已使用蛋糕 %s 次
3001062,已购买体力 %s 次
3001063,已结束托管
3001064,出战
3002001,奖励次数
3002002,Cochuzemi
3002003,额外奖励
3002004,Marsiemak
3002005,购买成功
3002006,奖励次数不能超过最大上限
3002007,今日购买次数已用完
3002008,%s不足，请前往集市购买
3002009,挑战奖励
3002010,Umei ri tumea
3002011,本章获得总星数
3002012,♦ 累计获得
3002013,已领取
3002014,历史最高成绩
3002015,Me zumuik
3002016,额外次数：
3002017,<size=66>扫</size>荡
3002018,扫荡次数
3002019,Dondezemi
3002020,扫荡消耗
3002021,Marime ri dondezema
3002022,单次奖励
3002023,Cochusi Chiz
3002024,%s次
3002025,历史最高成绩大于0后解锁扫荡功能
3002026,轮换倒计时
3002027,Hiane donik
3002028,推荐弹幕类型
3002029,关卡即将轮换，请退出后重新进入
3002030,最高掉落
3002031,Don
3002032,奖励详情
3002033,<size=66>奖励</size>详情
3002034,Laci ron Cochusi
3002035,评级规则
3002036,可能掉落
3002037,基础
3002038,额外
3002039,可能掉落
3002040,Kacim
3002041,HARCI
3002042,预计掉落
3002043,Kacim
3002044,材料足够时自动停止
3002045,单次关卡掉落
3002046,拥有:  %s/%d
3002047,所需材料
3002048,所需消耗物品不足
3009001,托管
3009002,Crebone
3009003,<size=66>托管</size>设置
3009004,Crebone nodde
3009005,补充体力设置
3009006,Corbuche nodde
3009007,自动使用
3009008,自动购买体力
3009009,%d个
3009010,%d次
3009011,TIP:都勾选时优先消耗蛋糕
3009012,其他设置
3009013,体力消耗：<color=#91b6fc>%s/%d%s</color>
3009014,失败后继续挑战
3009015,选择挑战次数
3009016,所需材料
3009017,开始托管
3009018,Lucan crebone
3009019,托管结果
3009020,胜利：<size=42><color=#91b6fc>%d次</color></size>
3009021,失败：<size=42><color=#91b6fc>%d次</color></size>
3009022,无战利品
3009023,Umei ron crebona
3009024,WIN
3009025,LOSE
3009026,体力不足
3009027,数量：<color=#FF6652FF>%d</color>/%d
3009028,（预计托管后共掉落：%d个）
3009029,直至打满
3009030,点击后可设置次数
3009031,该道具为有概率掉落，打满后将自动停止
3009032,<color=#91b6fa>（实力碾压）</color>
3009033,<color=#91b6fa>（战力充沛）</color>
3009034,（势均力敌）
3009035,（略有挑战）
3009036,（不足）
3009037,托管设置
3009038,多倍挑战
3009039,消耗：<color=#91b6fc>%s/%d</color>
3009040,%d倍
3009041,每次消耗：<color=#91b6fc>%s/%d</color>
3009042,挑战次数不足
3009043,托管中...
3009044,当前倍数：%d倍
3009100,已完成所有托管次数
3009101,您手动停止了托管
3009102,您的体力已消耗殆尽
3009103,副本挑战次数已经使用完
3009104,战斗所需道具不足
3009105,您托管的材料已打满
3009106,装备超出上限
3009107,触发引导
3009108,副本挑战失败，请重新选择副本
8880001,总得分
8880002,战斗用时
8880003,擦弹得分
8880004,关卡得分
8880005,时间增加 +%s秒
8880006,停止托管
8880007,Mardifen crebone
8880008,MAX
8880009,TIPS：达成属性克制可额外造成伤害
8880010,提升等级
8880011,Fwa mensi
8880012,符石强化
8880013,Harcobuche
8880014,排行榜结算中
8880015,服务器忙碌
8880016,请求过于频繁，请稍后再试
8880017,请勿输入非法字符
8880018,限购礼包正在充值中
8880019,订单生成失败，请稍后重试
8880020,订单价格错误，请联系渠道客服
8880021,该礼包无法重复领取
8880022,BOSS 狂暴增强!!
8880023,Tu Mensi
8880024,长按可连续使用
8880025,该玩家好友已满
8880026,无法重复领取邮件奖励
8880027,点击重新挑战
8880028,普通
8880029,困难
8880030,深渊
71200000,全部
71200001,魔弹
71200002,幻棘
71200003,光炙
71200004,聚魂
71200005,爆鸣
71200006,预言
71200011,Tume Sinik
71200012,Cheni Hisa
71200013,Hesi hik
71200014,Difomik
71200015,Furzuik
71200016,Wikae
71200021,全部
71200022,Tion
71200031,<size=86>相</size>册
71200041,Kabonefome
71200032,<size=86>图</size>鉴
71200042,Boraeme
71200033,<size=86>羁</size>绊
71200043,Hafikomi
7120005,图鉴
7120006,全角色属性加成
7120007,角色加成
7120008,相册
7120009,加成领取
7120010,Fotui
7120011,羁绊
7120012,<size=42>属</size>性
7120013,Kodi
7120014,<size=42>技</size>能
7120015,Suwime
7120016,<size=42>背</size>景故事
7120017,<size=42>定</size>位
7120018,Diane
7120019,被动
7120020,子弹
7120021,蓄力
7120022,必杀
7120023,加成: 
7120024,暂无属性加成
7120025,此流派角色的普攻子弹伤害提升<#%s%%#>
7120026,<size=66>全</size>体加成
7120027,Tui tion
7120028,基础属性加成
7120029,Tui ron koda cubik
7120030,<size=56>羁</size>绊故事
7120031,Chaneci
7120032,全体加成:
7120033,升星奖励
7120034,Fobestui
7120035,累计加成
7120036,Wibuchik
7120037,%s     +%s
7120038,%s加成:
7120039,此流派角色普攻子弹伤害提升<color=#CBCA7CFF>%s%%</color>
702001,<size=86>德</size>缪治法典
702002,Chinfome Demiurgas
702003,升序
702004,降序
702005,Lv %s 后开启
702006,全部
702007,<size=60>构筑</size>加成
702008,Obentui
702009,战斗中属性提升
702010,Kotui en voda
702011,该被动未解锁
702012,Fosike simak
702013,消耗
702014,Marime
702015,升级
702016,Tu mensi
702017,重置
702018,Tizucan
702019,是否确认重置所有构筑点?/n(重置将100%%返还消耗资源!)
702020,暂无魔女
702021,万能印记不足
702022,等级已达最大
702023,未拥有该流派魔女
702024,请选择需要构筑的流派
702025,<size=39>%s</size>系
702026,升级
702027,%s通用构筑点:
702028,通用构筑点视为任意构筑点使用
702029,%s系伤害加成 <color=#FFFFFFFF>+ %s%%</color>
702030,<size=82>筛</size>选
702031,Liemi
702032,全部
702033,确定
702034,Heisen
702035,<size=80>魔女</size>选择
702036,Liem haroche
702037,星级
702038,当前魔女已在次构筑中使用
702039,该魔女已在<color=#84A8E8FF>%s系</color>中上阵 是否进行替换?
702040,当前
702041,下一级
702042,升级消耗
702043,Tumerime
702044,升级
702045,Tu Mensi
702046,%s系
702047,%s系魔女伤害加成%s%%
702048,材料不足,无法升级
702049,%s系<size=42>Lv.%s</size>
702050,已达到最高等级
702051,下一级提升
702052,Tui ponik
702053,流派属性
702054,Kodi
702055,通用构筑点 <color=#90B1EBFF>+ %s</color>
702056,通用构筑点不足,请升级流派获得通用构筑点
702099,系角色伤害提升
702100,重置时间未到,无法重置
702101,构筑点等级已达上限
702102,该类型构筑暂未开放
702103,<size=45>未解锁</size>
702104,再升%s级可获得%s点构筑点
702105,Tu Mensi
702106,生效魔女
702107,为%s系魔女进行法典加成
702108,已达构筑最大等级
702109,已达构筑最小等级
702110,<size=66>生效</size>魔女
702111,Haroche wivek
702112,构筑
702113,Oben
702114,特殊效果
702115,Sechi tuwamik
702116,构筑点
702117,Obediane
702118,预览
702119,Kachi
702120,法典等级
702121,%s级
702122,构筑点<color=#90B1EBFF> x %s</color>
702123,<size=66>升级</size>奖励
702124,战力评分
702125,选择魔女已达上限
702126,Mensicochusi
702127,使用中
702128,Ronir heisena
702129,更换
702130,未开启
702131,属性
702132,Kodi
702133,Mensi ron Chifoma
702134,流派技
702135,Chisuwime
702136,流派技等级提升
702137,%s级开启
702138,当前升级&构筑效果只对以上魔女生效
702139,构筑点已使用：
702140,构筑效果预览
702141,Kachi
702142,重置构筑点
702143,添加魔女
702144,播放预览
702145,%s型  LV.%s
702146,升级消耗
702147,Tumerime
702148,%s     <color=#FFFFFFFF>LV.%s</color>
702149,法典等级<color=#FFFFFFFF>%s</color>解锁
702150,通用构筑点
702151,(Lv.%s 构筑点+%s)
702152,(Lv.%s 技能升级)
702153,(Lv.%s 技能解锁)
703001,· ETHER ·
703002,BOUNDARY
703003,· FAITH ·
703004,LEVEL
703005,总等级
703006,[历史最高%s]
703007,挑战任务
703008,Mevodi ron tumea
703009,等级
703010,清除记录
703011,达到%s级后解锁
703012,· TASK ·
703013,CHALLENG
703014,一键领取
703015,Fo ron chiz
703016,日常
703017,周常
703018,成就
703019,环境详情
703020,Laci ron sua
7030211,战略等级
7030212,支援点
703022,[最高%s]
7030231,战略介绍
7030232,支援介绍
7030241,Emfiche ron vodwima
7030242,Emfiche ron wibuha
703025,Supp
7030261,战略目标
7030262,支援魔法
7030271,Oshe ron vodwima
7030272,Sine ron wibuha
7030281,战略详情
7030282,支援详情
703029,战略等级%s级后解锁
703030,%s提升%s
703031,支援点数获得条件
703032,已锁定
703033,Ba sim
703034,魔女选择
703035,Liem haroche
703036,KODI RON WIBUHAZEMA
703037,确定
703038,Heisen
703039,全部
703040,光系
703041,暗系
703042,混沌
703043,出战中
703044,Ronir vodi
703045,下一步
703046,Tuik
703047,出战
703048,Vod
703049,确认
703050,Heisen
7030511,Laci ron vodwima
7030512,Laci ron wibuha
703052,挑战等级
703053,支援点不足
703054,支援等级
703055,敌方属性
703056,Kodi ron hacua
703057,支援点不足，已重置支援属性
7030581,请选择你的战略等级
7030582,请选择你的支援魔法
703059,<size=68>环境</size>详情
703060,Laci ron sua
703061,完成等级
703062,Mensi bodonk
703063,STRATEGY GRADE
703064,点击任意位置继续
703065,战略
703066,支援
703067,BRECHSUCCESS
703068,通关耗时
703069,失败
703070,DEFEATED
703071,战斗用时
703072,当前暂无数据，无法重置
703073,是否确认清除数据?(清除数据会清空当前战略以及支援等级，同时魔女也会解除锁定状态)
703074,通关当前等级后解锁
703075,· RATING ·
703076,<size=80>以</size>太边界
703077,SUBONE RON
703078,-无光明
703079,-ODICHAE MAR
703080,-亦无黑暗
703081,-NARESE MAR
703082,-我于混沌中绽放
703083,-SIEM RON BINDI HONHIASEK
703084,%s后开启
703085,已关闭
703086,请选择出战魔女
703088,已完成战略
703089,已使用支援
703090,未使用战略
703091,未使用支援
703092,活动规则
703093,Suoski
703094,奖励说明
703095,Harclaci
703096,每个关卡的战略等级相加为总等级
703097,总等级达到以下要求后，每天可以领取1次奖励
703098,总等级达到%s
703099,Mensiharci
703100,明日可领取
703101,明日5:00后可领取奖励，每天可领取1次
703102,BOSS%s增加<color=#E1503FFF>%s%%</color>
703103,总战略等级达到20级以上，次日可领取奖励
703104,无法领取
70308711,光凝成圣洁之音，于云端之上聆听神谕。
70308712,是谁在篡改真神的话语？
70308713,是隐匿黑暗邪恶的堕灵。
70308721,灵汇为自然之心，坐圣城之巅祈福圣灵。
70308722,是谁在阻碍信仰的传递？
70308723,是污秽不堪夜莺的魔女。
