ID,繁体
70000011,技能詳情
70000012,Suwime
70000013,子彈
70000014,蓄力
70000015,必殺
70000016,升級消耗
70000017,Tumerime
70000018,当前等级：%d/%d
700000181,基础弹幕
700000182,蓄力
700000183,必殺
700000191,Tume cubik
700000192,Wibuchi
700000193,Marchi
700000194,技能已升至最大等级
700000195,技能等级不能超过魔女当前等级
700000197,魔女%d级可升级
71000001,能力
71000002,Mei
71000003,天賦
71000004,Fosik
71000005,等級
71000006,Mensi
71000007,進階
71000008,Ponik
71000009,羈絆關係
71000010,羈絆關係 <color=#8d8d8dff><size=20>》</size></color>
71000011,未解鎖天賦
71000012,属性详情
71000013,Laci ron Koda  
71000014,详情
71000015,%d%%|<color=#969696>上限%d%%</color>
71100001,進階所需等級不足
71100002,進階所需材料不足
7200000,魔女裝備介面
72000001,強化等級
72000002,Mensi
72000003,鍛造
72000004,Tamesim
72000005,效果解鎖
72000006,效果升級
72000007,特殊效果
72000008,套裝效果
72000009,Fomoi
72000010,選擇武器
72000011,Liem Memfusi
72000012,<size=80>選擇</size>符石
72000013,Liem Harcobe
72000014,(裝備%d級後解鎖)
72000015,(裝備%d級後升級)
72000016,裝備附魔
72000017,Fosin
72000018,再次附魔
72000019,Fosin Tiz
72000020,保存附魔
72000021,Diken Fosine
72000022,取消
72000023,Maeliem
72000024,附魔
72000025,Fosin
72000026,該武器無特殊效果
72000027,該符石無套裝效果
72000028,強化消耗
72000029,裝備中
72000030,素材庫
72000031,全部
72000032,材料
72000033,武器
72000034,符石
72000035,空空如也
72000036,裝備已達等級上限
72000037,當前突破已達上限
72000038,突破消耗：
72000039,請放入素材
72000040,突破需<color=#76DCFEFF>【相同裝備】</color>或<color=#76DCFEFF>【魔力核心】</color>作為突破素材
72000041,沒有可用的素材
72000042,請選擇附魔卷軸
72000043,附魔消耗：
72000044,附魔材料庫
72000045,沒有可用的卷軸
72000046,*保存附魔會覆蓋原有屬性
72000047,原屬性
72000048,新屬性
72000049,效果詳情
72000050,套裝詳情
72000051,無
72000052,強化到%d級解鎖
72000053,強化到%d級升級
72000054,<color=#8D8D8DFF>%s</color>
72000055,[%d/%d]%s
72000056,已達當前最大等級
72000057,已強化到最大等級
72000058,暫無可增加的材料
72000059,請選擇消耗的素材
72000060,無法增加更多素材
72000061,裝備已達等級上限
72000062,強化材料中有<color=#FF6751FF>稀有</color>裝備，是否繼續？
72000063,請先安裝武器或符文再進行鍛造
72000064,當前突破已達上限
72000065,未選擇突破素材
72000066,突破所需素材不足
72000067,裝備滿級後才能進行突破
72000068,所選材料已被其他魔女裝備
72000069,請選擇附魔卷軸
72000070,僅對已附魔的裝備生效
72000071,確定放棄新附魔屬性嗎？
72000072,將替換原有屬性，確定保存嗎？
72000073,當前沒有可以佩戴的武器
72000074,當前沒有可以鑲嵌的符石
72000075,其他魔女正在佩戴該武器，確定要替換給當前魔女嗎？
72000076,其他魔女正在佩戴該符石，確定要替換給當前魔女嗎？
72000077,突破需<color=#76DCFEFF>【相同裝備】</color>作為突破素材
72000078,武器技能已達最大等級
72000079,暫無更合適的裝備
72000080,暫無裝備
72000081,裝備已自動穿戴
72000082,裝備已全部卸下
72000083,一鍵裝備
72000084,Wimeshi ron chiz
72000085,一鍵卸下
72000086,Tuf ron chiz
72000087,裝備圖鑒
72000088,BORAEME WIMESHI
72000089,全部
72000090,N
72000091,R
72000092,SR
72000093,SSR
72000094,無套裝效果
72000095,符石圖鑒
72000096,Harcoraeme
72000098,武器圖鑒
72000099,BORAEME MEMFUSI
72000100,<size=80>符</size>石
72000101,Harcobe
72000102,請選擇佩帶符石
72000103,請選擇符石
72000104,Liem Harcobe
72000105,無
72000106,圖鑒
72000107,Boraeme
730000,爪牙介面
73000001,特殊能力
73000002,TUWAMIK
73000003,解鎖條件
73000004,Oinobe
73000005,上陣中
73000006,上陣
73000007,上陣中
73000008,%s不足
73000009,透過“秘所”解鎖
73000010,魔女進階到%d階後解鎖
73000011,秘所%d級解鎖
73001000,符石背包
73001001,推荐套装
73001002,全卸下
73001003,<size=80>符石</size>
73001004,可装备
73001005,推荐方案
73001006,Fomoi
73001007,优先使用最高经验
73001008,您将卸载高等级符石, 是否继续?
73001009,按品质降序
73001010,按等级降序
73001011,<size=42>筛选</size>&排序
73001012,空槽位
73001013,前期
73001014,中期
73001015,后期
73001016,全期
73001017,专属
73001018,Tui
74000001,評論
74000002,Chaebine
74000003,更多評論
74000004,Chaebine far
74000005,暫無評論
74000006,Chaebine mar
74000007,評論
74000008,Chaebine
74000009,點擊輸入( 上限50個字 )
74000010,尾頁
74000011,首頁
74000012,<size=80>評</size>論
74000013,Chaebine
74000014,回復評論
74000015,Emf chaebine
74000016,回複
74000017,Emf
74000018,請輸入回復內容( 上限50個字 )
74000019,%s條回復
74000020,暫無評論
74000021,已經是第一頁
74000022,已經是最後一頁
74000023,本周評論達到上限
74000024,評論為空
74000025,無法連續評論,稍後再試
74000026,本日點贊數已達上限
74000027,你已經點贊過了哦
74000028,不能回復自己的評論
74000029,已达到本周回复上限
74000030,回復為空
74000031,無法連續發送消息,稍後再試
74000032,包含敏感字元
74000033,評論發表成功
74000034,回復成功
74000035,無法查看自己的名片
74000036,发布評論
74000037,Tosim
74000038,載入中...
74000039,非法字符
75000001,傳記
75000002,Chaneci
76000001,一鍵領取
76000002,Fo ron chiz
76000003,挑戰獎勵
76000004,Umei ri tumea
76000005,已領取
76000006,Marime
76000007,额外奖励
76000008,出戰魔女
76000009,剧情魔女
76000010,強制出戰
76000011,Marik
76000012,成就
76000013,Umei
76000014,掃蕩
76000015,Donodecin
76000016,出戰
76000017,Vod
76000018,暫未開啟該模式
76000019,完成
76000020,Ba
76000021,關卡剩餘次數：
76000022,再次掃蕩
76000023,Donodecin Tiz
76000024,獲取途徑
76000025,Fodifobe
76000026,暫時沒有可獲取途徑
76000027,擁有
76000028,跳轉
76000029,Fo
76000030,<size=84>掃蕩</size>結算
76000031,Umei ron crebona
76000032,GRADE
76000033,升級
76000034,還需
76000035,數量
76000036,EXP
76000037,規則說明
76000038,SKI
76000039,屬性克製圖
76000040,Kodi vedine
76000041,屬性克制
76000042,属性克制额外造成%s%%的伤害/n属性被克减少%d%%伤害
76000043,光輝
76000044,暗影
76000045,混沌
76000046,通關%s後開啟
76000047,%s後結算
76000048,%s後結算
76000049,關卡獲得3星後進入戰鬥時將獲得夜鶯的加護，大量提高所有魔女的生命與防禦。
76000050,關卡首次通關後進入戰鬥時將獲得夜鶯的加護，大量提高所有魔女的生命與防禦。
76000051,關卡獲得3星後進入戰鬥時將獲得夜鶯的加護，大量提高所有魔女的生命與防禦。
76000052,成就任务
76000053,UPGRADE LEVEL
76000054,%s-%s
76000055,夜鶯的加護
76000057,狂暴之力
76000058,狂暴圖標充滿時BOSS進入狂暴，狂暴之力每次增加BOSS攻擊力及彈幕飛行速度，狂暴之力會隨時間增强。
76000059,empty
76000060,序章
76000061,已完成
76000062,DIFOBE
76000063,暫無排名
76000064,當前排名
76000065,第%s次
76000066,关卡3星后解锁扫荡功能
76000067,,扫荡
76000068,分享
76000069,SHARE
76000070,每周首次分享可获得100魔力结晶
76000071,我方陣容
76000072,长按魔女头像进行养成
76000073,BOSS
76000074,敵方陣容
76000075,KODI WISIK TIONI
76000076,成就目標
76000077,Oshe
76000078,獎勵
76000079,关卡未在开放时间
76000080,关卡3星后解锁扫荡功能
76000081,<color=#91b6fa>长按头像</color>可跳转到对应魔女养成
76000082,通关普通%s后开启
76000083,通关困难%s后开启
76000084,通关深渊%s后开启
76000085,敬请期待
76000086,未定义的解锁类型
76000087,基础奖励
76000088,未开启
76000089,Marlucan
760000501,一
760000502,二
760000503,三
760000504,四
760000505,五
760000506,六
760000507,七
760000508,八
760000509,九
760000510,十
760000511,十一
760000512,十二
760000513,十三
760000514,十四
760000515,十五
760000516,十六
760000517,十七
760000518,十八
760000519,十九
760000520,二十
760000521,二十一
760000522,二十二
760000523,二十三
760000524,二十四
760000525,二十五
760000526,二十六
760000527,二十七
760000528,二十八
760000529,二十九
760000530,三十
760000531,三十一
760000532,三十二
77000001,賽季開啟
77000002,Lucan Sakeane
77000003,段位變化
77000004,Firone
77000005,點擊繼續
77000006,上次成績
77000007,上次排行
77000008,Tonik
77000009,排名
77000010,玩家
77000011,得分
77000012,積分
77000013,暫無好友
77000014,魔女祝福
77000015,Sufomoi
77000016,*多個祝福可同時生效
77000017,免費
77000018,Oiz
77000019,剩餘次數:
77000020,無
77000021,更改
77000022,Fin
77000023,劇情角色
77000024,出戰魔女
77000025,強制出戰
77000026,Marik
77000027,獎勵
77000028,我的排名獎勵
77000029,賽季开启时间
77000030,<size=80>许</size>愿
77000031,Susim
77000032,已領取
77000033,Foak
77000034,<size=66>許願</size>清單
77000035,Susilaci
77000036,成長任務
77000037,Fimevodi
77000038,HARCI:
77000039,已完成
77000040,Odecin
77000041,排名變動
77000042,Fine ron rona
77000043,每天21點可獲得
77000044,排名
77000045,賽季獎勵
77000046,排名獎勵
77000047,積分獎勵
77000048,當前人數：%d人
77000049,點擊領取
77000052,當前積分
77000053,當前段位
77000055,排行榜<size=30>>></size>
77000056,賽季模式
77000058,暫無上次排行資訊
77000059,FINE
77000060,好友排行
77000061,好友
77000062,段位
77000063,是否消耗%s%s獲取%s祝福？\n（僅生效一場戰鬥）
77000064,當日免費鬧鐘已用完
77000065,可通过世界集市、许愿宝箱获得
77000066,我的排名獎勵
77000067,深夜永久結算中
77000068,區服  
77000069,第 %d 名
77000070,隊伍資訊
77000071,Laci ron tiona
77000072,通關陣容
77000073,Tioni ri
77000074,*不是本服玩家無法添加好友
77000075,*不是本服玩家無法聊天
77000076,深夜永久當前排行
77000077,暫無排名
77000078,--當前分段--
77000079,段位說明
77000080,Ronelaci
77000081,積分說明
77000082,Nozelaci
77000083,獎勵說明
77000084,Harclaci
77000085,排行：%d名
77000086,賽季結算
77000087,Sakeatione
77000088,賽季段位
77000089,Sakearone
77000090,賽季獎勵
77000091,SAKEHARCI
77000092,賽季積分
77000093,Sakenoze
77000094,段位變化
77000095,Firone
77000096,積分達到%d後晉級該段位
77000097,機率<color=#8EB7FFFF>%d%%</color>
77000098,選擇
77000099,Liem
77000100,更換
77000101,Fin
77000102,<size=66>鬧鐘</size>選擇
77000103,Zine Liem
77000104,深夜永久即将结算，暂时无法战斗
77000106,使用中
77000107,Heisen
77000108,深夜集市
77000109,開始
77000110,SEASON PATTERN
77000111,轮换倒计时
77000112,后轮换
77000113,当前排名奖励
77000114,关卡预览
77000115,Kachi
77000116,魔女伤害<color=#91b6fa> +%s%%</color>
77000117,圣光印记结算中
77000118,是否退出当前正在观看的战斗回放？
77000119,战斗回放已结束，请返回
77000120,剩余数量：%s
77000121,<color=#bebeaa>颂祷：攻防血属性UP！</color>
77000122,加成说明
77000123,1、关卡加成：达成指定条件，可获得特殊加成效果\n2、夜莺颂祷：在深夜永久中，所有玩家将被颂祷祝福，获得颂祷属性，并带入一定比例的自身养成属性，在更公平的环境中进行战斗比拼
77000124,Chaebinetui
77000200,当前排名
77000201,战斗信息
77000202,击败得分
77000203,击败小怪得分
77000204,伤害分
77000205,擦弹分
77000206,用时得分
77000207,伤害统计
77000208,没有可领取的奖励
77000209,BOSS击退成功,获得额外奖励
77000210,杀怪
77000211,伤害
77000212,总计获得奖励
77000213,名
77000214,拾取道具分
78000001,魔女洋館
78000002,未完成
78000003,COMSUME
78000004,*每日重置所有魔女爪牙及敵人的生命
78000005,洋館任務
78000006,TASKS
78000007,後刷新
78000008,HARCI:
78000009,INVESTIGATION
78000010,完成
78000011,BA
78000012,DIFOBE
78000013,第%d層
78000014,MI %s
78000015,可進行
78000016,虛弱度：%d%%
78000017,魔女洋館已重置
78000018,已完成
78000019,未解鎖
79000001,刷新
79000002,購買物品
79000003,Rotim
79000004,首次兌換雙倍！
79000005,首次兌換獲得雙倍魔晶！
79000006,商品內容
79000007,Laci ron tima
79000008,售價
79000009,Eodine
79000010,擁有
79000011,數量
79000012,Zemi
79000013,超過可購買上限
79000014,貨幣或道具不足
79000015,已取消支付
79000016,支付失敗
79000017,Tizucan
79000018,<size=84>集</size>市
79000019,碎片兌換可將滿星角色的冗余碎片轉換為壹定數量的印記之源，轉換比例如下
79000020,R角色：1枚碎片轉換為<color=#91b6fa>%s枚</color>印記之源
79000021,SR角色：1枚碎片轉換為<color=#91b6fa>%s枚</color>印記之源
79000022,SSR角色：1枚碎片轉換為<color=#91b6fa>%s枚</color>印記之源
79000101,<size=66>印记</size>转换
79000102,印记转换
79000103,PIECE CHANGE
79000104,是否将
79000105,PIECE CHANGE
79000106,转化为
79000107,PIECE CHANGE
79000108,没有可兑换印记
79000109,没有印记
79100007,當前時間：
79100008,下點體力恢復：
79100009,恢復全部體力：
80000001,提示資訊
80000002,Laci
80000003,是否花費：
80000004,購買皮膚:
80000007,穿戴
80000008,Docuwin
80000009,獲取
80000010,Fo
80000011,技能演示
80000012,已穿戴
80000013,Docuwik
80000014,您當前擁有：
80000015,前往購買
80000016,Rotim
80000018,Fo Suobe
80000019,未拥有该魔女
80000020,尚未获得该角色
80000021,尚未拥有角色, 购买后无法立即穿戴
80000022,获得角色后可穿戴
99000001,%d/<color=#8D8D8DFF><size=28>%d</size></color>
99000002,(%d/%d)
99000003,(<color=#FF6751FF>0</color>/%d)
99000004,網路鏈接逾時，是否重試？
99000005,伺服器鏈接失敗，請檢查您的網路！
99000006,可領取
99000007,已領取
99000008,限購 
99000009,週限購 
99000010,月限購 
99000011,<color=#8d8d8dff><size=26>/%d</size></color>
99000012,未選擇出戰魔女，是否前往選擇？
99000013,%d<color=#8d8d8dff><size=26>/%d</size></color>
99000014,今日應援次數已達上限
99000015,<color=#FFFFFFFFFF><size=42>%d</size></color>/%d
99000016,<size=58>%d/</size>5
99000017,當前購買次數已用完
99000018,郵件已過期
99000019,<color=#FFFFFFFF>%d</color>/<size=28>%d</size>
99000020,<color=#000000FF>%d</color>/<size=28>%d</size>
99000021,展示中
99000022,SHOWING
99000023,白夜樂章
99000024,主動選擇區服
99000025,感謝您的關注與支持，本次測試人員已達上限，敬請關注！
99000026,豎琴
99000126,SAKENOE
99000027,鋼琴
99000127,LOCIKE
99000028,小提琴
99000128,EINOI
99000029,大提琴
99000129,ZUINOI
99000030,長號
99000130,HENODAFI
99000031,圓號
99000131,SIODAFI
99000032,黑管
99000132,NARODAFI
99000033,長笛
99000133,HENAFI
99000034,麥克風
99000134,TIDIODAFI
99000035,管風琴
99000135,OMIODAFI
99000036,電吉他
99000136,TEACNOI
99000037,鍵盤
99000137,TUFOBE
99000038,定音鼓
99000138,CREBITE
99000039, <color=#8FB8FFFF>(%s)</color>
99000040,<color=#FDFF8BFF>%s</color>
99000041,Lv.%d/%d
99000042,[%d/%d]%s
99000043,<color=#8D8D8DFF>%s</color>
99000044,Lv.%d/<color=#76DCFEFF><size=42>%d</size></color>
99000045,%d/%d
99000046,<color=#FF6751FF>%s</color>/%s
99000047,額外獎勵
99000048,Marsiemak
99000049,下個等級
99000050,Mensi tuik
99000051,當前等級
99000052,Mensi Enik
99000053,解鎖條件
99000054,Oinobe
99000055,十抽結果
99000056,單抽結果
99000057,小時
99000058,分
99000059,<size=36>X</size>
99000060,刷新活動介面
99000061,<color=#F16967FF>%s</color>
99000062,<color=#F16967FF>%s</color>/%s
99000063,<size=48>%d</size>/
99000064,<color=#FF6652FF><size=48>%d</size></color>/
99000065,<color=#8EB7FFFF>%d</color><size=30>/%d</size>
99000066,<color=#9B50A4FF>%d</color>/%d
99000067,%d<size=26>/%d</size>
99000068,error config!!!
99000069,<color=#8999D3FF>%d</color>
99000070,<color=#FFFFFFFF>%d</color>
99000071,已達最大階數
99000072,已突破至最大星級
99000073,<color=#FF6652FF>%d</color>/
99000074,劇情魔女
99000075,Lv.%d<size=26>/%d</size>
99000076,<color=#8EB7FFFF><size=42>Lv.%d</size></color>/%d
99000077,<color=#8EB7FFFF>%d</color><size=20>/%d</size>
99000078,<color=#8999D3FF>%d</color>/%d
99000079,<color=#8999D3FF>-</color>/-
99000080,%d<color=#8d8d8dff><size=26>/%d</size></color>
99000081,日限購
99000082,%s<color=#8d8d8dff><size=26>/%s</size></color>
99000083,本月已首充
1006001,导师%d級後解鎖
1006004,刷新成功
1006005,今日刷新次數已經用完
1006006,物品已刷新
1006007,是否花費%d%s刷新商品列表
1006204,限購 %s/%s
1006203,月限購 %s/%s
1006202,週限購 %s/%s
1006201,日限購 %s/%s
1006304,限購 %s/%s 次
1006303,每月限購 %s/%s 次
1006302,每週限購 %s/%s 次
1006301,每日限購 %s/%s 次
1006401,黑市
1006402,Umfare
1006403,友情
1006404,Omchari Tion
1006405,裝備
1006406,Wimeshi
1006407,神秘
1006408,Markache
1006409,儲值
1006410,Wimon chusi
1006411,圖紙
1006412,Wimochae
1006413,組件
1006414,Ei
1006415,洋舘
1006416,Harosakimi
1006417,商店
1006418,Taise
1006419,裝扮
1006420,Fusi
1006501,歡迎光臨，夜鶯商店！
1006502,快看，又擺了些什麼好東西！
1006503,不要吝惜錢包哦！
1006504,最近收到不少好東西！
1006505,售罄
1006506,Eodin ba
1006507,Simak
1006508,折扣
3001001,獎勵次數
3001002,排行榜
3001003,本 週 詞 綴
3001004,Oizae enkeinik
3001005,遺物包
3001006,本層詞綴
3001007,Oizae enik
3001008,掉落物品
3001009,無掉落
3001010,選擇層數
3001011,週一開啟
3001012,週二開啟
3001013,週三開啟
3001014,週四開啟
3001015,週五開啟
3001016,週六開啟
3001017,週日開啟
3001021,MONDAY
3001022,TUESDAY
3001023,WEDNESDAY
3001024,THURSDAY
3001025,FRIDAY
3001026,SATURDAY
3001027,SUNDAY
3001018,出戰魔女
3001019,Vod
3001020,幽暗秘境排行榜
3001028,RONE RON UMCHAE ZADIANE
3001029,我的排名
3001030,層數
3001031,排名
3001032,玩家
3001033,層數
3001034,週獎勵
3001035,下週一凌晨5點後可領取
3001036,關卡不在開放日期
3001037,已達到可挑戰的最小層數
3001038,已達到可挑戰的最大層數
3001039,遺物包
3001040,Pektai
3001041,全部
3001042,選擇
3001043,LIEM
3001044,稀有
3001045,精英
3001046,傳說
3001047,暫無遺物
3001048,遺物只在幽暗秘境內生效，每週一凌晨5點會重新選擇
3001049,當前層數沒有獎勵
3001050,購買 <color=#8AC261>1次</color> 獎勵次數需花費：
3001051,（剩餘可購買次數：%d次）
3001052,獎勵次數已達上限
3001053,今日購買次數已用完
3001054,你已幫助魔女們擊敗了最為強大的敵人，請接受夜鶯森林的謝意吧。
3001055,通關當前極限，解鎖更高難度
3001056,可挑戰第%d層
3001057,關卡已刷新，請重新返回選擇
3001058,是否購買？
3001059,第 %s 層
3001060,託管中
3001061,已使用蛋糕 %s 次
3001062,已購買體力 %s 次
3001063,已結束託管
3001064,出戰
3002001,挑戰次數
3002002,Cochuzemi
3002003,額外獎勵
3002004,Marsiemak
3002005,購買成功
3002006,挑戰次數不能超過最大上限
3002007,今日購買次數已用完
3002008,%s不足，請前往集市購買
3002009,挑戰獎勵
3002010,Umei ri tumea
3002011,本章獲得縂星數
3002012,♦ 纍計獲得
3002013,已領取
3002014,歷史最高成績
3002015,Me zumuik
3002016,額外次數：
3002017,<size=66>掃</size>盪
3002018,掃蕩次數
3002019,Dondezemi
3002020,扫荡消耗
3002021,Marime ri dondezema
3002022,单次奖励
3002023,Cochusi Chiz
3002024,%s次
3002025,歷史最高成績大於0後解鎖掃蕩功能
3002026,輪換倒計時
3002027,Hiane donik
3002028,推薦彈幕類型
3002029,關卡即將輪換，請退出後重新進入
3002030,最高掉落
3002031,Don
3002032,奖励详情
3002033,<size=66>奖励</size>详情
3002034,Laci ron Cochusi
3002035,评级规则
3002036,可能掉落
3002037,基础
3002038,额外
3002039,可能掉落
3002040,Kacim
3002041,HARCI
3009001,託管
3009002,Crebone
3009003,<size=66>托管</size>设置
3009004,Crebone nodde
3009005,補充體力設定
3009006,Corbuche nodde
3009007,自動使用
3009008,自動購買體力
3009009,%d個
3009010,%d次
3009011,TIP:都勾选时优先消耗蛋糕
3009012,其他設定
3009013,体力消耗：<color=#91b6fc>%s/%d%s</color>
3009014,失敗後繼續挑戰
3009015,選擇挑戰次數
3009016,所需材料
3009017,開始託管
3009018,Lucan crebone
3009019,託管結果
3009020,勝利：<size=42><color=#91b6fc>%d次</color></size>
3009021,失敗：<size=42><color=#91b6fc>%d次</color></size>
3009022,無戰利品
3009023,Umei ron crebona
3009024,WIN
3009025,LOSE
3009026,体力不足
3009027,数量：<color=#FF6652FF>%d</color>/%d
3009028,（预计托管后共掉落：%d个）
3009029,直至打满
3009030,点击后可设置次数
3009031,该道具为有概率掉落，打满后将自动停止
3009032,<color=#91b6fa>（实力碾压）</color>
3009033,<color=#91b6fa>（战力充沛）</color>
3009034,（势均力敌）
3009035,（略有挑战）
3009036,（不足）
3009037,托管设置
3009038,多倍挑战
3009039,消耗：<color=#91b6fc>%s/%d</color>
3009040,%d倍
3009041,每次消耗：<color=#91b6fc>%s/%d</color>
3009042,挑战次数不足
3009043,托管中...
3009044,当前倍数：%d倍
3009100,已完成所有托管次数
3009101,您手动停止了托管
3009102,您的体力已消耗殆尽
3009103,副本挑战次数已经使用完
3009104,战斗所需道具不足
3009105,您托管的材料已打满
3009106,装备超出上限
3009107,触发引导
3009108,副本挑战失败，请重新选择副本
8880001,總得分
8880002,戰鬥用時
8880003,擦彈得分
8880004,關卡得分
8880005,時間增加 +%s秒
8880006,停止託管
8880007,Mardifen crebone
8880008,MAX
8880009,TIPS：达成属性克制可额外造成伤害
8880010,提升等級
8880011,Fwa mensi
8880012,符石強化
8880013,Harcobuche
8880014,排行榜結算中
8880015,伺服器忙碌
8880016,請求過於頻繁，請稍後再試
8880017,請勿輸入非法字元
8880018,限購禮包正在儲值中
8880019,訂單生成失敗，請稍後重試
8880020,訂單價格錯誤，請聯繫管道客服
8880021,該禮包無法重複領取
8880022,BOSS 狂暴增強!!
8880023,Tu Mensi
8880024,長按可連續使用
8880025,该玩家好友已满
8880026,无法重复领取邮件奖励
8880027,点击重新挑战
8880028,普通
8880029,困难
8880030,深渊
71200001,魔弹
71200002,幻棘
71200003,光炙
71200004,聚魂
71200005,爆鸣
71200006,预言
71200011,Tume Sinik
71200012,Cheni Hisa
71200013,Hesi hik
71200014,Difomik
71200015,Furzuik
71200016,Wikae
71200021,全部
71200022,Tion
71200031,<size=86>相</size>册
71200041,Kabonefome
71200032,<size=86>图</size>鉴
71200042,Boraeme
71200033,<size=86>羁</size>绊
71200043,Hafikomi
7120005,图鉴
7120006,全角色属性加成
7120007,角色加成
7120008,相册
7120009,加成领取
7120010,Fotui
7120011,羁绊
7120012,<size=42>属</size>性
7120013,Kodi
7120014,<size=42>技</size>能
7120015,Suwime
7120016,<size=42>背</size>景故事
7120017,<size=42>定</size>位
7120018,Diane
7120019,被動
7120020,子弹
7120021,蓄力
7120022,必杀
7120023,加成: 
7120024,暂无属性加成
7120025,此流派角色的普攻子弹伤害提升<#%s%%#>
7120026,<size=66>全</size>体加成
7120027,Tui tion
7120028,基础属性加成
7120029,Tui ron koda cubik
7120030,<size=56>羁</size>绊故事
7120031,Chaneci
7120032,全體加成:
7120033,升星獎勵
7120034,Fobestui
7120035,累計加成
7120036,Wibuchik
7120037,%s     +%s
7120038,%s加成:
7120039,此流派角色普攻子弹伤害提升<color=#CBCA7CFF>%s%%</color>
702001,<size=86>德</size>缪治法典
702002,Chinfome Demiurgas
702003,升序
702004,降序
702005,Lv %s 后开启
702006,全部
702007,<size=60>构筑</size>加成
702008,Obentui
702009,战斗中属性提升
702010,Kotui en voda
702011,该被動未解锁
702012,Fosike simak
702013,消耗
702014,Marime
702015,升级
702016,Tu mensi
702017,重置
702018,Tizucan
702019,是否确认重置所有构筑点?/n(重置将100%%返还消耗资源!)
702020,暂无魔女
702021,万能印记不足
702022,等级已达最大
702023,未拥有该流派魔女
702024,请选择需要构筑的流派
702025,<size=39>%s</size>系
702026,升級
702027,%s通用構築點:
702028,通用構築點視為任意構築點使用
702029,%s系伤害加成 <color=#90B1EBFF>+ %s%%</color>
702030,<size=82>篩</size>選
702031,Liemi
702032,全部
702033,確定
702034,Heisen
702035,<size=80>魔女</size>選擇
702036,Liem haroche
702037,星级
702038,當前魔女已在次構築中使用
702039,该魔女已在<color=#84A8E8FF>%s系</color>中上阵 是否进行替换?
702040,當前
702041,下一級
702042,升級消耗
702043,Tumerime
702044,升級
702045,Tu Mensi
702046,%s系
702047,%s系魔女伤害加成%s%%
702048,材料不足,無法升級
702049,%s系<size=42>Lv.%s</size>
702050,已達到最高等級
702051,下一級提升
702052,Tui ponik
702053,流派属性
702054,Kodi
702055,通用构筑点 <color=#90B1EBFF>+ %s</color>
702056,通用构筑点不足,请升级流派获得通用构筑点
702099,系角色伤害提升
702100,重置時間未到,無法重置
702101,构筑点等级已达上限
702102,该类型构筑暂未开放
702103,<size=45>未解锁</size>
702104,再升%s级可获得%s点构筑点
702105,Tu Mensi
702106,生效魔女
702107,为%s系魔女进行法典加成
702108,已达构筑最大等级
702109,已达构筑最小等级
702110,<size=66>生效</size>魔女
702111,Haroche wivek
702112,构筑
702113,Oben
702114,特殊效果
702115,Sechi tuwamik
702116,构筑点
702117,Obediane
702118,预览
702119,Kachi
702120,法典等级
702121,%s级
702122,构筑点<color=#90B1EBFF> x %s</color>
702123,<size=66>升级</size>奖励
702124,战力评分
702125,选择魔女已达上限
702126,Mensicochusi
702127,使用中
702128,Ronir heisena
702129,更换
702130,未开启
702131,属性
702132,Kodi
702133,Mensi ron Chifoma
702134,流派技能
702135,Chisuwime
702136,切换技能等级提升
702137,%s级开启
702138,当前升级&构筑效果只对以上魔女生效
702139,构筑点已使用：
702140,构筑效果预览
702141,Kachi
702142,重置构筑点
702143,添加魔女
702144,播放预览
702145,%s型  LV.%s
702146,升级消耗
702147,Tumerime
702148,%s     <color=#FFFFFFFF>LV.%s</color>
702149,法典等级<color=#FFFFFFFF>%s</color>解锁
702150,通用构筑点
702151,(Lv.%s 构筑点+%s)
702152,(Lv.%s 技能升级)
702153,(Lv.%s 技能解锁)
703001,· ETHER ·
703002,BOUNDARY
703003,· FAITH ·
703004,LEVEL
703005,總等級
703006,[歷史最高%s]
703007,挑戰任務
703008,Mevodi ron tumea
703009,等級
703010,清除記錄
703011,達到%s級後解鎖
703012,· TASK ·
703013,CHALLENG
703014,一鍵領取
703015,Fo ron chiz
703016,日常
703017,周常
703018,成就
703019,環境詳情
703020,Laci ron sua
7030211,戰略等級
7030212,支援點
703022,[最高%s]
7030231,戰略介紹
7030232,支援介紹
7030241,Emfiche ron vodwima
7030242,Emfiche ron wibuha
703025,Supp
7030261,戰略目標
7030262,支援魔法
7030271,Oshe ron vodwima
7030272,Sine ron wibuha
7030281,戰略詳情
7030282,支援詳情
703029,战略等级%s級後解鎖
703030,%s提升%s
703031,支援點數獲得條件
703032,已鎖定
703033,Ba sim
703034,魔女選擇
703035,Liem haroche
703036,KODI RON WIBUHAZEMA
703037,確定
703038,Heisen
703039,全部
703040,光系
703041,暗系
703042,混沌
703043,出戰中
703044,Ronir vodi
703045,下一步
703046,Tuik
703047,出戰
703048,Vod
703049,確認
703050,Heisen
7030511,Laci ron vodwima
7030512,Laci ron wibuha
703052,挑戰等級
703053,支援點不足
703054,支援等級
703055,敵方屬性
703056,Kodi ron hacua
703057,支援點不足，已重置支援屬性
7030581,請選擇你的戰略等級
7030582,請選擇你的支援魔法
703059,<size=68>環境</size>詳情
703060,Laci ron sua
703061,完成等級
703062,Mensi bodonk
703063,STRATEGY GRADE
703064,點擊任意位置繼續
703065,戰略
703066,支援
703067,BRECHSUCCESS
703068,通關耗時
703069,失敗
703070,DEFEATED
703071,戰鬥用時
703072,當前暫無數據，無法重置
